timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
197063.431883,1.006455,1.014371,1.054248,-0.010236,-0.003620,-0.061322,0.999993,0.003301,-0.001790,0.000050,0.673835,-0.677451,-0.002435,0.237877,0.857427,-1.406034,0.005221
197063.482034,1.005943,1.014190,1.051182,-0.011813,-0.006528,-0.111322,0.999622,0.020142,-0.018720,-0.000036,0.716644,-0.747815,-0.002287,0.238230,-4.151019,4.387529,0.009726
197063.532169,1.005352,1.013864,1.045616,-0.028324,-0.024293,-0.161322,0.998576,0.038039,-0.037395,-0.000135,0.509028,-0.528501,-0.002010,0.239231,-5.816590,6.091155,0.006143
197063.582317,1.003936,1.012649,1.037550,-0.061415,-0.057945,-0.211322,0.997430,0.050738,-0.050580,-0.000211,0.218158,-0.223982,-0.001836,0.240337,-4.321506,4.450113,0.005620
197063.847868,1.007230,1.014575,1.049335,-0.011514,-0.012990,-0.060498,0.999994,0.002517,-0.002573,0.000046,0.425493,-0.413109,-0.003438,0.237876,2.192090,-3.243271,-0.000571
197063.898006,1.006654,1.013925,1.046310,-0.013781,-0.015208,-0.110498,0.999830,0.013153,-0.012899,-0.000038,0.535044,-0.575328,-0.003454,0.238032,-0.338579,0.695288,0.018662
197063.948144,1.005965,1.013165,1.040785,-0.025151,-0.026802,-0.160497,0.999276,0.026523,-0.027274,-0.000141,0.518039,-0.540633,-0.002924,0.238561,-2.440450,3.031292,0.012726
197063.998272,1.004707,1.011825,1.032760,-0.049235,-0.050216,-0.210497,0.998389,0.039458,-0.040773,-0.000220,0.395957,-0.389126,-0.002562,0.239412,-3.529522,3.890647,0.007311
197064.130399,1.007018,1.013163,1.054383,-0.011184,-0.007446,0.016885,0.999998,-0.001432,-0.001215,-0.000131,-0.127512,0.143637,-0.005350,0.239603,-2.026322,2.138840,-0.171068
197064.180537,1.006458,1.012791,1.055227,-0.012261,-0.006175,-0.029908,0.999986,-0.004619,0.002377,-0.000274,-0.228799,0.250605,-0.010212,0.239995,-0.184429,-0.231158,-0.155647
197064.230656,1.005845,1.012482,1.053731,-0.010148,-0.002070,-0.075998,0.999909,-0.010337,0.008642,-0.000544,-0.237923,0.239136,-0.014636,0.240045,0.850013,-0.847826,-0.145815
197064.280797,1.005338,1.012378,1.049932,-0.002460,0.007116,-0.122131,0.999760,-0.016284,0.014618,-0.000921,-0.195290,0.196877,-0.018781,0.239956,0.022547,-0.082259,-0.138102
197064.534235,1.008040,1.016882,1.072332,-0.007107,0.009625,0.017566,0.999998,-0.000307,-0.001906,-0.000517,0.483615,-0.531992,-0.001276,0.237872,3.909273,-2.812000,-0.021815
197064.584361,1.007684,1.017363,1.073210,-0.008786,0.009896,-0.032434,0.999815,0.011775,-0.015209,-0.000522,0.679053,-0.672616,-0.001896,0.238046,-1.454747,2.313176,-0.024522
197064.634474,1.007245,1.017858,1.071589,-0.022198,-0.000477,-0.082434,0.999074,0.028732,-0.032021,-0.000509,0.606267,-0.557006,-0.002593,0.238754,-4.702549,4.792412,-0.025702
197064.684591,1.006135,1.017834,1.067467,-0.050500,-0.025846,-0.132433,0.997981,0.043860,-0.045929,-0.000488,0.371085,-0.317445,-0.003324,0.239805,-4.912405,4.471492,-0.022169
197064.936941,1.009573,1.023658,1.092636,-0.007534,0.001821,0.007465,0.999994,0.002945,-0.001574,-0.000835,0.398863,-0.412158,-0.000406,0.237875,2.769700,-2.842013,-0.014274
197064.987099,1.009196,1.023749,1.093009,-0.008923,-0.000773,-0.042535,0.999846,0.012906,-0.011885,-0.000859,0.537341,-0.554265,-0.000812,0.238017,-0.031856,0.207368,-0.020444
197065.037206,1.008750,1.023710,1.090883,-0.019407,-0.012139,-0.092534,0.999322,0.026321,-0.025746,-0.000899,0.535731,-0.543913,-0.001393,0.238517,-2.876335,2.705879,-0.021726
197065.087344,1.007780,1.023103,1.086256,-0.042156,-0.035355,-0.142534,0.998437,0.039687,-0.039338,-0.000946,0.391886,-0.408647,-0.002010,0.239365,-3.485988,3.861992,-0.016401
197065.211679,1.012142,1.027071,1.110660,-0.003653,-0.001234,0.006976,0.999997,0.000908,-0.001621,-0.001752,-0.115438,0.133363,-0.004433,0.239511,-2.220517,2.301948,-0.142127
197065.261811,1.011960,1.027009,1.111009,-0.005093,-0.002036,-0.039988,0.999995,-0.001972,0.001718,-0.001864,-0.226441,0.248480,-0.008473,0.239936,-0.397835,0.298089,-0.129891
197065.311929,1.011705,1.026908,1.109010,-0.003563,-0.000287,-0.086168,0.999937,-0.007622,0.007940,-0.002078,-0.246253,0.263457,-0.012165,0.240005,0.639252,-0.573543,-0.119654
197065.362058,1.011527,1.026893,1.104701,0.003509,0.006473,-0.132323,0.999797,-0.013766,0.014536,-0.002384,-0.214169,0.234893,-0.015567,0.239904,0.267761,-0.156713,-0.110182
197065.620018,1.014270,1.030526,1.126681,-0.004203,0.004212,0.012012,0.999995,0.000965,-0.001994,-0.002133,0.503692,-0.469798,-0.001967,0.237872,2.629727,-2.967541,-0.025306
197065.670136,1.014060,1.030736,1.127281,-0.005962,0.003365,-0.037988,0.999811,0.013531,-0.013763,-0.002168,0.635144,-0.618213,-0.002687,0.238047,-1.337932,1.165667,-0.011290
197065.720245,1.013762,1.030905,1.125382,-0.018120,-0.008536,-0.087988,0.999138,0.029366,-0.029242,-0.002226,0.568184,-0.559994,-0.003008,0.238690,-3.948745,3.851393,-0.007123
197065.770389,1.012856,1.030478,1.120982,-0.044006,-0.034417,-0.137988,0.998113,0.043521,-0.043251,-0.002296,0.370683,-0.367489,-0.003210,0.239675,-4.517339,4.432331,-0.002796
197065.901853,1.017219,1.035689,1.144323,-0.004670,-0.001304,0.003429,0.999991,0.002426,-0.001822,-0.003077,-0.156682,0.155174,-0.003306,0.240164,-1.803770,1.798030,-0.102714
197065.951976,1.016985,1.035624,1.144495,-0.006298,-0.003457,-0.042330,0.999992,-0.001479,0.002070,-0.003158,-0.246851,0.245095,-0.006226,0.240460,0.863037,-0.906493,-0.093355
197066.002053,1.016670,1.035451,1.142378,-0.004450,-0.002146,-0.087540,0.999932,-0.007631,0.008216,-0.003310,-0.203641,0.199828,-0.008880,0.240439,0.699753,-0.784071,-0.086299
197066.052161,1.016448,1.035344,1.138001,0.002888,0.004625,-0.132895,0.999826,-0.012707,0.013226,-0.003528,-0.168586,0.160693,-0.011333,0.240379,0.579956,-0.422197,-0.080178
197066.316335,1.019360,1.038215,1.158798,-0.003045,-0.000445,0.006488,0.999992,0.001066,-0.001495,-0.003471,0.633677,-0.653514,-0.002028,0.237872,1.731909,-1.633509,0.006288
197066.366463,1.019207,1.038193,1.159122,-0.004365,-0.001379,-0.043512,0.999692,0.016847,-0.017883,-0.003514,0.720222,-0.735238,-0.001849,0.238158,-3.211468,3.880437,0.010076
197066.416578,1.018989,1.038124,1.156947,-0.020186,-0.016179,-0.093512,0.998729,0.034772,-0.036308,-0.003547,0.559597,-0.541267,-0.001563,0.239078,-5.646802,6.042409,0.006231
197066.466692,1.017980,1.037315,1.152271,-0.052405,-0.046816,-0.143512,0.997562,0.048688,-0.049862,-0.003548,0.277224,-0.239180,-0.001386,0.240203,-4.877057,4.649903,0.006427
197066.736511,1.022756,1.042986,1.174774,-0.003988,0.000488,-0.005017,0.999985,0.002090,-0.002200,-0.004525,0.455926,-0.425143,-0.000198,0.237874,3.517973,-3.849279,0.006863
197066.786632,1.022556,1.043011,1.174523,-0.005935,-0.001344,-0.055017,0.999817,0.013439,-0.012879,-0.004527,0.631821,-0.617611,-0.000003,0.238035,-1.203726,0.996258,0.010731
197066.836750,1.022260,1.042943,1.171772,-0.017340,-0.013138,-0.105017,0.999162,0.029154,-0.028381,-0.004530,0.571635,-0.567798,0.000302,0.238660,-3.987734,3.847180,0.013104
197066.886876,1.021393,1.042287,1.166522,-0.042522,-0.038773,-0.155017,0.998140,0.043360,-0.042620,-0.004529,0.372255,-0.375432,0.000674,0.239642,-4.327709,4.367974,0.016396
197067.016742,1.024958,1.045963,1.188375,-0.005879,-0.005499,-0.003276,0.999983,0.001588,-0.001218,-0.005493,-0.160141,0.151575,-0.001513,0.240007,-2.036103,2.069063,-0.053097
197067.066870,1.024664,1.045688,1.188211,-0.006969,-0.006904,-0.049322,0.999978,-0.002394,0.002593,-0.005529,-0.261938,0.255037,-0.003023,0.240328,0.924884,-0.831878,-0.051339
197067.116990,1.024316,1.045343,1.185745,-0.004649,-0.004786,-0.094782,0.999904,-0.008907,0.009005,-0.005603,-0.215664,0.213473,-0.004482,0.240312,0.823755,-0.753212,-0.049033
197067.167065,1.024083,1.045104,1.181006,0.003409,0.003096,-0.140402,0.999779,-0.014269,0.014370,-0.005714,-0.174440,0.175849,-0.005876,0.240256,0.643014,-0.568275,-0.046677
197067.445078,1.027289,1.048270,1.200549,-0.001864,-0.000192,-0.004590,0.999982,0.000712,-0.001374,-0.005765,0.540417,-0.512870,-0.000721,0.237871,2.475921,-2.634884,-0.002458
197067.495196,1.027196,1.048260,1.200319,-0.003078,-0.000812,-0.054590,0.999781,0.014145,-0.014271,-0.005773,0.664199,-0.644629,-0.000791,0.238062,-1.924673,1.719000,0.002194
197067.545371,1.027042,1.048220,1.197590,-0.015730,-0.013209,-0.104589,0.999049,0.030646,-0.030470,-0.005782,0.567946,-0.558699,-0.000729,0.238762,-4.262472,4.360119,0.004065
197067.595493,1.026256,1.047559,1.192360,-0.042806,-0.040128,-0.154589,0.997990,0.044742,-0.044497,-0.005794,0.354807,-0.340709,-0.000613,0.239780,-4.676997,4.547789,0.005703
197067.859843,1.030840,1.052990,1.213408,-0.004143,-0.000892,-0.012158,0.999977,0.002310,-0.002061,-0.005963,0.493619,-0.470162,-0.000835,0.237875,2.854481,-3.232359,0.006183
197067.910011,1.030633,1.052945,1.212800,-0.005971,-0.002916,-0.062158,0.999779,0.014578,-0.013886,-0.005985,0.636328,-0.631795,-0.000660,0.238063,-1.718941,1.598959,0.018089
197067.960134,1.030334,1.052799,1.209693,-0.018288,-0.015693,-0.112158,0.999077,0.030380,-0.029765,-0.006009,0.550365,-0.551863,-0.000146,0.238734,-3.693044,3.891261,0.018756
