timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
197063.431870,1.006455,1.014371,1.054248,-0.010236,-0.003620,-0.061322,0.999993,0.003301,-0.001790,0.000050,0.673835,-0.677451,-0.002435,0,0,0
197063.481983,1.005943,1.014190,1.051182,-0.011813,-0.006528,-0.111322,0.999622,0.020142,-0.018720,-0.000036,0.716644,-0.747815,-0.002287,0,0,0
197063.532129,1.005352,1.013864,1.045616,-0.028324,-0.024293,-0.161322,0.998576,0.038039,-0.037395,-0.000135,0.509028,-0.528501,-0.002010,0,0,0
197063.582271,1.003936,1.012649,1.037550,-0.061415,-0.057945,-0.211322,0.997430,0.050738,-0.050580,-0.000211,0.218158,-0.223982,-0.001836,0,0,0
197063.847859,1.007230,1.014575,1.049335,-0.011514,-0.012990,-0.060498,0.999994,0.002517,-0.002573,0.000046,0.425493,-0.413109,-0.003438,0,0,0
197063.897959,1.006654,1.013925,1.046310,-0.013781,-0.015208,-0.110498,0.999830,0.013153,-0.012899,-0.000038,0.535044,-0.575328,-0.003454,0,0,0
197063.948105,1.005965,1.013165,1.040785,-0.025151,-0.026802,-0.160497,0.999276,0.026523,-0.027274,-0.000141,0.518039,-0.540633,-0.002924,0,0,0
197063.998233,1.004707,1.011825,1.032760,-0.049235,-0.050216,-0.210497,0.998389,0.039458,-0.040773,-0.000220,0.395957,-0.389126,-0.002562,0,0,0
197064.130389,1.007018,1.013163,1.054383,-0.011184,-0.007446,0.016885,0.999998,-0.001432,-0.001215,-0.000131,-0.127512,0.143637,-0.005350,0,0,0
197064.180495,1.006458,1.012791,1.055227,-0.012261,-0.006175,-0.029908,0.999986,-0.004619,0.002377,-0.000274,-0.228799,0.250605,-0.010212,0,0,0
197064.230617,1.005845,1.012482,1.053731,-0.010148,-0.002070,-0.075998,0.999909,-0.010337,0.008642,-0.000544,-0.237923,0.239136,-0.014636,0,0,0
197064.280757,1.005338,1.012378,1.049932,-0.002460,0.007116,-0.122131,0.999760,-0.016284,0.014618,-0.000921,-0.195290,0.196877,-0.018781,0,0,0
197064.534226,1.008040,1.016882,1.072332,-0.007107,0.009625,0.017566,0.999998,-0.000307,-0.001906,-0.000517,0.483615,-0.531992,-0.001276,0,0,0
197064.584331,1.007684,1.017363,1.073210,-0.008786,0.009896,-0.032434,0.999815,0.011775,-0.015209,-0.000522,0.679053,-0.672616,-0.001896,0,0,0
197064.634446,1.007245,1.017858,1.071589,-0.022198,-0.000477,-0.082434,0.999074,0.028732,-0.032021,-0.000509,0.606267,-0.557006,-0.002593,0,0,0
197064.684563,1.006135,1.017834,1.067467,-0.050500,-0.025846,-0.132433,0.997981,0.043860,-0.045929,-0.000488,0.371085,-0.317445,-0.003324,0,0,0
197064.936931,1.009573,1.023658,1.092636,-0.007534,0.001821,0.007465,0.999994,0.002945,-0.001574,-0.000835,0.398863,-0.412158,-0.000406,0,0,0
197064.987068,1.009196,1.023749,1.093009,-0.008923,-0.000773,-0.042535,0.999846,0.012906,-0.011885,-0.000859,0.537341,-0.554265,-0.000812,0,0,0
197065.037183,1.008750,1.023710,1.090883,-0.019407,-0.012139,-0.092534,0.999322,0.026321,-0.025746,-0.000899,0.535731,-0.543913,-0.001393,0,0,0
197065.087303,1.007780,1.023103,1.086256,-0.042156,-0.035355,-0.142534,0.998437,0.039687,-0.039338,-0.000946,0.391886,-0.408647,-0.002010,0,0,0
197065.211669,1.012142,1.027071,1.110660,-0.003653,-0.001234,0.006976,0.999997,0.000908,-0.001621,-0.001752,-0.115438,0.133363,-0.004433,0,0,0
197065.261770,1.011960,1.027009,1.111009,-0.005093,-0.002036,-0.039988,0.999995,-0.001972,0.001718,-0.001864,-0.226441,0.248480,-0.008473,0,0,0
197065.311898,1.011705,1.026908,1.109010,-0.003563,-0.000287,-0.086168,0.999937,-0.007622,0.007940,-0.002078,-0.246253,0.263457,-0.012165,0,0,0
197065.362031,1.011527,1.026893,1.104701,0.003509,0.006473,-0.132323,0.999797,-0.013766,0.014536,-0.002384,-0.214169,0.234893,-0.015567,0,0,0
