solve_num,solve_time_ms,node,t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
0,223.764152,0,0.000000,1.006888,1.014407,1.054814,-0.008659,-0.000711,-0.011322,0.999993,0.003301,-0.001790,0.000050,0.000000,0.000000,0.000000,0.237877,13.476707,-13.549024,-0.085671
0,223.764152,1,0.050000,1.006455,1.014371,1.054248,-0.010236,-0.003620,-0.061322,0.999993,0.003301,-0.001790,0.000050,0.673835,-0.677451,-0.002435,0.237877,0.857427,-1.406034,0.005221
0,223.764152,2,0.100000,1.005943,1.014190,1.051182,-0.011813,-0.006528,-0.111322,0.999622,0.020142,-0.018720,-0.000036,0.716644,-0.747815,-0.002287,0.238230,-4.151019,4.387529,0.009726
0,223.764152,3,0.150000,1.005352,1.013864,1.045616,-0.028324,-0.024293,-0.161322,0.998576,0.038039,-0.037395,-0.000135,0.509028,-0.528501,-0.002010,0.239231,-5.816590,6.091155,0.006143
0,223.764152,4,0.200000,1.003936,1.012649,1.037550,-0.061415,-0.057945,-0.211322,0.997430,0.050738,-0.050580,-0.000211,0.218158,-0.223982,-0.001836,0.240337,-4.321506,4.450113,0.005620
0,223.764152,5,0.250000,1.000865,1.009752,1.026984,-0.106332,-0.102983,-0.261322,0.996840,0.056178,-0.056162,-0.000265,0.002068,-0.001492,-0.001676,0.240910,-0.192425,0.181440,0.005544
0,223.764152,6,0.300000,0.995549,1.004603,1.013918,-0.156298,-0.152937,-0.311322,0.996835,0.056231,-0.056197,-0.000306,-0.007554,0.007580,-0.001518,0.240915,0.258394,-0.266009,0.005259
0,223.764152,7,0.350000,0.987734,0.996956,0.998352,-0.206298,-0.202937,-0.361322,0.996856,0.056045,-0.056006,-0.000344,0.005366,-0.005720,-0.001369,0.240895,-0.064073,0.077804,0.005053
0,223.764152,8,0.400000,0.977419,0.986809,0.980285,-0.256127,-0.252766,-0.411322,0.996841,0.056181,-0.056147,-0.000379,0.002162,-0.001830,-0.001225,0.240910,-0.706029,0.769124,0.004926
0,223.764152,9,0.450000,0.964613,0.974171,0.959719,-0.306085,-0.302717,-0.461321,0.996835,0.056237,-0.056190,-0.000409,-0.033139,0.036626,-0.001085,0.240915,-1.428333,1.480419,0.004837
0,223.764152,10,0.500000,0.949308,0.959035,0.936653,-0.356084,-0.352716,-0.511321,0.996932,0.055413,-0.055276,-0.000431,-0.104554,0.110649,-0.000948,0.240824,-1.704007,1.763182,0.004729
0,223.764152,11,0.550000,0.931504,0.941399,0.911087,-0.405257,-0.401968,-0.561314,0.997223,0.052809,-0.052515,-0.000446,-0.189751,0.198811,-0.000813,0.256461,-1.635962,1.668642,0.004616
0,223.764152,12,0.600000,0.911241,0.921300,0.883022,-0.455022,-0.451968,-0.582155,0.997711,0.048080,-0.047554,-0.000453,-0.271543,0.282249,-0.000682,0.281515,-1.348111,1.328333,0.004394
0,223.764152,13,0.650000,0.888490,0.898702,0.853914,-0.504514,-0.501961,-0.556100,0.998325,0.041309,-0.040508,-0.000453,-0.338941,0.348673,-0.000557,0.265272,-0.889890,0.835409,0.003996
0,223.764152,14,0.700000,0.863265,0.873604,0.826109,-0.544265,-0.542461,-0.558645,0.998954,0.032852,-0.031800,-0.000450,-0.383428,0.390451,-0.000444,0.269738,-0.348902,0.277249,0.003485
0,223.764152,15,0.750000,0.836051,0.846481,0.798177,-0.576015,-0.575233,-0.551717,0.999486,0.023279,-0.022042,-0.000445,-0.400867,0.404320,-0.000345,0.271574,0.187384,-0.262065,0.002937
0,223.764152,16,0.800000,0.807251,0.817719,0.770591,-0.598184,-0.598626,-0.540336,0.999841,0.013266,-0.011933,-0.000440,-0.391492,0.391222,-0.000261,0.273447,0.652307,-0.719958,0.002414
0,223.764152,17,0.850000,0.777341,0.787788,0.743574,-0.610274,-0.612054,-0.524775,0.999992,0.003484,-0.002149,-0.000433,-0.358873,0.355228,-0.000192,0.274845,1.006243,-1.060551,0.001956
0,223.764152,18,0.900000,0.746828,0.757185,0.717335,-0.612463,-0.615600,-0.506320,0.999962,-0.005483,0.006735,-0.000426,-0.308558,0.302203,-0.000137,0.275544,1.232724,-1.270534,0.001583
0,223.764152,19,0.950000,0.716204,0.726405,0.692019,-0.605588,-0.610007,-0.486631,0.999811,-0.013193,0.014292,-0.000419,-0.246920,0.238678,-0.000092,0.275579,1.332712,-1.353378,0.001297
0,223.764152,20,1.000000,0.685925,0.695905,0.667688,-0.590998,-0.596550,-0.467186,0.999607,-0.019362,0.020259,-0.000412,-0.180284,0.171009,-0.000055,0.275141,1.319597,-1.324347,0.001091
0,223.764152,21,1.050000,0.656375,0.666077,0.644328,-0.570353,-0.576836,-0.448965,0.999414,-0.023865,0.024534,-0.000405,-0.114304,0.104792,-0.000024,0.274471,1.214853,-1.206176,0.000948
0,223.764152,22,1.100000,0.627857,0.637236,0.621880,-0.545418,-0.552601,-0.432377,0.999274,-0.026719,0.027153,-0.000398,-0.053561,0.044484,0.000003,0.273772,1.044127,-1.025219,0.000851
