timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
36182.180250,0,absolute,-0.000971,0.001100,2.492188,-0.000434,-0.000377,0.000000,1.000000,-0.000092,0.000049,0.000001,0.000000,-0.000854,0.000000,-0.000971,0.001100,2.492188,-0.000434,-0.000377,0.000000,1.000000,-0.000092,0.000049,0.000001,0.000000,-0.000854,0.000000,-0.787316,-0.616688,2.292187,0.246681,-0.314915,0.000000,1.000000,-0.000092,0.000049,0.000001,0.000000,-0.000854,0.000000,0.786345,0.617788,0.200000,-0.247115,0.314538,0.000000
36182.280251,0,absolute,-0.001190,0.001344,2.484375,-0.025540,0.056851,-0.224121,0.996178,-0.080533,0.032545,0.009186,-1.636246,-0.625046,0.207803,-0.001190,0.001344,2.484375,-0.025540,0.056851,-0.224121,0.996178,-0.080533,0.032545,0.009186,-1.636246,-0.625046,0.207803,-0.762202,-0.647395,2.284375,0.233956,-0.247553,-0.224121,0.996178,-0.080533,0.032545,0.009186,-1.636246,-0.625046,0.207803,0.761011,0.648739,0.200000,-0.259496,0.304404,0.000000
36182.380286,0,absolute,-0.006376,0.013281,2.449219,-0.116421,0.286691,-0.298340,0.991091,-0.122780,0.046507,0.022369,0.209030,-0.017590,-0.006098,-0.006376,0.013281,2.449219,-0.116421,0.286691,-0.298340,0.991091,-0.122780,0.046507,0.022369,0.209030,-0.017590,-0.006098,-0.740839,-0.665368,2.249219,0.155039,-0.007095,-0.298340,0.991091,-0.122780,0.046507,0.022369,0.209030,-0.017590,-0.006098,0.734463,0.678649,0.200000,-0.271460,0.293785,0.000000
36182.480246,0,absolute,-0.021269,0.047622,2.412109,-0.209161,0.485908,-0.271973,0.993959,-0.099167,0.044323,0.015726,0.922297,0.277344,-0.117537,-0.021269,0.047622,2.412109,-0.209161,0.485908,-0.271973,0.993959,-0.099167,0.044323,0.015726,0.922297,0.277344,-0.117537,-0.728006,-0.659855,2.212109,0.073830,0.203213,-0.271973,0.993959,-0.099167,0.044323,0.015726,0.922297,0.277344,-0.117537,0.706737,0.707476,0.200000,-0.282990,0.282695,0.000000
36182.580223,0,absolute,-0.043549,0.097135,2.373047,-0.272277,0.588049,-0.322266,0.998381,-0.048904,0.028445,0.005893,1.066833,0.413152,-0.042270,-0.043549,0.097135,2.373047,-0.272277,0.588049,-0.322266,0.998381,-0.048904,0.028445,0.005893,1.066833,0.413152,-0.042270,-0.721440,-0.638027,2.173047,0.021788,0.316893,-0.322266,0.998381,-0.048904,0.028445,0.005893,1.066833,0.413152,-0.042270,0.677891,0.735163,0.200000,-0.294065,0.271156,0.000000
36182.680244,0,absolute,-0.071124,0.155110,2.332031,-0.286653,0.590008,-0.369141,0.999969,-0.002782,0.006801,0.002784,0.803397,0.410970,0.001324,-0.071124,0.155110,2.332031,-0.286653,0.590008,-0.369141,0.999969,-0.002782,0.006801,0.002784,0.803397,0.410970,0.001324,-0.719065,-0.606580,2.132031,0.018023,0.330831,-0.369141,0.999969,-0.002782,0.006801,0.002784,0.803397,0.410970,0.001324,0.647942,0.761690,0.200000,-0.304676,0.259177,0.000000
36182.780237,0,absolute,-0.099390,0.212360,2.292969,-0.259309,0.527969,-0.396240,0.999621,0.024561,-0.011941,0.003530,0.363247,0.278571,-0.011743,-0.099390,0.212360,2.292969,-0.259309,0.527969,-0.396240,0.999621,0.024561,-0.011941,0.003530,0.363247,0.278571,-0.011743,-0.716352,-0.574633,2.092969,0.055488,0.281184,-0.396240,0.999621,0.024561,-0.011941,0.003530,0.363247,0.278571,-0.011743,0.616963,0.786992,0.200000,-0.314797,0.246785,0.000000
36182.880222,0,absolute,-0.124771,0.263856,2.255859,-0.211206,0.452264,-0.390869,0.999303,0.029942,-0.022049,0.003310,0.001024,0.083926,-0.035997,-0.124771,0.263856,2.255859,-0.211206,0.452264,-0.390869,0.999303,0.029942,-0.022049,0.003310,0.001024,0.083926,-0.035997,-0.709772,-0.547177,2.055859,0.113207,0.218264,-0.390869,0.999303,0.029942,-0.022049,0.003310,0.001024,0.083926,-0.035997,0.585001,0.811032,0.200000,-0.324413,0.234001,0.000000
36182.980229,0,absolute,-0.145572,0.308959,2.218750,-0.161743,0.396605,-0.369873,0.999529,0.020299,-0.022948,0.001477,-0.186941,-0.068688,-0.031890,-0.145572,0.308959,2.218750,-0.161743,0.396605,-0.369873,0.999529,0.020299,-0.022948,0.001477,-0.186941,-0.068688,-0.031890,-0.697673,-0.524818,2.018750,0.171768,0.175765,-0.369873,0.999529,0.020299,-0.022948,0.001477,-0.186941,-0.068688,-0.031890,0.552101,0.833777,0.200000,-0.333511,0.220841,0.000000
36183.080242,0,absolute,-0.161653,0.349903,2.181641,-0.124178,0.372936,-0.348145,0.999844,0.005424,-0.016797,-0.000109,-0.175078,-0.158034,-0.013073,-0.161653,0.349903,2.181641,-0.124178,0.372936,-0.348145,0.999844,0.005424,-0.016797,-0.000109,-0.175078,-0.158034,-0.013073,-0.679971,-0.505285,1.981641,0.217898,0.165609,-0.348145,0.999844,0.005424,-0.016797,-0.000109,-0.175078,-0.158034,-0.013073,0.518318,0.855188,0.200000,-0.342075,0.207327,0.000000
