timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
196241.526204,0.997316,1.005765,1.044513,-0.000746,-0.002302,-0.009407,1.000000,0.000102,0.000256,0.000042,-0.001065,-0.000014,0.000000
196241.576343,0.997264,1.005657,1.044169,-0.000686,-0.002134,-0.000035,1.000000,-0.000110,0.000165,0.000042,-0.034191,-0.018084,0.000000
196241.626459,0.997208,1.005572,1.045675,-0.000896,-0.001459,0.044067,1.000000,-0.000839,-0.000209,0.000034,-0.023487,-0.012783,-0.001065
196241.676575,0.997130,1.005548,1.048826,-0.001420,-0.000212,0.069763,0.999999,-0.001317,-0.000506,-0.000010,-0.007103,-0.008266,-0.004346
196241.965409,0.995764,1.006781,1.061991,-0.007042,0.006516,0.018295,0.999998,-0.000212,-0.000605,-0.001832,0.013848,0.009383,-0.007423
196242.015532,0.995372,1.007127,1.063100,-0.007629,0.006622,0.018417,0.999998,0.000093,-0.000304,-0.001958,0.007461,0.017044,0.002627
196242.065639,0.994961,1.007471,1.064698,-0.007866,0.006531,0.031158,0.999998,0.000280,0.000116,-0.001779,0.007457,0.015979,0.012834
196242.115747,0.994547,1.007808,1.066679,-0.007637,0.006210,0.035248,0.999999,0.000465,0.000521,-0.001463,0.011684,0.015979,0.009323
196242.405890,0.993003,1.008920,1.069367,-0.001760,0.000493,-0.009811,0.999995,0.001162,0.001423,-0.002507,-0.005352,-0.000040,-0.006464
196242.456009,0.992934,1.008930,1.069037,-0.000459,-0.000438,-0.006485,0.999995,0.000921,0.001446,-0.002598,-0.018357,0.003194,0.005424
196242.506126,0.992934,1.008900,1.069334,0.000876,-0.000993,0.008644,0.999996,0.000503,0.001474,-0.002315,-0.015979,-0.000864,0.017095
196242.556249,0.993001,1.008855,1.070098,0.002171,-0.001149,0.015205,0.999997,0.000145,0.001404,-0.001904,-0.006715,-0.005365,0.011820
196242.838843,0.994166,1.008660,1.068029,0.004700,-0.000870,-0.018677,0.999996,0.000226,-0.000114,-0.002858,0.002126,-0.007457,-0.006357
196242.888954,0.994374,1.008622,1.067197,0.004265,-0.001001,-0.013947,0.999996,0.000209,-0.000240,-0.002908,-0.009639,0.000020,0.008203
196242.939081,0.994557,1.008579,1.067069,0.003775,-0.000999,0.002159,0.999997,0.000041,-0.000251,-0.002553,-0.005326,0.000000,0.019226
196242.989222,0.994715,1.008541,1.067431,0.003284,-0.000865,0.008850,0.999998,-0.000030,-0.000247,-0.002115,0.003160,0.001072,0.012042
196243.272444,0.995132,1.008224,1.064266,0.000346,-0.002365,-0.019150,0.999996,0.000602,-0.000223,-0.002908,0.000000,0.003189,-0.006396
196243.322555,0.995122,1.008103,1.063427,0.000000,-0.002859,-0.014053,0.999995,0.000511,-0.000091,-0.002974,-0.013891,0.009621,0.006903
196243.372746,0.995102,1.007957,1.063285,-0.000142,-0.003105,0.002281,0.999997,0.000218,0.000115,-0.002626,-0.010653,0.007457,0.019192
196243.422866,0.995081,1.007808,1.063637,-0.000096,-0.003092,0.009186,0.999998,0.000011,0.000287,-0.002167,-0.002169,0.005275,0.013116
196243.712570,0.995116,1.007029,1.060546,0.000600,-0.002626,-0.018372,0.999996,0.000017,0.000169,-0.002979,-0.000073,-0.001060,-0.006392
196243.762750,0.995130,1.006907,1.059741,0.000545,-0.002481,-0.012024,0.999995,-0.000100,0.000183,-0.003019,-0.012783,0.004263,0.008603
196243.812878,0.995143,1.006798,1.059744,0.000585,-0.002123,0.004230,0.999996,-0.000351,0.000264,-0.002644,-0.007529,0.002131,0.020163
196243.863020,0.995156,1.006725,1.060145,0.000686,-0.001573,0.011070,0.999997,-0.000476,0.000317,-0.002195,0.000459,0.001025,0.011522
196244.160243,0.995299,1.006568,1.057120,0.000341,-0.000508,-0.017517,0.999995,0.000215,0.000004,-0.003055,0.002331,0.000000,-0.005326
196244.210377,0.995293,1.006540,1.056386,0.000141,-0.000699,-0.010513,0.999995,0.000150,0.000070,-0.003050,-0.011300,0.007257,0.010056
196244.260511,0.995281,1.006505,1.056492,0.000072,-0.000706,0.006432,0.999996,-0.000039,0.000204,-0.002648,-0.007495,0.005322,0.019175
196244.310646,0.995269,1.006477,1.057067,0.000134,-0.000548,0.012871,0.999997,-0.000151,0.000321,-0.002235,0.000011,0.004261,0.010227
196244.592486,0.995301,1.006354,1.054750,0.000498,-0.000907,-0.016739,0.999996,0.000237,0.000213,-0.002983,0.000000,-0.000002,-0.005326
196244.642607,0.995308,1.006301,1.053957,0.000460,-0.001146,-0.013184,0.999995,0.000183,0.000231,-0.003052,-0.012153,0.005326,0.008607
196244.692732,0.995314,1.006243,1.053879,0.000495,-0.001199,0.003845,0.999996,-0.000080,0.000353,-0.002725,-0.008906,0.003172,0.018101
196244.742847,0.995327,1.006186,1.054351,0.000647,-0.001025,0.012329,0.999997,-0.000258,0.000441,-0.002308,-0.000570,0.003196,0.008863
196245.031528,0.995421,1.005994,1.051991,-0.000180,-0.000797,-0.016174,0.999995,0.000140,-0.000163,-0.003081,0.001067,0.000000,-0.004255
196245.081649,0.995385,1.005949,1.051306,-0.000550,-0.000980,-0.011230,0.999995,0.000098,-0.000070,-0.003111,-0.011726,0.012724,0.009937
196245.131814,0.995332,1.005895,1.051338,-0.000714,-0.000988,0.005936,0.999996,-0.000134,0.000208,-0.002734,-0.008134,0.010670,0.019175
196245.181933,0.995278,1.005847,1.051886,-0.000627,-0.000804,0.013214,0.999997,-0.000281,0.000444,-0.002303,0.000035,0.007423,0.009502
196245.473425,0.995122,1.005672,1.049653,-0.000234,-0.000759,-0.015343,0.999995,0.000079,0.000146,-0.003081,0.001079,0.000014,-0.004261
196245.523542,0.995086,1.005625,1.049013,-0.000381,-0.000917,-0.010307,0.999995,0.000015,0.000215,-0.003114,-0.012135,0.011709,0.009673
196245.573660,0.995044,1.005571,1.049048,-0.000344,-0.000892,0.006065,0.999996,-0.000232,0.000456,-0.002751,-0.008522,0.008522,0.019175
196245.623780,0.995014,1.005529,1.049593,-0.000086,-0.000632,0.013863,0.999997,-0.000420,0.000647,-0.002335,-0.001028,0.005944,0.008450
196245.910158,0.995057,1.005456,1.047710,0.000396,-0.000240,-0.015137,0.999995,0.000031,0.000112,-0.003073,0.002182,-0.001068,-0.004261
196245.960272,0.995048,1.005430,1.047069,0.000165,-0.000430,-0.009750,0.999995,-0.000018,0.000175,-0.003086,-0.011275,0.011505,0.010755
196246.010395,0.995032,1.005397,1.047157,0.000122,-0.000442,0.007168,0.999996,-0.000249,0.000415,-0.002703,-0.007457,0.007461,0.018118
196246.060497,0.995021,1.005371,1.047741,0.000288,-0.000262,0.013870,0.999997,-0.000381,0.000600,-0.002324,0.000004,0.006392,0.006647
196246.351549,0.995113,1.005298,1.045886,0.000427,-0.000450,-0.014648,0.999995,0.000040,0.000120,-0.003089,-0.000036,0.000006,-0.003149
196246.401664,0.995106,1.005257,1.045255,0.000185,-0.000685,-0.008675,0.999995,-0.000045,0.000204,-0.003087,-0.011948,0.011667,0.010559
196246.451780,0.995090,1.005209,1.045364,0.000146,-0.000715,0.007771,0.999996,-0.000289,0.000448,-0.002697,-0.008522,0.008075,0.018118
196246.501902,0.995080,1.005166,1.045969,0.000345,-0.000524,0.014229,0.999997,-0.000433,0.000636,-0.002312,0.000047,0.006387,0.007534
196246.789845,0.995168,1.005023,1.044270,0.000446,-0.000429,-0.014336,0.999995,-0.000062,0.000130,-0.003075,0.001065,-0.001065,-0.004261
196246.840009,0.995157,1.004982,1.043673,0.000185,-0.000599,-0.008186,0.999995,-0.000145,0.000212,-0.003067,-0.011641,0.011667,0.011462
196246.890117,0.995137,1.004935,1.043824,0.000128,-0.000564,0.007988,0.999996,-0.000381,0.000447,-0.002673,-0.007419,0.007457,0.018118
196246.940234,0.995121,1.004897,1.044483,0.000280,-0.000333,0.014977,0.999997,-0.000515,0.000637,-0.002300,0.000035,0.006379,0.006686
196247.228372,0.995153,1.004803,1.043078,0.000332,-0.000205,-0.014053,0.999995,-0.000096,0.000169,-0.003063,0.002134,-0.001065,-0.004261
196247.278499,0.995134,1.004768,1.042441,0.000070,-0.000417,-0.010895,0.999995,-0.000110,0.000197,-0.003111,-0.011641,0.011692,0.007546
196247.328624,0.995103,1.004724,1.042479,0.000000,-0.000458,0.005882,0.999996,-0.000366,0.000455,-0.002779,-0.008522,0.008522,0.018135
196247.378735,0.995072,1.004678,1.043275,0.000132,-0.000281,0.015274,0.999997,-0.000541,0.000699,-0.002341,-0.000552,0.006779,0.008863
196247.661824,0.995092,1.004582,1.041837,0.000485,-0.000063,-0.014061,0.999995,-0.000161,0.000219,-0.003087,0.001068,-0.001065,-0.004261
196247.711940,0.995074,1.004547,1.041303,0.000255,-0.000230,-0.007278,0.999995,-0.000252,0.000303,-0.003085,-0.011684,0.011667,0.010397
196247.762112,0.995047,1.004511,1.041547,0.000195,-0.000208,0.009399,0.999996,-0.000480,0.000539,-0.002696,-0.007453,0.007453,0.018101
196247.812226,0.995026,1.004479,1.042292,0.000348,0.000000,0.016724,0.999997,-0.000634,0.000717,-0.002339,-0.000323,0.006392,0.006737
196248.097681,0.995050,1.004330,1.041046,0.000490,-0.000922,-0.014046,0.999995,0.000110,0.000275,-0.003072,-0.000014,-0.000616,-0.004261
196248.147810,0.995030,1.004223,1.040330,0.000264,-0.001396,-0.010536,0.999995,-0.000074,0.000380,-0.003060,-0.019976,0.011812,0.007538
196248.197934,0.995007,1.004118,1.040517,0.000242,-0.001549,0.009087,0.999996,-0.000474,0.000623,-0.002671,-0.013848,0.008522,0.017044
196248.248069,0.994991,1.004020,1.041221,0.000463,-0.001286,0.015701,0.999997,-0.000750,0.000808,-0.002340,-0.004427,0.006340,0.005637
196248.534937,0.995049,1.003688,1.039797,0.000531,-0.000697,-0.013580,0.999995,-0.000242,0.000245,-0.003079,0.002082,-0.001064,-0.004261
196248.585047,0.995032,1.003619,1.039265,0.000259,-0.000844,-0.006889,0.999995,-0.000387,0.000334,-0.003084,-0.018288,0.011275,0.009332
196248.635171,0.995010,1.003552,1.039519,0.000190,-0.000679,0.010132,0.999996,-0.000729,0.000554,-0.002701,-0.011718,0.008450,0.018101
196248.685285,0.994983,1.003499,1.040303,0.000323,-0.000228,0.017715,0.999997,-0.000966,0.000739,-0.002314,-0.002437,0.005275,0.008450
196248.960691,0.994946,1.003487,1.039107,0.000163,0.000329,-0.013748,0.999995,-0.000143,0.000277,-0.003082,0.002084,0.000000,-0.005113
196249.010812,0.994908,1.003460,1.038578,-0.000005,0.000078,-0.007107,0.999995,-0.000257,0.000386,-0.003093,-0.016848,0.012101,0.009937
196249.060962,0.994861,1.003425,1.038872,-0.000055,0.000077,0.009483,0.999996,-0.000594,0.000638,-0.002713,-0.011718,0.008522,0.017436
196249.111063,0.994821,1.003399,1.039638,0.000089,0.000308,0.016006,0.999997,-0.000798,0.000845,-0.002361,-0.002076,0.006468,0.006954
196249.386585,0.994769,1.003394,1.038517,0.000547,0.000311,-0.013115,0.999995,-0.000153,0.000403,-0.003051,0.002131,-0.001929,-0.004263
196249.436704,0.994750,1.003362,1.037838,0.000376,0.000000,-0.009392,0.999995,-0.000216,0.000440,-0.003078,-0.018254,0.011641,0.007538
196249.486886,0.994722,1.003318,1.038011,0.000371,-0.000055,0.007912,0.999996,-0.000592,0.000687,-0.002722,-0.012783,0.007419,0.017078
196249.537010,0.994700,1.003282,1.038759,0.000578,0.000207,0.016541,0.999996,-0.000853,0.000878,-0.002360,-0.004397,0.006357,0.008322
196249.822089,0.994720,1.003237,1.037452,0.000643,0.000251,-0.012566,0.999995,-0.000214,0.000372,-0.003080,0.002131,-0.000201,-0.004261
196249.872205,0.994699,1.003201,1.036939,0.000394,-0.000019,-0.005844,0.999995,-0.000357,0.000477,-0.003068,-0.017948,0.012153,0.010048
196249.922319,0.994670,1.003156,1.037189,0.000341,-0.000021,0.010399,0.999996,-0.000709,0.000715,-0.002684,-0.012783,0.008522,0.017044
196249.972434,0.994650,1.003125,1.038060,0.000567,0.000322,0.017471,0.999996,-0.000959,0.000915,-0.002360,-0.003520,0.006379,0.005965
196250.268486,0.994665,1.003141,1.036796,0.000543,0.000404,-0.012192,0.999995,-0.000215,0.000394,-0.003115,0.001029,-0.000073,-0.003194
196250.318604,0.994641,1.003113,1.036306,0.000329,0.000110,-0.007271,0.999995,-0.000303,0.000468,-0.003114,-0.017641,0.012101,0.011820
196250.368691,0.994609,1.003075,1.036502,0.000213,0.000000,0.009285,0.999996,-0.000670,0.000725,-0.002745,-0.012783,0.008522,0.016362
196250.418831,0.994582,1.003044,1.037223,0.000426,0.000297,0.016815,0.999996,-0.000926,0.000929,-0.002403,-0.002021,0.006392,0.004900
196250.696736,0.994579,1.003026,1.036317,0.000614,0.000330,-0.012245,0.999995,-0.000263,0.000444,-0.003101,0.001065,-0.000001,-0.004212
196250.746863,0.994561,1.002995,1.035760,0.000394,0.000000,-0.010048,0.999995,-0.000279,0.000468,-0.003147,-0.019141,0.012698,0.008607
196250.796978,0.994535,1.002953,1.035826,0.000344,-0.000062,0.006649,0.999996,-0.000686,0.000744,-0.002823,-0.012783,0.008522,0.017044
196250.847065,0.994516,1.002919,1.036525,0.000529,0.000207,0.016724,0.999996,-0.000975,0.000941,-0.002457,-0.004389,0.006387,0.006737
196251.147577,0.994592,1.002962,1.035690,0.000762,0.000602,-0.011749,0.999995,-0.000250,0.000377,-0.003150,0.002131,-0.001016,-0.003196
196251.197691,0.994581,1.002944,1.035173,0.000486,0.000277,-0.009064,0.999995,-0.000268,0.000412,-0.003169,-0.019192,0.012809,0.009264
196251.247807,0.994560,1.002915,1.035295,0.000396,0.000196,0.007542,0.999996,-0.000661,0.000689,-0.002816,-0.012783,0.008518,0.017658
196251.297941,0.994543,1.002893,1.036013,0.000547,0.000447,0.016754,0.999996,-0.000941,0.000894,-0.002439,-0.004389,0.006592,0.007538
196251.603310,0.994611,1.002969,1.035120,0.000696,0.000530,-0.011421,0.999995,-0.000256,0.000431,-0.003130,0.001139,-0.000002,-0.003196
196251.653424,0.994598,1.002946,1.034707,0.000472,0.000214,-0.005436,0.999995,-0.000388,0.000527,-0.003129,-0.016874,0.011462,0.011121
196251.703547,0.994581,1.002918,1.035007,0.000453,0.000198,0.011086,0.999996,-0.000742,0.000769,-0.002747,-0.011692,0.007453,0.016993
196251.753658,0.994567,1.002897,1.035852,0.000646,0.000489,0.018829,0.999996,-0.001005,0.000958,-0.002401,-0.003275,0.006345,0.005599
196252.050688,0.994642,1.002955,1.035062,0.000774,0.000552,-0.011879,0.999995,-0.000221,0.000379,-0.003157,0.001018,-0.000386,-0.003198
196252.100796,0.994626,1.002928,1.034619,0.000516,0.000212,-0.005768,0.999995,-0.000359,0.000483,-0.003143,-0.017913,0.011735,0.011164
196252.150915,0.994602,1.002891,1.034926,0.000488,0.000192,0.010643,0.999996,-0.000723,0.000740,-0.002755,-0.013848,0.008497,0.017036
196252.201030,0.994585,1.002865,1.035759,0.000690,0.000497,0.018494,0.999996,-0.001003,0.000940,-0.002425,-0.003270,0.006392,0.005416
196252.507725,0.994647,1.002902,1.034685,0.000825,0.000617,-0.011963,0.999995,-0.000275,0.000413,-0.003140,0.002131,-0.001065,-0.003196
196252.557853,0.994627,1.002870,1.034271,0.000555,0.000267,-0.008087,0.999995,-0.000416,0.000516,-0.003107,-0.018033,0.011803,0.008428
196252.607963,0.994599,1.002830,1.034646,0.000493,0.000211,0.011719,0.999996,-0.000769,0.000770,-0.002712,-0.012783,0.008522,0.016183
196252.658046,0.994581,1.002804,1.035333,0.000647,0.000451,0.018402,0.999996,-0.001009,0.000932,-0.002435,-0.005254,0.006387,0.006954
196252.976518,0.994596,1.002800,1.034377,0.000642,0.000472,-0.011375,0.999995,-0.000320,0.000447,-0.003146,0.001065,0.000000,-0.003196
196253.026633,0.994574,1.002769,1.033878,0.000453,0.000208,-0.007221,0.999995,-0.000403,0.000514,-0.003152,-0.019072,0.012843,0.009494
196253.076749,0.994545,1.002727,1.034079,0.000408,0.000174,0.009628,0.999995,-0.000790,0.000777,-0.002790,-0.013635,0.008522,0.017044
196253.126850,0.994521,1.002696,1.034867,0.000541,0.000418,0.017944,0.999996,-0.001059,0.000985,-0.002450,-0.003336,0.006345,0.006481
196253.434125,0.994586,1.002763,1.034014,0.000820,0.000796,-0.011154,0.999995,-0.000323,0.000416,-0.003164,0.001065,0.000000,-0.002094
196253.484248,0.994574,1.002747,1.033559,0.000574,0.000496,-0.006294,0.999995,-0.000416,0.000498,-0.003142,-0.019243,0.012800,0.011113
196253.534405,0.994554,1.002723,1.033831,0.000546,0.000493,0.010452,0.999996,-0.000793,0.000761,-0.002753,-0.011692,0.008471,0.016968
196253.584534,0.994540,1.002710,1.034646,0.000737,0.000799,0.017883,0.999996,-0.001034,0.000952,-0.002430,-0.002444,0.006387,0.005130
196253.887857,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196253.938006,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196253.988164,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.038293,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.353333,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.403468,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.453597,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.503731,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.811563,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.861704,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.911861,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196254.962025,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.259555,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.309685,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.359812,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.409951,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.710770,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.760909,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.811014,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196255.861126,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.152086,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.202257,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.252386,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.302523,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.597715,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.647948,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.698089,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196256.748229,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.060793,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.110930,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.161107,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.211249,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.507754,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.557989,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.608186,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
196257.658325,0.994626,1.002830,1.034548,0.001215,0.001308,-0.011330,0.999995,-0.000374,0.000470,-0.003036,0.004261,-0.002203,-0.004879
