timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
196241.526197,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.626037,-0.630027,-0.000143,0,0,0
196241.576315,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999752,0.015892,-0.015584,0.000038,0.737621,-0.739872,-0.000123,0,0,0
196241.626438,0.997474,1.005885,1.037924,-0.014253,-0.016751,-0.160147,0.998830,0.034317,-0.034064,0.000029,0.557531,-0.560772,-0.000126,0,0,0
196241.676549,0.996762,1.005047,1.029917,-0.044368,-0.047092,-0.210147,0.997679,0.048231,-0.048057,0.000019,0.274406,-0.278317,-0.000126,0,0,0
196241.965404,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.829916,-0.833993,-0.001474,0,0,0
196242.015503,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999566,0.020984,-0.020678,0.000003,0.826869,-0.837997,-0.001206,0,0,0
196242.065624,0.997474,1.005885,1.037924,-0.018754,-0.021250,-0.160147,0.998267,0.041630,-0.041600,-0.000039,0.477868,-0.480479,-0.001078,0,0,0
196242.115732,0.996537,1.004822,1.029917,-0.055597,-0.058117,-0.210147,0.997127,0.053549,-0.053583,-0.000069,0.107100,-0.105420,-0.001010,0,0,0
196242.405885,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.988662,-0.989499,-0.003066,0,0,0
196242.455982,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999387,0.024947,-0.024559,-0.000038,0.866519,-0.882404,-0.002446,0,0,0
196242.506107,0.997474,1.005885,1.037924,-0.022191,-0.024757,-0.160147,0.997828,0.046575,-0.046583,-0.000118,0.386938,-0.385977,-0.002147,0,0,0
196242.556221,0.996365,1.004647,1.029917,-0.063504,-0.066054,-0.210147,0.996835,0.056224,-0.056205,-0.000170,-0.000003,0.000003,-0.001944,0,0,0
196242.838838,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.067352,-1.067493,-0.003080,0,0,0
196242.888932,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110146,0.999286,0.026911,-0.026505,-0.000039,0.863295,-0.879429,-0.002348,0,0,0
196242.939046,0.997474,1.005885,1.037925,-0.023915,-0.026497,-0.160146,0.997650,0.048455,-0.048451,-0.000118,0.311458,-0.310984,-0.001954,0,0,0
196242.989190,0.996278,1.004560,1.029917,-0.066910,-0.069485,-0.210145,0.996835,0.056221,-0.056203,-0.000166,-0.003977,0.003955,-0.001671,0,0,0
196243.272438,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.149537,-1.148999,-0.003039,0,0,0
196243.322531,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999173,0.028961,-0.028538,-0.000039,0.860036,-0.876234,-0.002248,0,0,0
196243.372716,0.997474,1.005885,1.037924,-0.025719,-0.028316,-0.160147,0.997455,0.050421,-0.050401,-0.000116,0.232703,-0.232885,-0.001795,0,0,0
196243.422843,0.996188,1.004469,1.029917,-0.070469,-0.073073,-0.210147,0.996835,0.056223,-0.056205,-0.000161,-0.006614,0.006707,-0.001468,0,0,0
196243.712564,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.230504,-1.229187,-0.003156,0,0,0
196243.762727,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999053,0.030979,-0.030537,-0.000043,0.855728,-0.872504,-0.002306,0,0,0
196243.812848,0.997474,1.005885,1.037924,-0.027495,-0.030109,-0.160146,0.997259,0.052329,-0.052304,-0.000123,0.156161,-0.156550,-0.001800,0,0,0
196243.862983,0.996100,1.004379,1.029917,-0.073962,-0.076587,-0.210146,0.996835,0.056223,-0.056204,-0.000168,-0.009813,0.009982,-0.001436,0,0,0
196244.160232,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.311277,-1.309119,-0.003184,0,0,0
196244.210347,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998926,0.032993,-0.032529,-0.000045,0.850667,-0.867756,-0.002289,0,0,0
196244.260482,0.997474,1.005885,1.037924,-0.029266,-0.031898,-0.160147,0.997059,0.054213,-0.054174,-0.000126,0.080613,-0.081555,-0.001735,0,0,0
196244.310616,0.996011,1.004290,1.029917,-0.077424,-0.080079,-0.210147,0.996835,0.056224,-0.056205,-0.000170,-0.012337,0.012515,-0.001337,0,0,0
196244.592478,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.380717,-1.378060,-0.003110,0,0,0
196244.642584,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998810,0.034723,-0.034247,-0.000043,0.843235,-0.860353,-0.002190,0,0,0
196244.692707,0.997474,1.005885,1.037924,-0.030795,-0.033438,-0.160147,0.996889,0.055754,-0.055704,-0.000123,0.018730,-0.020184,-0.001606,0,0,0
196244.742824,0.995935,1.004213,1.029917,-0.080339,-0.083015,-0.210147,0.996835,0.056223,-0.056205,-0.000165,-0.013333,0.013516,-0.001190,0,0,0
196245.031521,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.419351,-1.417420,-0.003087,0,0,0
196245.081624,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998742,0.035685,-0.035227,-0.000043,0.823373,-0.841240,-0.002129,0,0,0
196245.131746,0.997474,1.005885,1.037924,-0.031668,-0.034296,-0.160147,0.996835,0.056220,-0.056207,-0.000122,0.000004,-0.000007,-0.001522,0,0,0
196245.181906,0.995891,1.004170,1.029917,-0.081667,-0.084295,-0.210147,0.996835,0.056223,-0.056205,-0.000160,-0.008894,0.009363,-0.001095,0,0,0
196245.473420,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.443411,-1.441265,-0.003130,0,0,0
196245.523519,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998699,0.036285,-0.035821,-0.000045,0.799371,-0.817453,-0.002137,0,0,0
196245.573639,0.997474,1.005885,1.037924,-0.032197,-0.034830,-0.160147,0.996835,0.056221,-0.056207,-0.000123,-0.000025,0.000027,-0.001509,0,0,0
196245.623758,0.995864,1.004143,1.029917,-0.082197,-0.084829,-0.210147,0.996835,0.056222,-0.056204,-0.000161,-0.003732,0.004122,-0.001069,0,0,0
196245.910152,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.470784,-1.467944,-0.003093,0,0,0
196245.960248,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998650,0.036966,-0.036485,-0.000044,0.772045,-0.790830,-0.002072,0,0,0
196246.010371,0.997474,1.005885,1.037924,-0.032789,-0.035437,-0.160147,0.996835,0.056221,-0.056207,-0.000122,-0.000015,0.000011,-0.001423,0,0,0
196246.060483,0.995835,1.004113,1.029917,-0.082789,-0.085437,-0.210147,0.996835,0.056222,-0.056205,-0.000158,-0.000037,0.000075,-0.000973,0,0,0
196246.351542,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.503530,-1.500280,-0.004472,0,0,0
196246.401642,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998590,0.037781,-0.037290,-0.000079,0.739493,-0.758447,-0.003210,0,0,0
196246.451756,0.997474,1.005885,1.037924,-0.033509,-0.036163,-0.160147,0.996835,0.056225,-0.056204,-0.000186,-0.000351,0.000531,-0.002484,0,0,0
196246.501878,0.995799,1.004077,1.029917,-0.083509,-0.086163,-0.210147,0.996836,0.056219,-0.056187,-0.000247,0.000348,-0.000526,-0.001968,0,0,0
196246.789839,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.527706,-1.524341,-0.004397,0,0,0
196246.839981,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998544,0.038383,-0.037889,-0.000077,0.715358,-0.734449,-0.003036,0,0,0
196246.890098,0.997474,1.005885,1.037924,-0.034043,-0.036700,-0.160147,0.996835,0.056224,-0.056204,-0.000180,-0.000456,0.000571,-0.002231,0,0,0
196246.940209,0.995772,1.004050,1.029917,-0.084043,-0.086700,-0.210147,0.996836,0.056216,-0.056187,-0.000235,0.000452,-0.000567,-0.001652,0,0,0
196247.228367,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.552157,-1.548630,-0.004302,0,0,0
196247.278470,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.998498,0.038992,-0.038494,-0.000075,0.690951,-0.710231,-0.002889,0,0,0
