timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
196241.526210,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.626037,-0.630027,-0.000143,0.237870,2.231741,-2.196848,0.000704
196241.576348,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999752,0.015892,-0.015584,0.000038,0.737621,-0.739872,-0.000123,0.238106,-3.601729,3.582068,-0.000081
196241.626464,0.997474,1.005885,1.037924,-0.014253,-0.016751,-0.160147,0.998830,0.034317,-0.034064,0.000029,0.557531,-0.560772,-0.000126,0.238988,-5.662441,5.649156,-0.000024
196241.676580,0.996762,1.005047,1.029917,-0.044368,-0.047092,-0.210147,0.997679,0.048231,-0.048057,0.000019,0.274406,-0.278317,-0.000126,0.240096,-4.572055,4.588232,0.000304
196241.965414,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.829916,-0.833993,-0.001474,0.237870,-0.060007,-0.079168,0.009420
196242.015539,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999566,0.020984,-0.020678,0.000003,0.826869,-0.837997,-0.001206,0.238284,-6.979255,7.151130,0.004513
196242.065645,0.997474,1.005885,1.037924,-0.018754,-0.021250,-0.160147,0.998267,0.041630,-0.041600,-0.000039,0.477868,-0.480479,-0.001078,0.239529,-7.414959,7.501561,0.002411
196242.115754,0.996537,1.004822,1.029917,-0.055597,-0.058117,-0.210147,0.997127,0.053549,-0.053583,-0.000069,0.107100,-0.105420,-0.001010,0.240632,-2.197974,2.171805,0.002485
196242.405894,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,0.988662,-0.989499,-0.003066,0.237870,-2.440545,2.144212,0.021824
196242.456015,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999387,0.024947,-0.024559,-0.000038,0.866519,-0.882404,-0.002446,0.238454,-9.589998,9.930136,0.010520
196242.506131,0.997474,1.005885,1.037924,-0.022191,-0.024757,-0.160147,0.997828,0.046575,-0.046583,-0.000118,0.386938,-0.385977,-0.002147,0.239952,-7.738183,7.720245,0.007127
196242.556257,0.996365,1.004647,1.029917,-0.063504,-0.066054,-0.210147,0.996835,0.056224,-0.056205,-0.000170,-0.000003,0.000003,-0.001944,0.240915,-0.222216,0.225068,0.006809
196242.838848,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.067352,-1.067493,-0.003080,0.237870,-4.078649,3.763788,0.025764
196242.888959,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110146,0.999286,0.026911,-0.026505,-0.000039,0.863295,-0.879429,-0.002348,0.238551,-11.035163,11.370428,0.013868
196242.939091,0.997474,1.005885,1.037925,-0.023915,-0.026497,-0.160146,0.997650,0.048455,-0.048451,-0.000118,0.311458,-0.310984,-0.001954,0.240125,-6.308250,6.299242,0.009931
196242.989231,0.996278,1.004560,1.029917,-0.066910,-0.069485,-0.210145,0.996835,0.056221,-0.056203,-0.000166,-0.003977,0.003955,-0.001671,0.240915,0.061817,-0.062779,0.009144
196243.272448,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.149537,-1.148999,-0.003039,0.237870,-5.787371,5.457945,0.027826
196243.322560,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999173,0.028961,-0.028538,-0.000039,0.860036,-0.876234,-0.002248,0.238659,-12.545162,12.868450,0.015950
196243.372753,0.997474,1.005885,1.037924,-0.025719,-0.028316,-0.160147,0.997455,0.050421,-0.050401,-0.000116,0.232703,-0.232885,-0.001795,0.240313,-4.786019,4.792165,0.011499
196243.422871,0.996188,1.004469,1.029917,-0.070469,-0.073073,-0.210147,0.996835,0.056223,-0.056205,-0.000161,-0.006614,0.006707,-0.001468,0.240915,0.242144,-0.245026,0.010289
196243.712574,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.230504,-1.229187,-0.003156,0.237870,-7.492573,7.136612,0.029899
196243.762755,0.997500,1.006022,1.043432,-0.000513,-0.002739,-0.110147,0.999053,0.030979,-0.030537,-0.000043,0.855728,-0.872504,-0.002306,0.238774,-13.989801,14.320568,0.017785
196243.812886,0.997474,1.005885,1.037924,-0.027495,-0.030109,-0.160146,0.997259,0.052329,-0.052304,-0.000123,0.156161,-0.156550,-0.001800,0.240503,-3.319273,3.330856,0.012815
196243.863028,0.996100,1.004379,1.029917,-0.073962,-0.076587,-0.210146,0.996835,0.056223,-0.056204,-0.000168,-0.009813,0.009982,-0.001436,0.240915,0.388890,-0.395196,0.011228
196244.160251,0.997533,1.006148,1.046439,-0.000656,-0.002523,-0.060147,1.000000,0.000245,0.000162,0.000048,1.311277,-1.309119,-0.003184,0.237870,-9.209028,8.830419,0.031478
