timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
21579.621124,0,absolute,-0.000765,0.016403,1.960938,-0.007797,-0.050018,-0.019211,0.999983,0.003277,0.001840,0.004404,0.001856,0.012263,-0.002497,-0.000765,0.016403,1.960938,-0.007797,-0.050018,-0.019211,0.999983,0.003277,0.001840,0.004404,0.001856,0.012263,-0.002497,-0.952203,0.250946,1.446144,-0.007797,-0.050018,-0.019211,0.999983,0.003277,0.001840,0.004404,0.001856,0.012263,-0.002497,0.951438,-0.234543,0.514794,0.000000,0.000000,0.000000
21579.720967,0,absolute,-0.000562,0.015717,1.958984,-0.002853,-0.044647,-0.050323,0.999847,0.006672,-0.015574,0.004459,0.219121,1.210822,-0.007163,-0.000562,0.015717,1.958984,-0.002853,-0.044647,-0.050323,0.999847,0.006672,-0.015574,0.004459,0.219121,1.210822,-0.007163,-0.952008,0.250282,1.444177,-0.002853,-0.044647,-0.050323,0.999847,0.006672,-0.015574,0.004459,0.219121,1.210822,-0.007163,0.951446,-0.234565,0.514807,0.000000,0.000000,0.000000
21579.820923,0,absolute,0.002712,0.013252,1.944336,0.076782,-0.055206,-0.248291,0.998948,0.008124,-0.044987,0.003713,-0.055155,-0.278844,-0.029487,0.002712,0.013252,1.944336,0.076782,-0.055206,-0.248291,0.998948,0.008124,-0.044987,0.003713,-0.055155,-0.278844,-0.029487,-0.948729,0.247793,1.429542,0.076782,-0.055206,-0.248291,0.998948,0.008124,-0.044987,0.003713,-0.055155,-0.278844,-0.029487,0.951441,-0.234540,0.514794,0.000000,0.000000,0.000000
21579.920958,0,absolute,0.012436,0.012878,1.908203,0.143799,-0.052124,-0.442139,0.999557,0.004876,-0.029359,0.000985,-0.012178,-0.203849,0.007163,0.012436,0.012878,1.908203,0.143799,-0.052124,-0.442139,0.999557,0.004876,-0.029359,0.000985,-0.012178,-0.203849,0.007163,-0.939001,0.247465,1.393407,0.143799,-0.052124,-0.442139,0.999557,0.004876,-0.029359,0.000985,-0.012178,-0.203849,0.007163,0.951437,-0.234587,0.514796,0.000000,0.000000,0.000000
21580.020915,0,absolute,0.021240,0.011154,1.874023,0.163330,-0.053101,-0.510742,0.999875,0.003406,-0.015369,0.001144,-0.039474,-0.509418,0.041554,0.021240,0.011154,1.874023,0.163330,-0.053101,-0.510742,0.999875,0.003406,-0.015369,0.001144,-0.039474,-0.509418,0.041554,-0.930200,0.245702,1.359232,0.163330,-0.053101,-0.510742,0.999875,0.003406,-0.015369,0.001144,-0.039474,-0.509418,0.041554,0.951440,-0.234548,0.514792,0.000000,0.000000,0.000000
21580.120993,0,absolute,0.039642,0.007912,1.810547,0.143921,-0.044128,-0.433105,0.999990,0.002041,0.002450,0.003231,0.080858,-0.072131,0.039031,0.039642,0.007912,1.810547,0.143921,-0.044128,-0.433105,0.999990,0.002041,0.002450,0.003231,0.080858,-0.072131,0.039031,-0.911801,0.242467,1.295757,0.143921,-0.044128,-0.433105,0.999990,0.002041,0.002450,0.003231,0.080858,-0.072131,0.039031,0.951443,-0.234555,0.514790,0.000000,0.000000,0.000000
21580.220982,0,absolute,0.053528,0.006226,1.769531,0.129272,-0.042114,-0.345459,0.999956,0.002866,0.007560,0.004652,0.062484,0.000854,0.046224,0.053528,0.006226,1.769531,0.129272,-0.042114,-0.345459,0.999956,0.002866,0.007560,0.004652,0.062484,0.000854,0.046224,-0.897913,0.240771,1.254738,0.129272,-0.042114,-0.345459,0.999956,0.002866,0.007560,0.004652,0.062484,0.000854,0.046224,0.951441,-0.234546,0.514794,0.000000,0.000000,0.000000
21580.320967,0,absolute,0.065186,0.004463,1.740234,0.113342,-0.041595,-0.238037,0.999950,0.005732,0.005934,0.005629,0.091016,0.131718,0.025055,0.065186,0.004463,1.740234,0.113342,-0.041595,-0.238037,0.999950,0.005732,0.005934,0.005629,0.091016,0.131718,0.025055,-0.886251,0.239011,1.225443,0.113342,-0.041595,-0.238037,0.999950,0.005732,0.005934,0.005629,0.091016,0.131718,0.025055,0.951437,-0.234548,0.514792,0.000000,0.000000,0.000000
21580.420945,0,absolute,0.076355,0.003332,1.719727,0.107605,-0.047302,-0.182495,0.999937,0.009543,0.000373,0.005945,0.080449,0.146989,0.011104,0.076355,0.003332,1.719727,0.107605,-0.047302,-0.182495,0.999937,0.009543,0.000373,0.005945,0.080449,0.146989,0.011104,-0.875077,0.237909,1.204947,0.107605,-0.047302,-0.182495,0.999937,0.009543,0.000373,0.005945,0.080449,0.146989,0.011104,0.951432,-0.234577,0.514779,0.000000,0.000000,0.000000
21580.520933,0,absolute,0.087708,0.001494,1.700195,0.113953,-0.055450,-0.193359,0.999914,0.010689,-0.004515,0.006154,0.069540,0.108197,0.011735,0.087708,0.001494,1.700195,0.113953,-0.055450,-0.193359,0.999914,0.010689,-0.004515,0.006154,0.069540,0.108197,0.011735,-0.863715,0.236018,1.185423,0.113953,-0.055450,-0.193359,0.999914,0.010689,-0.004515,0.006154,0.069540,0.108197,0.011735,0.951423,-0.234524,0.514772,0.000000,0.000000,0.000000
