solve_num,solve_time_ms,solve_iters,coord_mode,target_motion_source,node,t,theta,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,circle_center_x,circle_center_y,circle_center_z,circle_radius,circle_omega,circle_phi0,circle_t_abs,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,fz,mx,my,mz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz
0,2045.504975,716,absolute,odom+predicted_accel,0,0.000000,0.101529,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002111,0.018723,1.963867,0.119192,-0.031658,-0.181136,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.246041,0.000400,0.001947,-0.000000,-0.953533,0.253263,1.449085,0.119192,-0.031658,-0.181136,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,2045.504975,716,absolute,odom+predicted_accel,1,0.101529,0.101020,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009990,0.015508,1.941882,0.119195,-0.031658,-0.251940,1.000000,0.000001,0.000005,-0.000000,0.000041,0.000198,-0.000000,0.256255,-0.000137,0.001041,-0.000000,-0.941432,0.250048,1.427100,0.119195,-0.031658,-0.251940,1.000000,0.000001,0.000005,-0.000000,0.000041,0.000198,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,2,0.202549,0.100732,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022032,0.012310,1.914803,0.119216,-0.031662,-0.284172,1.000000,0.000003,0.000018,-0.000000,0.000027,0.000303,-0.000000,0.261804,-0.000113,0.000718,-0.000000,-0.929390,0.246850,1.400021,0.119216,-0.031662,-0.284172,1.000000,0.000003,0.000018,-0.000000,0.000027,0.000303,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,3,0.303282,0.100465,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034043,0.009120,1.885602,0.119266,-0.031669,-0.295612,1.000000,0.000004,0.000035,-0.000000,0.000015,0.000375,-0.000000,0.264652,0.000020,0.000522,-0.000000,-0.917379,0.243660,1.370820,0.119266,-0.031669,-0.295612,1.000000,0.000004,0.000035,-0.000000,0.000015,0.000375,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,4,0.403746,0.100207,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046029,0.005938,1.855863,0.119354,-0.031677,-0.296423,1.000000,0.000005,0.000055,-0.000000,0.000017,0.000428,-0.000000,0.266036,0.000125,0.000323,-0.000000,-0.905392,0.240478,1.341080,0.119354,-0.031677,-0.296423,1.000000,0.000005,0.000055,-0.000000,0.000017,0.000428,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,5,0.503953,0.099975,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057995,0.002764,1.826376,0.119484,-0.031687,-0.292094,1.000000,0.000006,0.000077,-0.000000,0.000030,0.000460,-0.000000,0.266652,0.000174,0.000101,-0.000000,-0.893426,0.237304,1.311594,0.119484,-0.031687,-0.292094,1.000000,0.000006,0.000077,-0.000000,0.000030,0.000460,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,6,0.603929,0.099780,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069949,-0.000405,1.797503,0.119659,-0.031700,-0.285495,1.000000,0.000008,0.000100,-0.000000,0.000047,0.000470,-0.000000,0.266873,0.000176,-0.000133,0.000000,-0.881472,0.234135,1.282721,0.119659,-0.031700,-0.285495,1.000000,0.000008,0.000100,-0.000000,0.000047,0.000470,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,7,0.703709,0.099623,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081900,-0.003569,1.769386,0.119880,-0.031718,-0.278092,1.000000,0.000011,0.000123,-0.000000,0.000065,0.000457,-0.000000,0.266896,0.000143,-0.000364,0.000000,-0.869522,0.230971,1.254604,0.119880,-0.031718,-0.278092,1.000000,0.000011,0.000123,-0.000000,0.000065,0.000457,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,8,0.803332,0.099502,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093855,-0.006730,1.742054,0.120145,-0.031742,-0.270617,1.000000,0.000014,0.000145,-0.000000,0.000079,0.000421,-0.000000,0.266822,0.000090,-0.000577,0.000000,-0.857566,0.227810,1.227272,0.120145,-0.031742,-0.270617,1.000000,0.000014,0.000145,-0.000000,0.000079,0.000421,-0.000000
0,2045.504975,716,absolute,odom+predicted_accel,9,0.902835,0.099413,0.951422,-0.234540,0.514782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105825,-0.009890,1.715485,0.120451,-0.031774,-0.263424,1.000000,0.000018,0.000165,-0.000000,0.000088,0.000363,-0.000000,0.266705,0.000027,-0.000763,0.000000,-0.845597,0.224650,1.200703,0.120451,-0.031774,-0.263424,1.000000,0.000018,0.000165,-0.000000,0.000088,0.000363,-0.000000
