solve_num,solve_time_ms,node,t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
0,154.473551,0,0.000000,1.013524,0.997584,0.979851,-0.011650,-0.010048,0.000527,0.999996,0.001623,-0.002139,0.000002,0.000000,0.000000,0.000000,0.080000,9.365988,-9.703977,-0.035864
0,154.473551,1,0.050000,1.012942,0.997082,0.979877,-0.012284,-0.010529,-0.341827,0.999996,0.001623,-0.002139,0.000002,0.468299,-0.485199,-0.001019,0.080000,4.260102,-4.218332,0.002240
0,154.473551,2,0.100000,1.012328,0.996556,0.962786,-0.012917,-0.011010,-0.684181,0.999809,0.013328,-0.014267,-0.000018,0.681286,-0.696134,-0.000956,0.203481,0.444668,-0.240318,0.007690
0,154.473551,3,0.150000,1.011682,0.996005,0.928577,-0.023667,-0.021052,-0.798152,0.999038,0.030348,-0.031657,-0.000031,0.703494,-0.708174,-0.000737,0.323131,-2.164452,2.357696,0.006175
0,154.473551,4,0.200000,1.010498,0.994952,0.888669,-0.061519,-0.057336,-0.692562,0.997633,0.047904,-0.049329,-0.000030,0.595251,-0.590309,-0.000562,0.328772,-3.603332,3.655966,0.003597
0,154.473551,5,0.250000,1.007423,0.992086,0.854041,-0.121445,-0.115528,-0.579982,0.995974,0.062736,-0.064038,-0.000017,0.415072,-0.407523,-0.000459,0.315245,-4.253330,4.284072,0.003069
0,154.473551,6,0.300000,1.001350,0.986309,0.825042,-0.195914,-0.188481,-0.496079,0.994565,0.073064,-0.074176,-0.000003,0.202399,-0.193327,-0.000372,0.296040,-4.226469,4.245211,0.002461
0,154.473551,7,0.350000,0.991555,0.976885,0.800238,-0.276802,-0.268156,-0.450243,0.993812,0.078095,-0.078981,0.000010,-0.008927,0.018931,-0.000302,0.278233,-3.787726,3.791365,0.001862
0,154.473551,8,0.400000,0.977714,0.963477,0.777726,-0.357687,-0.348136,-0.438210,0.993867,0.077874,-0.078510,0.000022,-0.198314,0.208499,-0.000249,0.266145,-3.092389,3.081190,0.001386
0,154.473551,9,0.450000,0.959830,0.946071,0.755815,-0.434599,-0.424429,-0.447903,0.994637,0.072945,-0.073327,0.000032,-0.352931,0.362560,-0.000210,0.260670,-2.263315,2.240668,0.001043
0,154.473551,10,0.500000,0.938100,0.924849,0.733420,-0.505010,-0.494478,-0.466009,0.995865,0.064164,-0.064306,0.000041,-0.466094,0.474597,-0.000180,0.260677,-1.397577,1.367830,0.000803
0,154.473551,11,0.550000,0.912850,0.900125,0.710120,-0.566837,-0.556174,-0.481741,0.997238,0.052553,-0.052483,0.000049,-0.535969,0.542991,-0.000157,0.264098,-0.569496,0.536657,0.000635
0,154.473551,12,0.600000,0.884508,0.872317,0.686033,-0.618029,-0.607438,-0.488565,0.998473,0.039183,-0.038939,0.000055,-0.564441,0.569827,-0.000139,0.268823,0.167063,-0.199823,0.000512
0,154.473551,13,0.650000,0.853606,0.841945,0.661604,-0.656737,-0.646393,-0.484284,0.999380,0.025088,-0.024711,0.000060,-0.556085,0.559839,-0.000125,0.273219,0.776770,-0.807179,0.000418
0,154.473551,14,0.700000,0.820770,0.809625,0.637390,-0.681726,-0.671765,-0.470077,0.999880,0.011191,-0.010723,0.000065,-0.517244,0.519483,-0.000113,0.276333,1.240801,-1.267382,0.000343
0,154.473551,15,0.750000,0.786683,0.776037,0.613886,-0.692697,-0.683218,-0.449095,0.999996,-0.001739,0.002262,0.000069,-0.455201,0.456116,-0.000103,0.277838,1.554420,-1.576342,0.000280
0,154.473551,16,0.800000,0.752048,0.741876,0.591431,-0.690370,-0.681429,-0.425088,0.999821,-0.013118,0.013662,0.000072,-0.377479,0.377301,-0.000095,0.277881,1.724196,-1.741128,0.000225
0,154.473551,17,0.850000,0.717530,0.707804,0.570177,-0.676313,-0.667930,-0.401363,0.999479,-0.022552,0.023090,0.000075,-0.291267,0.290246,-0.000089,0.276878,1.765037,-1.777033,0.000175
0,154.473551,18,0.900000,0.683714,0.674408,0.550109,-0.652648,-0.644814,-0.380194,0.999094,-0.029829,0.030340,0.000077,-0.203015,0.201395,-0.000084,0.275340,1.697325,-1.704719,0.000129
0,154.473551,19,0.950000,0.651082,0.642167,0.531099,-0.621738,-0.614420,-0.362652,0.998765,-0.034899,0.035369,0.000079,-0.118148,0.116160,-0.000080,0.273723,1.544347,-1.547674,0.000089
0,154.473551,20,1.000000,0.619995,0.611446,0.512967,-0.585929,-0.579081,-0.348761,0.998550,-0.037849,0.038269,0.000080,-0.040930,0.038776,-0.000078,0.272353,1.330173,-1.330093,0.000055
0,154.473551,21,1.050000,0.590699,0.582492,0.495529,-0.547385,-0.540954,-0.337826,0.998474,-0.038871,0.039237,0.000080,0.025579,-0.027728,-0.000076,0.271392,1.078001,-1.075237,0.000027
0,154.473551,22,1.100000,0.563329,0.555444,0.478637,-0.508009,-0.501939,-0.328814,0.998525,-0.038232,0.038545,0.000080,0.079479,-0.081490,-0.000075,0.270858,0.808951,-0.804240,0.000008
0,154.473551,23,1.150000,0.537929,0.530347,0.462197,-0.469402,-0.463639,-0.320682,0.998676,-0.036248,0.036510,0.000080,0.119926,-0.121702,-0.000075,0.270667,0.541255,-0.535302,-0.000005
0,154.473551,24,1.200000,0.514459,0.507165,0.446162,-0.432853,-0.427346,-0.312601,0.998886,-0.033254,0.033472,0.000079,0.146988,-0.148468,-0.000075,0.270687,0.289779,-0.283223,-0.000010
0,154.473551,25,1.250000,0.492816,0.485798,0.430532,-0.399336,-0.394043,-0.304059,0.999119,-0.029582,0.029764,0.000077,0.161477,-0.162629,-0.000076,0.270785,0.065818,-0.059211,-0.000010
0,154.473551,26,1.300000,0.472849,0.466096,0.415329,-0.369514,-0.364398,-0.294873,0.999343,-0.025548,0.025702,0.000075,0.164767,-0.165590,-0.000076,0.270852,-0.122872,0.129083,-0.000007
0,154.473551,27,1.350000,0.454374,0.447876,0.400586,-0.343750,-0.338784,-0.285113,0.999538,-0.021431,0.021565,0.000073,0.158623,-0.159137,-0.000076,0.270825,-0.271868,0.277345,0.000000
0,154.473551,28,1.400000,0.437186,0.430937,0.386330,-0.322131,-0.317296,-0.275013,0.999693,-0.017467,0.017588,0.000071,0.145029,-0.145270,-0.000076,0.270684,-0.379721,0.384237,0.000009
0,154.473551,29,1.450000,0.421079,0.415072,0.372579,-0.304506,-0.299789,-0.264862,0.999807,-0.013842,0.013957,0.000069,0.126043,-0.126059,-0.000076,0.270442,-0.447511,0.450941,0.000017
0,154.473551,30,1.500000,0.405854,0.400083,0.359336,-0.290529,-0.285926,-0.254930,0.999884,-0.010691,0.010807,0.000067,0.103667,-0.103512,-0.000075,0.270134,-0.478337,0.480647,0.000026
0,154.473551,31,1.550000,0.391328,0.385786,0.346590,-0.279719,-0.275230,-0.245413,0.999933,-0.008100,0.008219,0.000065,0.079750,-0.079480,-0.000075,0.269801,-0.476790,0.478025,0.000033
0,154.473551,32,1.600000,0.377342,0.372025,0.334319,-0.271507,-0.267137,-0.236414,0.999962,-0.006106,0.006232,0.000062,0.055910,-0.055579,-0.000074,0.269479,-0.448445,0.448709,0.000039
0,154.473551,33,1.650000,0.363766,0.358668,0.322498,-0.265287,-0.261043,-0.227954,0.999977,-0.004708,0.004843,0.000060,0.033488,-0.033143,-0.000073,0.269196,-0.399388,0.398827,0.000044
0,154.473551,34,1.700000,0.350502,0.345616,0.311101,-0.260459,-0.256348,-0.219989,0.999984,-0.003871,0.004014,0.000058,0.013518,-0.013202,-0.000071,0.268963,-0.335800,0.334589,0.000048
0,154.473551,35,1.750000,0.337479,0.332798,0.300101,-0.256460,-0.252492,-0.212441,0.999987,-0.003533,0.003684,0.000056,-0.003272,0.003527,-0.000070,0.268780,-0.263610,0.261935,0.000050
0,154.473551,36,1.800000,0.324656,0.320174,0.289479,-0.252793,-0.248975,-0.205226,0.999986,-0.003615,0.003773,0.000055,-0.016452,0.016624,-0.000068,0.268640,-0.188227,0.186273,0.000052
