timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
322283.988689,1.012942,0.997082,0.979877,-0.012284,-0.010529,-0.341827,0.999996,0.001623,-0.002139,0.000002,0.468299,-0.485199,-0.001019,0,0,0
322284.038685,1.012623,0.996928,0.979989,-0.013206,-0.010617,-0.228236,0.999996,0.001713,-0.002184,0.000002,0.006146,-0.004090,-0.032794,0,0,0
322284.088674,1.012577,0.996963,0.979119,-0.013452,-0.010910,-0.246980,0.999989,0.003331,-0.003424,0.000043,0.017302,-0.018635,0.036427,0,0,0
322284.138682,1.011904,0.996418,0.966770,-0.015997,-0.013386,-0.365809,0.999985,0.003761,-0.003893,0.000954,0.023360,-0.024956,0.072769,0,0,0
322284.188673,1.011926,0.996058,0.954127,-0.028497,-0.037592,-0.414938,0.999772,0.018318,-0.010947,0.000460,0.027505,-0.035459,0.067596,0,0,0
322284.238667,1.010536,0.993210,0.931399,-0.027625,-0.050198,-0.426593,0.999922,0.011925,-0.003698,0.000691,0.069015,-0.077769,0.082675,0,0,0
322284.288668,1.009154,0.990700,0.910070,-0.030643,-0.059954,-0.508216,0.999887,0.013644,-0.005666,0.002741,0.113586,-0.126119,0.161022,0,0,0
322284.338663,1.007622,0.987702,0.884659,-0.035978,-0.072901,-0.524944,0.999802,0.016469,-0.008865,0.006739,0.137035,-0.149122,0.235149,0,0,0
322284.388678,1.009658,0.990355,0.907820,-0.022530,-0.054601,-0.472970,0.999972,0.007043,0.000083,0.002517,0.068721,-0.076671,0.052390,0,0,0
322284.438670,1.008531,0.987625,0.884171,-0.022444,-0.060660,-0.533325,0.999953,0.008766,-0.001839,0.003813,0.104184,-0.118474,0.101092,0,0,0
322284.488669,1.008071,0.983252,0.838361,-0.026967,-0.082274,-0.530348,0.999890,0.012876,-0.004026,0.006195,0.068897,-0.093357,0.039175,0,0,0
322284.538670,1.006421,0.976229,0.800509,-0.033108,-0.100639,-0.380991,0.999863,0.011525,-0.003864,0.011217,0.007410,-0.041337,0.023331,0,0,0
322284.588656,1.004766,0.971197,0.781460,-0.036830,-0.112165,-0.373408,0.999850,0.011720,-0.004902,0.011789,0.004661,-0.048401,0.043295,0,0,0
