timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
36939.769705,0,absolute,0.001346,0.002103,2.492188,-0.001739,0.000453,0.000000,1.000000,0.000043,0.000129,0.000001,0.000000,0.001065,0.000000,0.001346,0.002103,2.492188,-0.001739,0.000453,0.000000,1.000000,0.000043,0.000129,0.000001,0.000000,0.001065,0.000000,-0.879758,0.475026,2.292187,-0.190908,-0.351989,0.000000,1.000000,0.000043,0.000129,0.000001,0.000000,0.001065,0.000000,0.881104,-0.472923,0.200000,0.189169,0.352442,0.000000
36939.869695,0,absolute,0.001699,0.002602,2.480469,0.055418,0.055746,-0.250977,0.995733,-0.064363,-0.064787,-0.013266,-0.857938,0.934842,-0.205894,0.001699,0.002602,2.480469,0.055418,0.055746,-0.250977,0.995733,-0.064363,-0.064787,-0.013266,-0.857938,0.934842,-0.205894,-0.897612,0.439913,2.280469,-0.119506,-0.303978,-0.250977,0.995733,-0.064363,-0.064787,-0.013266,-0.857938,0.934842,-0.205894,0.899311,-0.437311,0.200000,0.174924,0.359724,0.000000
36939.969679,0,absolute,0.010831,0.011305,2.449219,0.207874,0.209731,-0.314453,0.992279,-0.088797,-0.082893,-0.025004,0.180669,-0.357792,0.041383,0.010831,0.011305,2.449219,0.207874,0.209731,-0.314453,0.992279,-0.088797,-0.082893,-0.025004,0.180669,-0.357792,0.041383,-0.905248,0.412303,2.249219,0.047475,-0.156701,-0.314453,0.992279,-0.088797,-0.082893,-0.025004,0.180669,-0.357792,0.041383,0.916079,-0.400998,0.200000,0.160399,0.366432,0.000000
36940.069672,0,absolute,0.035934,0.035663,2.412109,0.346282,0.353863,-0.283691,0.995138,-0.073481,-0.064234,-0.013196,0.614138,-0.775035,0.146717,0.035934,0.035663,2.412109,0.346282,0.353863,-0.283691,0.995138,-0.073481,-0.064234,-0.013196,0.614138,-0.775035,0.146717,-0.895444,0.399717,2.212109,0.200660,-0.018688,-0.283691,0.995138,-0.073481,-0.064234,-0.013196,0.614138,-0.775035,0.146717,0.931378,-0.364054,0.200000,0.145622,0.372551,0.000000
36940.169679,0,absolute,0.072190,0.072314,2.373047,0.413897,0.433905,-0.331543,0.998747,-0.040345,-0.029589,-0.000477,0.722675,-0.796852,0.030782,0.072190,0.072314,2.373047,0.413897,0.433905,-0.331543,0.998747,-0.040345,-0.029589,-0.000477,0.722675,-0.796852,0.030782,-0.873004,0.398824,2.173047,0.283293,0.055828,-0.331543,0.998747,-0.040345,-0.029589,-0.000477,0.722675,-0.796852,0.030782,0.945194,-0.326510,0.200000,0.130604,0.378077,0.000000
36940.269678,0,absolute,0.113046,0.115808,2.332031,0.406655,0.445145,-0.366699,0.999973,-0.007105,0.001255,0.001580,0.579231,-0.517872,-0.037497,0.113046,0.115808,2.332031,0.406655,0.445145,-0.366699,0.999973,-0.007105,0.001255,0.001580,0.579231,-0.517872,-0.037497,-0.844450,0.404256,2.132031,0.291276,0.062147,-0.366699,0.999973,-0.007105,0.001255,0.001580,0.579231,-0.517872,-0.037497,0.957495,-0.288448,0.200000,0.115379,0.382998,0.000000
36940.369673,0,absolute,0.152575,0.158921,2.292969,0.362359,0.405757,-0.388672,0.999741,0.016096,0.016095,-0.000790,0.329976,-0.211348,-0.022328,0.152575,0.158921,2.292969,0.362359,0.405757,-0.388672,0.999741,0.016096,0.016095,-0.000790,0.329976,-0.211348,-0.022328,-0.815689,0.408849,2.092969,0.262388,0.018451,-0.388672,0.999741,0.016096,0.016095,-0.000790,0.329976,-0.211348,-0.022328,0.968264,-0.249928,0.200000,0.099971,0.387306,0.000000
36940.469679,0,absolute,0.188582,0.198899,2.255859,0.319464,0.345208,-0.382324,0.999569,0.025169,0.015007,-0.001549,0.071449,0.027953,0.005326,0.188582,0.198899,2.255859,0.319464,0.345208,-0.382324,0.999569,0.025169,0.015007,-0.001549,0.071449,0.027953,0.005326,-0.788902,0.409909,2.055859,0.235060,-0.045785,-0.382324,0.999569,0.025169,0.015007,-0.001549,0.071449,0.027953,0.005326,0.977484,-0.211010,0.200000,0.084404,0.390994,0.000000
36940.569681,0,absolute,0.221959,0.233489,2.216797,0.295716,0.288979,-0.361328,0.999740,0.022038,0.005883,-0.000508,-0.084062,0.055189,0.012826,0.221959,0.233489,2.216797,0.295716,0.288979,-0.361328,0.999740,0.022038,0.005883,-0.000508,-0.084062,0.055189,0.012826,-0.763180,0.405245,2.016797,0.227013,-0.105077,-0.361328,0.999740,0.022038,0.005883,-0.000508,-0.084062,0.055189,0.012826,0.985140,-0.171756,0.200000,0.068702,0.394056,0.000000
36940.669679,0,absolute,0.252517,0.262874,2.179688,0.294216,0.255255,-0.340088,0.999916,0.012366,-0.003766,0.000281,-0.151762,0.037122,0.004329,0.252517,0.262874,2.179688,0.294216,0.255255,-0.340088,0.999916,0.012366,-0.003766,0.000281,-0.151762,0.037122,0.004329,-0.738703,0.395094,1.979688,0.241328,-0.141233,-0.340088,0.999916,0.012366,-0.003766,0.000281,-0.151762,0.037122,0.004329,0.991220,-0.132220,0.200000,0.052888,0.396488,0.000000
