timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
194775.301552,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,0.704925,-0.703977,-0.004694,0.000000,0.000000,0.000000
194775.533501,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,0.899676,-0.894897,-0.006468,0.000000,0.000000,0.000000
194775.769178,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.027857,-1.004972,-0.008510,0.000000,0.000000,0.000000
194776.002385,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049363,0.999993,0.002501,-0.002667,0.000002,1.094382,-1.072463,-0.008320,0.000000,0.000000,0.000000
194776.243134,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.172741,-1.151942,-0.008025,0.000000,0.000000,0.000000
194776.475049,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.253940,-1.233830,-0.008073,0.000000,0.000000,0.000000
194776.708839,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.328084,-1.307722,-0.007876,0.000000,0.000000,0.000000
194776.948915,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.391170,-1.360328,-0.007807,0.000000,0.000000,0.000000
194777.191779,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.419271,-1.387065,-0.007992,0.000000,0.000000,0.000000
194777.431832,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.445756,-1.414185,-0.007850,0.000000,0.000000,0.000000
194777.668648,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.469227,-1.438219,-0.007734,0.000000,0.000000,0.000000
