solve_num,solve_time_ms,node,t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
0,233.002363,0,0.000000,1.011248,0.999042,0.981458,-0.013710,-0.010796,0.000636,0.999993,0.002501,-0.002667,0.000002,0.000000,0.000000,0.000000,0.237876,14.098505,-14.079539,-0.165152
0,233.002363,1,0.050000,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,0.704925,-0.703977,-0.004694,0.237876,-0.171388,-0.587313,0.028716
0,233.002363,2,0.100000,1.009759,0.997852,0.979022,-0.018410,-0.015202,-0.099364,0.999592,0.020118,-0.020260,-0.000113,0.696230,-0.733468,-0.003878,0.238258,-3.846289,4.620399,0.021379
0,233.002363,3,0.150000,1.008839,0.997092,0.974053,-0.036283,-0.032945,-0.149364,0.998552,0.037504,-0.038577,-0.000226,0.503808,-0.502551,-0.003270,0.239255,-5.484583,5.970279,0.009784
0,233.002363,4,0.200000,1.007025,0.995445,0.966585,-0.070425,-0.066123,-0.199364,0.997437,0.050074,-0.051114,-0.000293,0.229516,-0.204099,-0.002992,0.240331,-4.241697,4.084928,0.007119
0,233.002363,5,0.250000,1.003504,0.992139,0.956617,-0.115819,-0.110567,-0.249364,0.996859,0.055798,-0.056200,-0.000329,0.017408,0.000121,-0.002790,0.240892,-0.448315,0.118223,0.007161
0,233.002363,6,0.300000,0.997713,0.986610,0.944149,-0.165819,-0.160176,-0.299364,0.996835,0.056235,-0.056193,-0.000374,-0.005007,0.006030,-0.002586,0.240915,0.199633,-0.240954,0.006929
0,233.002363,7,0.350000,0.989422,0.978602,0.929181,-0.215819,-0.210176,-0.349364,0.996850,0.056114,-0.056039,-0.000437,0.004975,-0.006017,-0.002390,0.240900,-0.123853,0.141521,0.006617
0,233.002363,8,0.400000,0.978631,0.968093,0.911712,-0.265683,-0.260063,-0.399364,0.996835,0.056242,-0.056186,-0.000498,-0.001218,0.001059,-0.002201,0.240915,-1.005408,1.008924,0.006305
0,233.002363,9,0.450000,0.965347,0.955090,0.891744,-0.315683,-0.310062,-0.449363,0.996838,0.056214,-0.056156,-0.000553,-0.051489,0.051505,-0.002022,0.240914,-1.573871,1.566113,0.005998
0,233.002363,10,0.500000,0.949562,0.939587,0.869276,-0.365659,-0.360034,-0.499360,0.996981,0.054935,-0.054869,-0.000604,-0.130178,0.129815,-0.001852,0.246633,-1.726662,1.705505,0.005688
0,233.002363,11,0.550000,0.931280,0.921585,0.844308,-0.415658,-0.410033,-0.538639,0.997327,0.051694,-0.051628,-0.000650,-0.216502,0.215099,-0.001690,0.262011,-1.589553,1.583359,0.005381
0,233.002363,12,0.600000,0.910497,0.901083,0.817376,-0.465658,-0.460031,-0.549114,0.997856,0.046300,-0.046258,-0.000694,-0.295966,0.294281,-0.001537,0.281993,-1.234923,1.240012,0.005130
0,233.002363,13,0.650000,0.887214,0.878082,0.789920,-0.513901,-0.508250,-0.521878,0.998484,0.038922,-0.038908,-0.000734,-0.357695,0.356299,-0.001391,0.268116,-0.731476,0.742664,0.004915
0,233.002363,14,0.700000,0.861519,0.852669,0.763826,-0.552507,-0.546813,-0.518874,0.999099,0.029998,-0.030004,-0.000770,-0.394250,0.393451,-0.001252,0.269477,-0.174440,0.187244,0.004721
