timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
194775.301912,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,0.704925,-0.703977,-0.004694,0.237876,14.098505,-14.079539,-0.165152
194775.533837,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,0.899676,-0.894897,-0.006468,0.237876,17.993527,-17.897932,-0.227556
194775.769504,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.027857,-1.004972,-0.008510,0.237876,20.557142,-20.099450,-0.299373
194776.002718,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049363,0.999993,0.002501,-0.002667,0.000002,1.094382,-1.072463,-0.008320,0.237877,21.887633,-21.449270,-0.292718
194776.243466,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.172741,-1.151942,-0.008025,0.237876,23.454828,-23.038844,-0.282324
194776.475381,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.253940,-1.233830,-0.008073,0.237876,25.078808,-24.676600,-0.284022
194776.709166,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.328084,-1.307722,-0.007876,0.237876,26.561682,-26.154435,-0.277085
194776.949238,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.391170,-1.360328,-0.007807,0.237876,27.823404,-27.206560,-0.274668
194777.192122,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.419271,-1.387065,-0.007992,0.237876,28.385413,-27.741306,-0.281157
194777.432157,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.445756,-1.414185,-0.007850,0.237876,28.915117,-28.283696,-0.276182
194777.668975,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.469227,-1.438219,-0.007734,0.237876,29.384530,-28.764373,-0.272095
194777.906047,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.492694,-1.462234,-0.007644,0.237876,29.853872,-29.244677,-0.268928
194778.153692,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.518293,-1.488264,-0.008009,0.237876,30.365850,-29.765287,-0.281772
194778.406484,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.541483,-1.511995,-0.007894,0.237876,30.829662,-30.239907,-0.277714
194778.645030,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.565092,-1.536157,-0.007803,0.237876,31.301833,-30.723141,-0.274518
194778.900855,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.588424,-1.559976,-0.007734,0.237876,31.768471,-31.199514,-0.272078
194779.141225,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.611502,-1.583542,-0.007620,0.237876,32.230050,-31.670832,-0.268086
194779.376616,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.634848,-1.607418,-0.007560,0.237876,32.696960,-32.148359,-0.265954
194779.611328,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.657928,-1.631032,-0.007499,0.237876,33.158553,-32.620645,-0.263827
194779.843646,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.679158,-1.652734,-0.007459,0.237876,33.583164,-33.054682,-0.262424
194780.102643,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.700786,-1.674857,-0.007387,0.237876,34.015718,-33.497140,-0.259870
194780.335885,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.722357,-1.696865,-0.007354,0.237876,34.447149,-33.937306,-0.258732
194780.574089,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.743354,-1.718466,-0.007255,0.237876,34.867071,-34.369314,-0.255245
194780.807252,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.764633,-1.740298,-0.007163,0.237876,35.292668,-34.805959,-0.251993
194781.038958,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.785230,-1.761471,-0.007065,0.237876,35.704591,-35.229415,-0.248549
194781.277468,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.807069,-1.783850,-0.007023,0.237876,36.141386,-35.677009,-0.247091
194781.531837,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.828564,-1.805836,-0.006936,0.237876,36.571274,-36.116720,-0.244025
194781.770125,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.853630,-1.831474,-0.007288,0.237876,37.072607,-36.629472,-0.256405
194782.006213,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.873598,-1.851951,-0.007210,0.237876,37.471958,-37.039015,-0.253657
194782.241670,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.894379,-1.873349,-0.007120,0.237876,37.887578,-37.466974,-0.250504
194782.479998,1.010562,0.998502,0.981490,-0.016060,-0.012999,-0.049364,0.999993,0.002501,-0.002667,0.000002,1.914912,-1.894391,-0.007050,0.237876,38.298245,-37.887825,-0.248033
