solve_num,solve_time_ms,solve_iters,coord_mode,target_motion_source,node,t,theta,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,circle_center_x,circle_center_y,circle_center_z,circle_radius,circle_omega,circle_phi0,circle_t_abs,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,fz,mx,my,mz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz
0,66.287894,39,absolute,odom+predicted_accel,0,0.000000,0.104748,0.903806,-0.427942,0.400000,0.171177,0.361522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000101,-0.000055,2.482422,0.284140,0.308037,-0.260303,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.252762,0.000802,0.002016,0.000387,-0.903705,0.427887,2.082422,0.112963,-0.053486,-0.260303,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,66.287894,39,absolute,odom+predicted_accel,1,0.104748,0.103956,0.920940,-0.389704,0.400000,0.155934,0.368486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029868,0.032218,2.452695,0.284210,0.308182,-0.307276,1.000000,0.000002,0.000006,0.000001,0.000084,0.000211,0.000023,0.259315,0.000002,0.001811,0.000386,-0.891073,0.421922,2.052695,0.128276,-0.060304,-0.307276,1.000000,0.000002,0.000006,0.000001,0.000084,0.000211,0.000023
0,66.287894,39,absolute,odom+predicted_accel,2,0.208704,0.103292,0.936352,-0.351067,0.400000,0.140532,0.374760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059417,0.064261,2.419641,0.284295,0.308322,-0.328664,1.000000,0.000007,0.000021,0.000002,0.000084,0.000399,0.000046,0.262741,-0.000552,0.001596,0.000385,-0.876935,0.415329,2.019641,0.143763,-0.066438,-0.328664,1.000000,0.000007,0.000021,0.000002,0.000084,0.000399,0.000046
0,66.287894,39,absolute,odom+predicted_accel,3,0.311996,0.102673,0.950066,-0.312064,0.400000,0.124982,0.380355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088788,0.096115,2.385272,0.284415,0.308456,-0.336808,1.000000,0.000009,0.000046,0.000005,0.000027,0.000564,0.000068,0.264501,-0.000902,0.001348,0.000385,-0.861279,0.408179,1.985272,0.159432,-0.071899,-0.336808,1.000000,0.000009,0.000046,0.000005,0.000027,0.000564,0.000068
0,66.287894,39,absolute,odom+predicted_accel,4,0.414669,0.102101,0.962095,-0.272755,0.400000,0.109310,0.385277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117997,0.127790,2.350619,0.284587,0.308591,-0.338211,1.000000,0.000008,0.000079,0.000009,-0.000066,0.000703,0.000091,0.265372,-0.001082,0.001056,0.000385,-0.844098,0.400545,1.950619,0.175276,-0.076686,-0.338211,1.000000,0.000008,0.000079,0.000009,-0.000066,0.000703,0.000091
0,66.287894,39,absolute,odom+predicted_accel,5,0.516769,0.101586,0.972452,-0.233196,0.400000,0.093539,0.389530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147065,0.159304,2.316184,0.284823,0.308734,-0.336314,1.000000,0.000002,0.000117,0.000015,-0.000176,0.000811,0.000113,0.265770,-0.001118,0.000711,0.000385,-0.825387,0.392500,1.916184,0.191285,-0.080796,-0.336314,1.000000,0.000002,0.000117,0.000015,-0.000176,0.000811,0.000113
0,66.287894,39,absolute,odom+predicted_accel,6,0.618356,0.101133,0.981150,-0.193439,0.400000,0.077687,0.393119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.176014,0.190674,2.282191,0.285135,0.308896,-0.332927,1.000000,-0.000010,0.000160,0.000021,-0.000290,0.000883,0.000136,0.265919,-0.001036,0.000306,0.000385,-0.805136,0.384113,1.882191,0.207448,-0.084223,-0.332927,1.000000,-0.000010,0.000160,0.000021,-0.000290,0.000883,0.000136
0,66.287894,39,absolute,odom+predicted_accel,7,0.719489,0.100741,0.988203,-0.153529,0.400000,0.061775,0.396051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204870,0.221922,2.248720,0.285527,0.309089,-0.328998,1.000000,-0.000027,0.000206,0.000028,-0.000394,0.000914,0.000158,0.265938,-0.000857,-0.000164,0.000384,-0.783333,0.375451,1.848720,0.223753,-0.086961,-0.328998,1.000000,-0.000027,0.000206,0.000028,-0.000394,0.000914,0.000158
0,66.287894,39,absolute,odom+predicted_accel,8,0.820230,0.100405,0.993623,-0.113511,0.400000,0.045819,0.398329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233657,0.253070,2.215777,0.286003,0.309322,-0.325013,1.000000,-0.000049,0.000251,0.000037,-0.000481,0.000897,0.000180,0.265891,-0.000599,-0.000703,0.000384,-0.759966,0.366581,1.815777,0.240184,-0.089007,-0.325013,1.000000,-0.000049,0.000251,0.000037,-0.000481,0.000897,0.000180
0,66.287894,39,absolute,odom+predicted_accel,9,0.920635,0.100121,0.997422,-0.073431,0.400000,0.029839,0.399959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262400,0.284140,2.183335,0.286559,0.309603,-0.321217,1.000000,-0.000075,0.000295,0.000046,-0.000541,0.000827,0.000202,0.265812,-0.000275,-0.001309,0.000383,-0.735022,0.357571,1.783335,0.256720,-0.090356,-0.321217,1.000000,-0.000075,0.000295,0.000046,-0.000541,0.000827,0.000202
