timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
200058.728915,1.008429,1.010775,1.024540,-0.010353,-0.010704,-0.006237,0.999995,0.002236,-0.002405,0.000025,0.000000,0.001065,0.000000
200058.778895,1.008406,1.010685,1.024280,-0.010414,-0.010803,-0.001185,0.999996,0.001900,-0.002153,0.000025,-0.060746,0.041758,0.000000
200058.828886,1.008432,1.010650,1.025089,-0.009819,-0.009972,0.023376,0.999999,0.000628,-0.001273,0.000024,-0.041622,0.026146,0.000000
200058.878891,1.008515,1.010697,1.026833,-0.008614,-0.008156,0.038361,1.000000,-0.000317,-0.000699,0.000023,-0.026419,0.015067,0.000000
200058.928886,1.008693,1.010877,1.028870,-0.006828,-0.005486,0.041809,1.000000,-0.000858,-0.000418,0.000023,-0.012280,0.003294,0.000000
200058.978870,1.008961,1.011201,1.030927,-0.004925,-0.002478,0.040375,0.999999,-0.001055,-0.000391,0.000023,-0.000340,0.000000,0.000000
200059.028858,1.009324,1.011676,1.032974,-0.003054,0.000572,0.039612,0.999999,-0.000974,-0.000464,0.000023,0.010474,-0.009536,0.000000
200059.078882,1.009775,1.012294,1.034965,-0.001350,0.003380,0.036835,0.999999,-0.000643,-0.000790,0.000001,0.018118,-0.021561,-0.004521
200059.128890,1.010291,1.013019,1.036491,-0.000078,0.005749,0.026688,0.999999,-0.000144,-0.001314,-0.000144,0.023487,-0.015093,-0.004640
200059.178858,1.010846,1.013849,1.038091,0.000599,0.007450,0.029510,0.999998,0.000449,-0.001684,-0.000217,0.019243,-0.009536,0.000040
200059.228862,1.011427,1.014775,1.040025,0.000857,0.008522,0.034210,0.999998,0.000942,-0.001945,-0.000216,0.017053,-0.012834,0.001067
200059.278858,1.012013,1.015695,1.041971,0.000991,0.009125,0.036926,0.999997,0.001391,-0.002204,-0.000181,0.014863,-0.003362,0.002131
200059.328922,1.012597,1.016649,1.043986,0.000892,0.009338,0.034637,0.999996,0.001754,-0.002297,-0.000168,0.011684,-0.005339,-0.006473
200059.378880,1.013177,1.017641,1.045673,0.000569,0.009216,0.025040,0.999995,0.002046,-0.002395,-0.000389,0.009587,-0.000002,-0.006166
200059.428868,1.013740,1.018559,1.047176,0.000385,0.008789,0.028076,0.999994,0.002285,-0.002359,-0.000476,0.004218,0.007504,-0.000002
200059.478875,1.014295,1.019501,1.049052,0.000150,0.008186,0.031372,0.999994,0.002457,-0.002227,-0.000476,0.009587,0.002329,-0.005002
200059.528842,1.014849,1.020393,1.050666,0.000073,0.007408,0.026596,0.999994,0.002638,-0.002165,-0.000641,0.004302,0.001067,-0.003537
200059.578842,1.015402,1.021231,1.052325,0.000088,0.006474,0.029388,0.999994,0.002737,-0.002127,-0.000673,-0.000044,0.005262,0.002178
200059.628861,1.015960,1.022014,1.054052,0.000225,0.005547,0.030060,0.999994,0.002734,-0.002024,-0.000630,-0.003040,0.001064,-0.003388
200059.678874,1.016526,1.022763,1.055507,0.000383,0.004688,0.022705,0.999994,0.002619,-0.001970,-0.000763,-0.006464,0.004331,-0.002471
200059.728859,1.017104,1.023477,1.057052,0.000613,0.003971,0.027176,0.999995,0.002445,-0.001848,-0.000773,-0.010661,0.007457,0.003234
200059.778854,1.017702,1.024161,1.058813,0.001013,0.003513,0.031647,0.999996,0.002238,-0.001709,-0.000659,-0.008991,0.006426,0.006392
200059.828856,1.018327,1.024827,1.060715,0.001558,0.003269,0.034271,0.999997,0.002028,-0.001606,-0.000529,-0.009630,-0.000046,0.000565
200059.878852,1.018983,1.025488,1.062686,0.002150,0.003244,0.035370,0.999997,0.001844,-0.001630,-0.000564,-0.003098,0.000679,-0.005373
200059.928863,1.019668,1.026150,1.064678,0.002733,0.003355,0.035736,0.999997,0.001755,-0.001599,-0.000695,-0.005399,0.001062,-0.002040
200059.978870,1.020383,1.026819,1.066672,0.003340,0.003567,0.035583,0.999997,0.001665,-0.001637,-0.000698,-0.004274,-0.006430,0.003196
200060.028853,1.021063,1.027443,1.068565,0.003841,0.003857,0.035217,0.999997,0.001581,-0.001788,-0.000596,-0.005369,-0.003151,0.005326
200060.078860,1.021887,1.028197,1.070617,0.004204,0.004230,0.035370,0.999997,0.001521,-0.001883,-0.000499,0.001529,-0.001054,-0.000022
