timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
200059.678843,1.015407,1.021554,1.053795,-0.000789,0.005347,-0.255197,0.999994,0.002737,-0.002127,-0.000673,0.166138,-0.229369,-0.051299,0,0,0
200059.728836,1.016082,1.022446,1.055865,-0.000629,0.004230,-0.259951,0.999994,0.002722,-0.002016,-0.000644,0.246922,-0.251671,-0.023042,0,0,0
200059.778832,1.016776,1.023281,1.057362,-0.000425,0.003264,-0.256434,0.999995,0.002557,-0.001929,-0.000784,0.417771,-0.332007,0.002636,0,0,0
200059.828829,1.017378,1.023941,1.059196,0.000031,0.002806,-0.257638,0.999995,0.002344,-0.001776,-0.000738,0.288394,-0.305593,0.027460,0,0,0
200059.878828,1.018009,1.024599,1.061205,0.000571,0.002554,-0.263072,0.999996,0.002148,-0.001646,-0.000595,0.154968,-0.243298,0.044121,0,0,0
200059.928837,1.018813,1.025385,1.063647,0.001279,0.002482,-0.258650,0.999997,0.001899,-0.001623,-0.000530,0.127264,-0.222018,0.059038,0,0,0
200059.978848,1.019515,1.026049,1.065657,0.001864,0.002598,-0.259470,0.999997,0.001805,-0.001617,-0.000650,0.120583,-0.209428,0.069423,0,0,0
200060.028829,1.020399,1.026860,1.068057,0.002595,0.002867,-0.261393,0.999997,0.001682,-0.001612,-0.000707,0.113863,-0.204901,0.082693,0,0,0
200060.078835,1.020528,1.027003,1.054987,0.001785,0.002023,-0.500809,0.999966,0.004521,-0.006740,0.001356,0.147696,-0.301059,0.159666,0,0,0
200060.128836,1.021255,1.027636,1.070326,0.003153,0.003248,-0.262756,0.999997,0.001581,-0.001788,-0.000596,0.105949,-0.207211,0.090773,0,0,0
200060.178836,1.022254,1.028554,1.072795,0.003544,0.003728,-0.264155,0.999997,0.001527,-0.001888,-0.000499,0.100298,-0.211681,0.097632,0,0,0
200060.228831,1.023202,1.029440,1.074665,0.003766,0.004126,-0.270450,0.999997,0.001582,-0.002054,-0.000495,0.098512,-0.220128,0.104329,0,0,0
200060.278834,1.023391,1.029646,1.061142,0.002760,0.003352,-0.516360,0.999961,0.004037,-0.007562,0.002109,0.129492,-0.333256,0.199980,0,0,0
200060.328820,1.024143,1.030339,1.076346,0.003750,0.004378,-0.272943,0.999996,0.001730,-0.002206,-0.000336,0.094590,-0.229718,0.107463,0,0,0
200060.378833,1.025150,1.031317,1.078900,0.003378,0.004238,-0.268204,0.999996,0.001889,-0.002291,-0.000198,0.089922,-0.236770,0.111811,0,0,0
200060.428840,1.025319,1.031529,1.065489,0.002266,0.003322,-0.516048,0.999954,0.004129,-0.008216,0.002592,0.115070,-0.355314,0.213997,0,0,0
200060.478822,1.026363,1.032493,1.081278,0.003097,0.004032,-0.265635,0.999995,0.002058,-0.002347,0.000097,0.064058,-0.187326,0.119718,0,0,0
200060.528817,1.026518,1.032695,1.067996,0.001866,0.002952,-0.493882,0.999964,0.003653,-0.007036,0.003084,0.078407,-0.264480,0.229773,0,0,0
200060.578831,1.027543,1.033623,1.083709,0.002817,0.003620,-0.277093,0.999995,0.002168,-0.002355,0.000347,0.068597,-0.136204,0.135720,0,0,0
200060.628837,1.027683,1.033804,1.069854,0.001727,0.002616,-0.536091,0.999969,0.003876,-0.005766,0.003737,0.088745,-0.173778,0.261048,0,0,0
200060.678833,1.028835,1.034829,1.086043,0.002323,0.002804,-0.256152,0.999994,0.002275,-0.002363,0.000568,0.075506,-0.086206,0.129661,0,0,0
200060.728820,1.028951,1.034969,1.073235,0.000901,0.001433,-0.445601,0.999974,0.004156,-0.004525,0.003809,0.083162,-0.076269,0.249484,0,0,0
200060.778833,1.028996,1.035041,1.050955,-0.002990,-0.002168,-0.504652,0.999909,0.006214,-0.006449,0.010047,0.076247,-0.004164,0.359872,0,0,0
200060.828829,1.030769,1.036534,1.089054,0.000926,0.000672,-0.094040,0.999994,0.002346,-0.002376,0.000913,0.040419,0.031620,0.101732,0,0,0
200060.878829,1.030815,1.036567,1.084352,-0.001470,-0.001698,-0.079959,0.999987,0.003350,-0.001590,0.003460,0.059967,0.108058,0.193698,0,0,0
200060.928832,1.032343,1.037821,1.091598,-0.000256,-0.001070,0.023618,0.999994,0.002318,-0.002397,0.001321,0.046209,0.070052,0.066870,0,0,0
200060.978826,1.033462,1.038699,1.090312,-0.000654,-0.001446,-0.079919,0.999991,0.002196,-0.002534,0.002739,0.086567,0.000659,0.029677,0,0,0
200061.028822,1.033430,1.038627,1.086316,-0.002954,-0.003450,-0.115557,0.999981,0.004358,-0.002513,0.003487,0.171078,-0.042505,0.042574,0,0,0
200061.078821,1.034411,1.039450,1.092224,-0.000963,-0.001677,-0.063674,0.999990,0.002033,-0.002389,0.003167,0.093198,-0.089329,-0.010661,0,0,0
200061.128810,1.035672,1.040445,1.096019,-0.000762,-0.001592,0.035504,0.999993,0.001674,-0.001879,0.002927,0.034111,-0.151121,-0.044655,0,0,0
200061.178816,1.036305,1.040945,1.097275,-0.000517,-0.001397,0.066506,0.999993,0.001613,-0.001835,0.002975,-0.014248,-0.156217,-0.059322,0,0,0
200061.228822,1.036958,1.041464,1.098600,-0.000139,-0.001004,0.081586,0.999993,0.001504,-0.001778,0.003034,-0.064898,-0.143511,-0.072452,0,0,0
200061.278821,1.036951,1.041413,1.102679,-0.002275,-0.002821,0.193286,0.999985,-0.000105,-0.005367,0.001214,-0.217526,-0.231844,-0.153335,0,0,0
200061.328824,1.037826,1.042171,1.100515,0.000363,-0.000389,0.118397,0.999993,0.001363,-0.001694,0.003043,-0.137922,-0.095733,-0.081991,0,0,0
200061.378824,1.038681,1.042874,1.102511,0.000796,0.000126,0.151097,0.999993,0.001383,-0.001739,0.003043,-0.232218,-0.011967,-0.089235,0,0,0
200061.428825,1.038721,1.042880,1.110066,-0.001482,-0.001697,0.317367,0.999988,-0.004417,-0.002052,0.000802,-0.599849,0.101959,-0.181548,0,0,0
200061.478817,1.039359,1.043442,1.104248,0.001380,0.000934,0.038602,0.999993,0.001398,-0.001916,0.002954,-0.294047,0.089049,-0.106197,0,0,0
200061.528816,1.040817,1.044732,1.107543,0.000979,0.001407,0.108982,0.999993,0.001537,-0.002175,0.002681,-0.434509,0.314244,-0.211860,0,0,0
200061.578822,1.040866,1.044802,1.112992,-0.003021,-0.001435,0.539761,0.999937,-0.009335,0.005660,-0.002627,-1.196160,1.118985,-0.332902,0,0,0
200061.628810,1.041678,1.045527,1.109759,-0.000918,0.000179,0.452977,0.999992,0.001790,-0.002350,0.002588,-0.759307,0.783983,-0.128082,0,0,0
200061.678808,1.041632,1.045536,1.132408,-0.005911,-0.003645,1.026755,0.999703,-0.017229,0.017199,-0.000623,-1.490321,1.905970,-0.213328,0,0,0
200061.728818,1.042920,1.046695,1.112957,-0.002503,-0.001055,0.639659,0.999992,0.001998,-0.002447,0.002468,-0.680676,1.295763,-0.057970,0,0,0
200061.778820,1.044239,1.047942,1.116370,-0.002954,-0.001673,0.612014,0.999993,0.002138,-0.002445,0.001679,-0.665665,1.248136,0.141920,0,0,0
200061.828810,1.044864,1.048526,1.118573,-0.002792,-0.001715,0.472244,0.999994,0.002216,-0.002451,0.001394,-0.826418,1.034121,0.190170,0,0,0
200061.878815,1.045497,1.049107,1.121629,0.000628,0.001220,-0.226624,0.999994,0.002278,-0.002467,0.001211,-0.927726,0.557657,0.167554,0,0,0
200061.928814,1.046093,1.049640,1.123361,0.000527,0.000932,-0.301853,0.999994,0.002192,-0.002264,0.001292,-1.041823,0.116504,0.094421,0,0,0
200061.978801,1.047211,1.050600,1.125921,0.000690,0.000589,-0.323694,0.999995,0.001921,-0.001986,0.001443,-0.900872,-0.426908,-0.130577,0,0,0
200062.028810,1.047723,1.051029,1.127011,0.001009,0.000718,-0.328901,0.999995,0.001808,-0.001910,0.001467,-0.507764,-0.471363,-0.173443,0,0,0
200062.078800,1.048381,1.051575,1.128706,0.001308,0.000782,-0.329286,0.999996,0.001722,-0.001774,0.001487,0.050446,-0.445880,-0.129999,0,0,0
200062.128797,1.049067,1.052135,1.130408,0.001784,0.001019,-0.322415,0.999996,0.001574,-0.001675,0.001487,0.695054,-0.416865,-0.031553,0,0,0
200062.178816,1.049782,1.052719,1.132169,0.002199,0.001365,-0.305518,0.999996,0.001439,-0.001714,0.001487,1.375905,-0.395344,0.090017,0,0,0
200062.228810,1.049892,1.052788,1.116893,0.000657,0.000067,-0.345836,0.999284,0.035825,-0.011542,0.003780,2.976829,-0.459897,0.314132,0,0,0
200062.278806,1.049925,1.052791,1.099602,-0.022652,-0.073227,0.183209,0.993612,0.109830,-0.022966,0.012040,4.352474,-0.225982,0.697416,0,0,0
200062.328806,1.050518,1.053330,1.133874,0.000737,0.000226,0.233156,0.999996,0.001451,-0.001760,0.001487,1.408275,-0.182193,0.257062,0,0,0
200062.378799,1.050555,1.053342,1.145532,-0.003169,-0.003005,0.853755,0.999278,0.036630,-0.006267,0.007964,2.635795,-0.004105,0.672573,0,0,0
200062.428799,1.052798,1.055277,1.137498,-0.001060,-0.000507,0.639866,0.999994,0.001715,-0.002238,0.001850,-0.159405,0.483751,0.570808,0,0,0
200062.478813,1.053679,1.056058,1.136069,-0.002150,-0.001233,0.618998,0.999990,0.002016,-0.002578,0.002997,-0.899245,0.433397,0.580714,0,0,0
200062.528803,1.054510,1.056809,1.137610,-0.003203,-0.001988,0.645098,0.999987,0.002206,-0.002766,0.003610,-1.181224,0.118604,0.592104,0,0,0
200062.578792,1.055031,1.057287,1.139644,0.000758,0.001255,-0.156483,0.999985,0.002301,-0.002829,0.004108,-0.903247,-0.292897,0.603233,0,0,0
200062.628769,1.055069,1.057350,1.131820,-0.000876,-0.000085,-0.357170,0.999559,-0.020284,-0.010274,0.019101,-1.201928,-0.943546,1.220023,0,0,0
200062.678794,1.055025,1.057346,1.113961,-0.007088,0.011618,-0.556546,0.996934,-0.050122,-0.033768,0.049698,-1.328485,-1.360065,1.755852,0,0,0
200062.728811,1.056146,1.058321,1.142983,-0.001478,-0.000508,0.163815,0.999987,0.002061,-0.002467,0.004018,-0.168878,-0.359927,0.536920,0,0,0
200062.778795,1.056072,1.058296,1.151174,-0.004707,-0.003227,0.329826,0.999780,-0.002157,-0.011509,0.017410,-1.394142,-0.061182,1.171324,0,0,0
200062.828872,1.057942,1.059947,1.146212,-0.003332,-0.003128,0.663735,0.999976,0.001989,-0.002040,0.006378,-2.894801,-2.523668,1.141471,0,0,0
200062.878810,1.058842,1.060714,1.146503,-0.003411,-0.003799,0.666530,0.999899,0.002182,-0.002213,0.013898,-1.255395,-3.168848,0.571137,0,0,0
200062.928791,1.059596,1.061330,1.149024,-0.003331,-0.004081,0.689076,0.999874,0.002129,-0.002172,0.015565,0.446217,-0.747546,-0.352467,0,0,0
200062.978833,1.060472,1.062024,1.151816,0.000264,-0.000708,-0.174728,0.999884,0.001930,-0.002049,0.014938,0.558844,2.944084,-0.983509,0,0,0
200063.028804,1.061138,1.062547,1.153194,0.000844,-0.000291,-0.196522,0.999895,0.001739,-0.001953,0.014253,-0.700008,5.200237,-1.137349,0,0,0
200063.078796,1.061795,1.063066,1.154496,0.000946,-0.000161,-0.210105,0.999896,0.001544,-0.001870,0.014202,-2.037469,5.083243,-0.988293,0,0,0
200063.128802,1.061843,1.063057,1.143991,-0.001781,-0.002478,0.037160,0.991019,-0.050658,0.123325,-0.010302,-4.264204,8.235444,-1.797466,0,0,0
200063.178799,1.061754,1.062934,1.145849,0.165368,0.064160,0.203365,0.934070,-0.155451,0.317451,-0.050723,-5.522993,8.896354,-2.495858,0,0,0
200063.228794,1.062489,1.063625,1.155845,-0.001712,-0.002101,0.645456,0.999893,0.001391,-0.001809,0.014455,-2.416423,3.078703,-0.810964,0,0,0
200063.278805,1.062403,1.063520,1.188118,-0.005687,-0.005250,1.266042,0.995452,-0.059791,0.073937,-0.005790,-4.141383,3.525910,-1.511090,0,0,0
200063.328797,1.062119,1.063257,1.251420,0.084370,0.066714,1.373454,0.972885,-0.163517,0.158455,-0.040609,-4.700084,1.934424,-2.145400,0,0,0
200063.378799,1.066363,1.067007,1.168254,0.000122,0.001605,0.306543,0.999858,0.001658,-0.002374,-0.016610,0.482212,1.933224,-0.610131,0,0,0
200063.428805,1.067091,1.067705,1.175004,-0.000292,0.001388,0.253852,0.999825,0.002181,-0.002768,-0.018360,0.713754,4.141467,-0.555707,0,0,0
200063.478784,1.067076,1.067774,1.187697,-0.004421,-0.001744,0.498634,0.994250,0.021839,0.099894,-0.031797,2.232489,8.450413,-1.187902,0,0,0
200063.528782,1.066855,1.067687,1.212628,0.149219,-0.040518,0.770756,0.948202,0.079179,0.301568,-0.060824,4.702908,11.285865,-1.932196,0,0,0
200063.578801,1.067632,1.068235,1.182896,-0.003552,-0.001130,0.767920,0.999720,0.002321,-0.002783,-0.023402,1.431785,4.321588,-0.631551,0,0,0
200063.628798,1.069595,1.070149,1.190214,-0.003492,-0.001900,0.664346,0.999603,0.002338,-0.002323,-0.027984,0.792115,1.580323,-0.538814,0,0,0
200063.678792,1.069420,1.070054,1.223431,-0.008825,-0.006975,1.290543,0.998207,0.023245,0.036608,-0.041266,-1.040774,3.717552,-1.258915,0,0,0
200063.728795,1.068979,1.069705,1.287959,0.009161,-0.019467,1.051821,0.989028,-0.000044,0.130514,-0.069214,-5.559893,5.666574,-2.572137,0,0,0
200063.778796,1.070237,1.070752,1.193896,-0.003920,-0.002661,0.682988,0.999548,0.002462,-0.002402,-0.029856,-1.864762,2.162333,-0.712932,0,0,0
200063.828797,1.071927,1.072282,1.200250,0.000423,0.000834,-0.220909,0.999499,0.002168,-0.002152,-0.031507,-4.060462,2.398037,-2.752115,0,0,0
200063.878792,1.072932,1.073160,1.214393,0.000835,0.000896,-0.222715,0.999212,0.002161,-0.002114,-0.039564,0.666797,3.681376,-1.290155,0,0,0
200063.928780,1.073437,1.073593,1.217593,0.000777,0.000687,-0.216117,0.999120,0.002086,-0.002059,-0.041850,-0.638894,3.587855,0.824346,0,0,0
200063.978786,1.073941,1.074020,1.218839,0.000624,0.000458,-0.233023,0.999119,0.001960,-0.002048,-0.041861,-4.370990,3.722941,2.789140,0,0,0
200064.028787,1.074454,1.074461,1.219983,0.000559,0.000425,-0.216613,0.999137,0.001830,-0.002019,-0.041438,-6.377414,2.797367,2.649841,0,0,0
200064.078783,1.074973,1.074913,1.221359,0.001055,0.000896,-0.319771,0.999144,0.001768,-0.001955,-0.041295,-4.132988,-0.092408,1.734706,0,0,0
200064.128798,1.075635,1.075493,1.223025,0.000152,0.000290,-0.057331,0.999139,0.001690,-0.001949,-0.041413,-3.830644,-2.592715,1.522320,0,0,0
200064.178778,1.076454,1.076225,1.224976,-0.002409,-0.001451,0.635702,0.999126,0.001672,-0.001960,-0.041719,-4.277485,-6.105575,2.196288,0,0,0
200064.228781,1.076333,1.076153,1.256761,-0.003585,-0.002372,0.435106,0.982916,-0.109598,-0.147341,0.012443,-4.153465,-14.659288,4.940736,0,0,0
200064.278774,1.078093,1.077724,1.228416,0.000886,0.001505,-0.168971,0.999104,0.001823,-0.002109,-0.042232,5.913965,-5.179027,1.951296,0,0,0
200064.328789,1.078784,1.078368,1.230777,-0.001678,-0.000287,0.406427,0.999155,0.001823,-0.002182,-0.041005,1.917505,-2.094813,0.356559,0,0,0
200064.378793,1.079341,1.078898,1.235193,-0.003038,-0.001167,0.616715,0.999404,0.002031,-0.002479,-0.034373,-2.684027,-3.303491,1.684453,0,0,0
200064.428787,1.079987,1.079521,1.239391,0.000820,0.001707,-0.188057,0.999585,0.002116,-0.002302,-0.028619,-5.322343,-3.860445,-0.988127,0,0,0
200064.478787,1.080515,1.080024,1.241224,0.001091,0.001915,-0.263529,0.999589,0.001987,-0.002162,-0.028507,-15.401675,-4.108073,-2.872559,0,0,0
200064.528778,1.081048,1.080534,1.242530,0.001214,0.002009,-0.286826,0.999547,0.001913,-0.002015,-0.029968,-15.946167,-2.627567,1.080236,0,0,0
200064.578772,1.082152,1.081575,1.244847,0.001040,0.001800,-0.156682,0.999496,0.001859,-0.001988,-0.031628,-12.492276,6.470985,-5.575353,0,0,0
200064.628779,1.082716,1.082108,1.246084,0.001695,0.002398,-0.295554,0.999497,0.001808,-0.001987,-0.031595,-14.111657,8.275198,-0.929159,0,0,0
200064.678773,1.082800,1.082228,1.231306,0.001019,0.001821,-0.620546,0.925197,-0.318535,0.199859,-0.051024,-15.710204,7.978893,-0.530111,0,0,0
200064.728774,1.083409,1.082763,1.247369,0.001557,0.002265,-0.239512,0.999502,0.001858,-0.001967,-0.031428,-1.923575,-0.753994,0.393335,0,0,0
200064.778778,1.083487,1.082877,1.235393,0.000668,0.001476,-0.510292,0.998484,-0.046755,-0.019288,-0.021699,-2.160812,-2.469189,-3.481852,0,0,0
200064.828779,1.084421,1.083710,1.249316,0.001096,0.001806,-0.040265,0.999499,0.001825,-0.001943,-0.031523,-0.307011,-1.637078,-3.880214,0,0,0
200064.878783,1.084475,1.083801,1.247303,-0.003400,-0.002155,0.593198,0.990870,-0.006910,-0.042196,-0.127859,-1.552546,-4.633172,-3.438631,0,0,0
200064.928787,1.086204,1.085401,1.254375,-0.001294,0.000437,0.659287,0.998878,0.001733,-0.001971,-0.047281,-0.849452,-8.657660,-0.173550,0,0,0
200064.978774,1.087251,1.086409,1.256183,-0.000881,0.000859,0.331700,0.998930,0.002256,-0.002492,-0.046115,0.649884,-4.710901,-1.831056,0,0,0
200065.028765,1.088500,1.087614,1.259776,-0.003331,-0.002032,0.665829,0.998719,0.002586,-0.002465,-0.050478,1.810597,-11.595200,2.661641,0,0,0
200065.078789,1.089041,1.088125,1.262123,0.000679,0.001691,-0.124606,0.998392,0.002406,-0.002338,-0.056586,-3.435045,-10.641302,0.514016,0,0,0
200065.128775,1.089579,1.088632,1.263765,0.001423,0.002270,-0.303207,0.998279,0.002350,-0.002306,-0.058542,-1.500495,-4.161638,4.887914,0,0,0
200065.178766,1.090247,1.089258,1.265124,0.000983,0.001713,-0.247326,0.998330,0.002349,-0.002297,-0.057673,0.831641,-11.194453,7.082899,0,0,0
200065.228774,1.090910,1.089873,1.266225,-0.002306,-0.001503,0.456537,0.998400,0.002248,-0.002174,-0.056463,0.674600,-10.666465,-1.052365,0,0,0
200065.278764,1.091579,1.090489,1.267245,-0.000120,0.000342,0.004115,0.998407,0.002183,-0.002091,-0.056340,1.387913,1.907726,-1.070334,0,0,0
200065.328775,1.092667,1.091480,1.268876,0.001891,0.002022,-0.406610,0.998354,0.002064,-0.002012,-0.057275,-0.782062,1.106878,-0.067048,0,0,0
200065.378783,1.093220,1.091981,1.269736,0.001813,0.001907,-0.364909,0.998332,0.002082,-0.002065,-0.057663,-2.975846,6.599571,-1.360042,0,0,0
200065.428777,1.093706,1.092419,1.270551,-0.001487,-0.001034,0.374774,0.998318,0.002035,-0.002064,-0.057909,-5.106213,5.911595,-0.476734,0,0,0
200065.478779,1.094542,1.093182,1.271791,-0.002421,-0.001648,0.624108,0.998305,0.001944,-0.002045,-0.058139,-6.353294,4.111307,-0.966267,0,0,0
200065.528780,1.095109,1.093705,1.272593,0.001658,0.001879,-0.257420,0.998293,0.001951,-0.001994,-0.058334,-4.074807,3.438313,-0.853273,0,0,0
200065.578762,1.095828,1.094362,1.273651,0.001923,0.002165,-0.291895,0.998275,0.001946,-0.002038,-0.058648,1.272951,1.936344,-0.609292,0,0,0
200065.628758,1.096545,1.095026,1.274725,-0.000194,0.000577,0.170883,0.998257,0.001899,-0.002083,-0.058957,1.328892,1.345917,-1.169854,0,0,0
200065.678779,1.096536,1.095055,1.283269,-0.003133,-0.001800,0.350929,0.995003,0.037050,0.029558,-0.087884,-0.960066,3.035186,-2.240181,0,0,0
200065.728781,1.097270,1.095708,1.275792,-0.001243,-0.000179,0.415167,0.998242,0.001944,-0.002083,-0.059205,-2.350336,1.749073,-1.070272,0,0,0
200065.778775,1.097208,1.095699,1.296550,-0.005825,-0.003975,0.968947,0.993846,-0.053903,0.044962,-0.085692,-5.816807,3.356370,-1.706860,0,0,0
200065.828769,1.096917,1.095501,1.344998,0.082734,0.085328,1.367690,0.964218,-0.190322,0.136483,-0.124236,-8.897840,4.828463,-2.201131,0,0,0
200065.878768,1.098869,1.097242,1.278279,-0.002575,-0.000613,0.640291,0.998200,0.001947,-0.002219,-0.059897,-3.344849,0.912166,-0.497264,0,0,0
