solve_num,solve_time_ms,node,t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
0,163.611922,0,0.000000,1.008340,1.010927,1.025867,-0.010117,-0.010605,-0.006329,0.999995,0.002131,-0.002382,0.000030,0.000000,0.000000,0.000000,0.080000,9.760287,-9.661004,-0.022859
0,163.611922,1,0.050000,1.007835,1.010397,1.025551,-0.010822,-0.011236,-0.348683,0.999995,0.002131,-0.002382,0.000030,0.488014,-0.483050,-0.000650,0.080000,4.151742,-4.090439,0.003959
0,163.611922,2,0.100000,1.007293,1.009835,1.008117,-0.011528,-0.011868,-0.691038,0.999793,0.014330,-0.014456,0.000017,0.695590,-0.687584,-0.000537,0.190544,0.259857,-0.259375,0.001627
0,163.611922,3,0.150000,1.006717,1.009242,0.973565,-0.021728,-0.021978,-0.828971,0.998997,0.031707,-0.031632,0.000009,0.708568,-0.700567,-0.000491,0.324507,-2.305255,2.244679,0.000618
0,163.611922,4,0.200000,1.005631,1.008143,0.932116,-0.059707,-0.060048,-0.720942,0.997571,0.049388,-0.049113,0.000002,0.593293,-0.588346,-0.000473,0.329388,-3.747564,3.661169,-0.000123
0,163.611922,5,0.250000,1.002645,1.005140,0.896069,-0.119477,-0.120153,-0.607382,0.995899,0.064171,-0.063771,-0.000008,0.405904,-0.405299,-0.000477,0.315871,-4.305287,4.261062,0.000219
0,163.611922,6,0.300000,0.996671,0.999133,0.865700,-0.193777,-0.194918,-0.522512,0.994500,0.074270,-0.073854,-0.000023,0.190632,-0.192253,-0.000471,0.296245,-4.253038,4.225071,0.000452
0,163.611922,7,0.350000,0.986983,0.989387,0.839574,-0.274366,-0.275958,-0.476446,0.993768,0.079009,-0.078631,-0.000040,-0.022023,0.018997,-0.000458,0.278408,-3.787832,3.769702,0.000724
0,163.611922,8,0.400000,0.973264,0.975589,0.815752,-0.354944,-0.356916,-0.464187,0.993849,0.078463,-0.078158,-0.000057,-0.211415,0.207483,-0.000437,0.266378,-3.069247,3.059594,0.000995
0,163.611922,9,0.450000,0.955517,0.957743,0.792543,-0.431583,-0.433846,-0.473496,0.994641,0.073209,-0.073000,-0.000074,-0.364873,0.360466,-0.000409,0.261008,-2.223599,2.222327,0.001204
0,163.611922,10,0.500000,0.933938,0.936051,0.768868,-0.501779,-0.504232,-0.490981,0.995885,0.064132,-0.064030,-0.000090,-0.476048,0.471588,-0.000375,0.261111,-1.348707,1.355266,0.001317
0,163.611922,11,0.550000,0.908849,0.910839,0.744319,-0.563452,-0.565991,-0.505885,0.997263,0.052274,-0.052280,-0.000105,-0.543476,0.539358,-0.000337,0.264588,-0.518135,0.531107,0.001342
0,163.611922,12,0.600000,0.880676,0.882539,0.719024,-0.614549,-0.617072,-0.511764,0.998496,0.038719,-0.038824,-0.000119,-0.569376,0.565920,-0.000299,0.269320,0.215679,-0.198347,0.001304
0,163.611922,13,0.650000,0.849949,0.851686,0.693436,-0.653221,-0.655631,-0.506522,0.999395,0.024503,-0.024690,-0.000131,-0.558586,0.556010,-0.000262,0.273692,0.819003,-0.799585,0.001234
0,163.611922,14,0.700000,0.817288,0.818904,0.668110,-0.678237,-0.680451,-0.491412,0.999886,0.010547,-0.010794,-0.000142,-0.517630,0.516036,-0.000227,0.276763,1.274516,-1.255136,0.001160
0,163.611922,15,0.750000,0.783376,0.784882,0.643540,-0.689301,-0.691259,-0.469621,0.999995,-0.002390,0.002107,-0.000151,-0.453900,0.453284,-0.000194,0.278225,1.578757,-1.561148,0.001095
0,163.611922,16,0.800000,0.748911,0.750319,0.620059,-0.687130,-0.688797,-0.444900,0.999815,-0.013734,0.013439,-0.000159,-0.374959,0.375229,-0.000163,0.278233,1.739293,-1.724683,0.001045
