solve_num,solve_time_ms,node,t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
0,157.332580,0,0.000000,1.006718,1.013213,1.045085,-0.011497,-0.011986,-0.009735,0.999996,0.001748,-0.002083,0.000053,0.000000,0.000000,0.000000,0.080000,9.332162,-9.380465,-0.015670
0,157.332580,1,0.050000,1.006143,1.012614,1.044598,-0.012115,-0.012504,-0.352089,0.999996,0.001748,-0.002083,0.000053,0.466608,-0.469023,-0.000445,0.080000,4.350311,-4.292014,-0.000749
0,157.332580,2,0.100000,1.005537,1.011989,1.026994,-0.012732,-0.013022,-0.694443,0.999815,0.013412,-0.013806,0.000045,0.684116,-0.683632,-0.000467,0.184471,0.470364,-0.314959,0.004641
0,157.332580,3,0.150000,1.004901,1.011338,0.992271,-0.022162,-0.022184,-0.843583,0.999057,0.030504,-0.030883,0.000041,0.707622,-0.699392,-0.000335,0.323596,-2.150112,2.217845,0.003069
0,157.332580,4,0.200000,1.003793,1.010228,0.950092,-0.059140,-0.058710,-0.737090,0.997669,0.048164,-0.048336,0.000045,0.600107,-0.588509,-0.000248,0.329573,-3.655565,3.596894,0.001238
0,157.332580,5,0.250000,1.000836,1.007293,0.913238,-0.118000,-0.117366,-0.622953,0.996016,0.063118,-0.062999,0.000056,0.417324,-0.408670,-0.000212,0.316566,-4.253899,4.236038,0.001176
0,157.332580,6,0.300000,0.994936,1.001425,0.882090,-0.191566,-0.191080,-0.536544,0.994607,0.073503,-0.073167,0.000063,0.204625,-0.196871,-0.000179,0.297208,-4.232701,4.194095,0.000811
0,157.332580,7,0.350000,0.985357,0.991871,0.855263,-0.271667,-0.271559,-0.488498,0.993846,0.078590,-0.078059,0.000071,-0.007011,0.012832,-0.000156,0.279285,-3.796226,3.746689,0.000584
0,157.332580,8,0.400000,0.971774,0.978293,0.830838,-0.351908,-0.352357,-0.474495,0.993885,0.078416,-0.077740,0.000079,-0.196822,0.200167,-0.000139,0.267043,-3.102167,3.050360,0.000440
0,157.332580,9,0.450000,0.954179,0.960675,0.807113,-0.428320,-0.429445,-0.482530,0.994635,0.073523,-0.072765,0.000085,-0.351930,0.352686,-0.000127,0.261401,-2.275015,2.227571,0.000344
