timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz
200723.362558,1.006143,1.012614,1.044598,-0.012115,-0.012504,-0.352089,0.999996,0.001748,-0.002083,0.000053,0.466608,-0.469023,-0.000445,0.080000,4.350311,-4.292014,-0.000749
200723.412699,1.005537,1.011989,1.026994,-0.012732,-0.013022,-0.694443,0.999815,0.013412,-0.013806,0.000045,0.684116,-0.683632,-0.000467,0.184471,0.470364,-0.314959,0.004641
200723.462822,1.004901,1.011338,0.992271,-0.022162,-0.022184,-0.843583,0.999057,0.030504,-0.030883,0.000041,0.707622,-0.699392,-0.000335,0.323596,-2.150112,2.217845,0.003069
200723.512994,1.003793,1.010228,0.950092,-0.059140,-0.058710,-0.737090,0.997669,0.048164,-0.048336,0.000045,0.600107,-0.588509,-0.000248,0.329573,-3.655565,3.596894,0.001238
200723.563166,1.000836,1.007293,0.913238,-0.118000,-0.117366,-0.622953,0.996016,0.063118,-0.062999,0.000056,0.417324,-0.408670,-0.000212,0.316566,-4.253899,4.236038,0.001176
200723.773765,1.006356,1.013297,1.044028,-0.006997,0.000105,-0.400458,0.999998,-0.001361,-0.001342,-0.000476,0.538131,-0.512252,0.000071,0.080000,4.437450,-4.222706,0.007766
200723.823896,1.006006,1.013303,1.024005,-0.007394,0.000508,-0.742811,0.999827,0.012084,-0.014152,-0.000439,0.760005,-0.723386,0.000292,0.202338,0.048914,0.039663,0.010839
200723.874056,1.005636,1.013328,0.986865,-0.018002,-0.008541,-0.858871,0.998998,0.031062,-0.032231,-0.000381,0.762459,-0.721394,0.000600,0.330473,-2.725856,2.682049,0.010576
200723.924162,1.004736,1.012901,0.943921,-0.057427,-0.046507,-0.739836,0.997481,0.050080,-0.050238,-0.000312,0.626182,-0.587274,0.000901,0.334616,-4.176129,4.049718,0.008707
200723.974278,1.001865,1.010576,0.906929,-0.119551,-0.108396,-0.616912,0.995730,0.065674,-0.064874,-0.000238,0.417396,-0.384767,0.001148,0.318751,-4.648799,4.477946,0.006159
200724.180598,1.007059,1.019383,1.014529,-0.008967,0.004655,-0.378121,0.999995,0.002419,-0.001576,-0.001564,0.480155,-0.517885,-0.000443,0.080000,4.625857,-4.020549,-0.128667
200724.230727,1.006611,1.019615,0.995623,-0.009435,0.003939,-0.720475,0.999789,0.014400,-0.014539,-0.001588,0.711439,-0.718921,-0.004101,0.205522,0.432742,0.218971,-0.136528
200724.280873,1.006139,1.019812,0.959599,-0.020518,-0.007003,-0.830697,0.998952,0.032145,-0.032525,-0.001690,0.732965,-0.708083,-0.007981,0.327618,-2.438820,2.763431,-0.118386
200724.331013,1.005113,1.019462,0.918064,-0.060008,-0.045900,-0.717034,0.997464,0.050410,-0.050217,-0.001862,0.610809,-0.570133,-0.011346,0.332673,-3.971150,4.011833,-0.097193
200724.381134,1.002113,1.017167,0.882213,-0.121840,-0.107739,-0.597711,0.995760,0.065615,-0.064434,-0.002096,0.412006,-0.369805,-0.014109,0.317471,-4.477823,4.356681,-0.078790
200724.581478,1.008491,1.022850,0.986628,-0.004334,-0.001853,-0.382330,0.999995,0.000855,-0.001003,-0.002723,0.487455,-0.529901,-0.008699,0.080000,4.879040,-3.891804,-0.446617
200724.631596,1.008274,1.022757,0.967512,-0.004632,-0.002105,-0.724683,0.999809,0.013004,-0.014281,-0.002939,0.731232,-0.724652,-0.021394,0.215306,0.450588,0.321408,-0.422552
200724.681713,1.008043,1.022652,0.931278,-0.016048,-0.012439,-0.816765,0.998980,0.031225,-0.032430,-0.003447,0.753173,-0.709175,-0.033405,0.328607,-2.465750,2.748365,-0.365659
200724.731832,1.007240,1.022030,0.890439,-0.055608,-0.050267,-0.701200,0.997481,0.049984,-0.050163,-0.004223,0.628986,-0.572712,-0.043798,0.333206,-4.010339,3.999527,-0.316523
200724.781970,1.004460,1.019516,0.855379,-0.117619,-0.111536,-0.580841,0.995746,0.065649,-0.064442,-0.005241,0.427517,-0.373781,-0.052795,0.317862,-4.581772,4.307855,-0.272713
200724.986215,1.010988,1.027149,0.955318,-0.004715,0.002002,-0.389106,0.999986,0.001542,-0.001770,-0.004652,0.563152,-0.506751,-0.019777,0.080000,4.297911,-4.112913,-0.595324
200725.036328,1.010752,1.027249,0.935862,-0.005241,0.001548,-0.731460,0.999761,0.015559,-0.014500,-0.005140,0.777667,-0.712819,-0.036699,0.231426,-0.318831,0.158901,-0.523732
200725.086433,1.010490,1.027326,0.899289,-0.017736,-0.011721,-0.793782,0.998847,0.034906,-0.032391,-0.006050,0.760733,-0.705957,-0.051585,0.331100,-3.006221,2.700323,-0.468889
200725.136553,1.009603,1.026740,0.859600,-0.057670,-0.054237,-0.673913,0.997267,0.053819,-0.050073,-0.007336,0.609039,-0.572430,-0.064913,0.333465,-4.328988,3.985431,-0.421531
200725.186688,1.006720,1.024028,0.825905,-0.119831,-0.120071,-0.553561,0.995501,0.068965,-0.064354,-0.008960,0.391180,-0.374659,-0.076895,0.316634,-4.710164,4.350433,-0.378147
200725.389871,1.013164,1.030670,0.920245,-0.004699,-0.001995,-0.408454,0.999971,0.001373,-0.001391,-0.007347,0.538319,-0.513798,-0.009814,0.080000,4.382690,-4.049157,-0.298304
200725.440029,1.012929,1.030570,0.899822,-0.005114,-0.002399,-0.750807,0.999760,0.014734,-0.014331,-0.007590,0.757262,-0.716456,-0.018293,0.256075,-0.037508,0.178155,-0.251258
200725.490153,1.012673,1.030450,0.862282,-0.018809,-0.016267,-0.767495,0.998882,0.033520,-0.032364,-0.008037,0.754889,-0.708074,-0.025435,0.329319,-2.737849,2.712729,-0.210801
200725.540275,1.011733,1.029637,0.823907,-0.058568,-0.056788,-0.650794,0.997337,0.052232,-0.050160,-0.008651,0.617313,-0.573166,-0.031427,0.332523,-4.145917,3.989801,-0.178414
200725.590433,1.008804,1.026797,0.791368,-0.120736,-0.120410,-0.531968,0.995584,0.067524,-0.064529,-0.009407,0.409334,-0.374413,-0.036498,0.316426,-4.658301,4.368709,-0.151604
200725.794203,1.015525,1.033849,0.882997,-0.004287,-0.000989,-0.415962,0.999950,0.001413,-0.001685,-0.009724,0.543837,-0.511487,-0.000902,0.080000,4.410846,-4.079950,-0.022725
200725.844335,1.015311,1.033799,0.862199,-0.004791,-0.001402,-0.758315,0.999735,0.014881,-0.014601,-0.009740,0.764361,-0.715503,-0.001548,0.274356,-0.059460,0.147464,-0.009410
200725.894453,1.015071,1.033729,0.824284,-0.019771,-0.016375,-0.741190,0.998847,0.033800,-0.032658,-0.009763,0.761346,-0.708175,-0.001815,0.329094,-2.813754,2.703791,0.003283
200725.944567,1.014083,1.032910,0.787224,-0.059933,-0.057136,-0.624949,0.997288,0.052622,-0.050509,-0.009781,0.620610,-0.573038,-0.001722,0.332401,-4.226347,3.983574,0.013223
200725.994681,1.011086,1.030053,0.755977,-0.122581,-0.121137,-0.506442,0.995526,0.067942,-0.064932,-0.009792,0.409255,-0.373900,-0.001346,0.316096,-4.675215,4.364561,0.019567
200726.199291,1.017665,1.036503,0.840479,-0.004722,-0.003659,-0.422065,0.999928,0.001338,-0.001217,-0.011860,0.539905,-0.512841,0.018629,0.087881,4.327749,-4.132418,0.599409
200726.249402,1.017429,1.036320,0.819376,-0.005123,-0.004090,-0.749824,0.999727,0.014679,-0.014195,-0.011393,0.756655,-0.719080,0.035667,0.284898,-0.112722,0.058243,0.548740
200726.299511,1.017173,1.036115,0.781885,-0.020274,-0.019405,-0.713175,0.998863,0.033362,-0.032385,-0.010494,0.751992,-0.715144,0.051265,0.328406,-2.821164,2.629988,0.503604
200726.349619,1.016159,1.035145,0.746226,-0.060046,-0.059524,-0.598146,0.997334,0.051894,-0.050466,-0.009198,0.612325,-0.582182,0.065579,0.331879,-4.194039,3.961857,0.462030
200726.399729,1.013157,1.032169,0.716319,-0.122500,-0.122570,-0.480496,0.995597,0.066929,-0.065193,-0.007544,0.404072,-0.382565,0.078712,0.315812,-4.601130,4.396037,0.422431
200726.605841,1.020384,1.039352,0.796664,-0.003594,-0.001550,-0.426765,0.999914,0.001165,-0.001610,-0.012984,0.551960,-0.523693,0.020909,0.105531,4.403139,-4.210894,0.651907
200726.655968,1.020204,1.039275,0.775325,-0.004230,-0.001997,-0.721839,0.999702,0.014789,-0.014878,-0.012452,0.772532,-0.733800,0.039439,0.285010,-0.176841,0.108392,0.579177
200726.706067,1.019992,1.039175,0.739233,-0.020125,-0.017409,-0.685007,0.998801,0.033842,-0.033461,-0.011446,0.764788,-0.727224,0.055902,0.329352,-2.930376,2.741285,0.519404
200726.756181,1.018986,1.038304,0.704983,-0.061365,-0.058173,-0.568359,0.997214,0.052665,-0.051868,-0.010022,0.619812,-0.588537,0.070666,0.332398,-4.299592,4.090416,0.468779
200726.806291,1.015918,1.035396,0.676565,-0.125692,-0.122189,-0.450033,0.995424,0.067863,-0.066773,-0.008230,0.406411,-0.382354,0.083991,0.315607,-4.686751,4.522749,0.423811
200727.010434,1.022713,1.042059,0.749889,-0.004502,-0.002940,-0.434333,0.999917,0.001253,-0.001481,-0.012708,0.576634,-0.507703,0.014006,0.126155,4.208969,-4.460304,0.564509
200727.060524,1.022487,1.041912,0.728172,-0.005201,-0.003517,-0.691215,0.999701,0.015503,-0.014353,-0.012350,0.787352,-0.730411,0.030052,0.284632,-0.479245,-0.013373,0.524605
