timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
202202.453198,1.012950,0.997017,0.980096,-0.012917,-0.009407,0.000503,0.999996,0.001753,-0.002247,0.000002,-0.001090,0.002132,0.000000
202202.503151,1.012868,0.997026,0.978107,-0.013977,-0.010986,-0.089966,0.999916,0.010266,-0.007945,0.000156,0.850848,-0.456513,0.012195
202202.553189,1.012529,0.996693,0.964169,-0.023285,-0.028625,-0.318604,0.999783,0.018185,-0.010145,0.000658,-0.016209,0.092448,0.018663
202202.603153,1.011874,0.995625,0.948680,-0.028427,-0.042816,-0.292725,0.999840,0.016215,-0.007521,0.001017,-0.099743,0.095516,0.004197
202202.653138,1.010966,0.993834,0.935034,-0.031174,-0.054016,-0.281738,0.999895,0.013524,-0.005126,0.001070,-0.064120,0.072063,0.000992
202202.703160,1.009984,0.991659,0.915369,-0.031982,-0.063354,-0.432129,0.999920,0.012124,-0.003450,0.001321,-0.017811,0.044724,0.029606
202202.753162,1.008971,0.989117,0.889614,-0.032379,-0.072205,-0.489990,0.999923,0.011745,-0.002965,0.002659,-0.044895,0.014019,0.081199
202202.803133,1.007972,0.986154,0.866977,-0.033020,-0.080688,-0.422119,0.999912,0.011905,-0.003009,0.004991,0.005066,0.006396,0.100152
202202.853144,1.006909,0.982651,0.841865,-0.033569,-0.089600,-0.489746,0.999891,0.012453,-0.002840,0.007346,0.040088,0.006268,0.078744
202202.903152,1.006036,0.979322,0.814208,-0.035156,-0.099243,-0.592773,0.999856,0.013791,-0.003651,0.009236,0.053178,-0.037463,0.148217
202202.953156,1.004879,0.974822,0.780520,-0.037018,-0.109436,-0.552246,0.999822,0.013224,-0.003476,0.012965,-0.067563,0.009894,0.061052
202203.003164,1.003772,0.969917,0.757277,-0.036743,-0.116577,-0.381104,0.999840,0.011487,-0.002659,0.013458,-0.022055,-0.008697,-0.014394
202203.053164,1.002761,0.964876,0.737681,-0.037048,-0.123840,-0.331787,0.999829,0.012318,-0.003387,0.013393,-0.012920,-0.016780,0.025788
202203.103166,1.001563,0.958808,0.717747,-0.038086,-0.132812,-0.359131,0.999816,0.012134,-0.002915,0.014534,-0.033935,0.055394,0.072813
202203.153137,1.000381,0.952711,0.686576,-0.038269,-0.138428,-0.639160,0.999798,0.010592,-0.002434,0.016918,-0.011394,-0.033935,0.141126
202203.203150,0.999418,0.947136,0.651685,-0.042511,-0.145020,-0.645508,0.999727,0.011341,-0.004526,0.019927,-0.005412,-0.066268,0.039679
202203.253156,0.998126,0.940283,0.627174,-0.045471,-0.149414,-0.310547,0.999751,0.008717,-0.004688,0.020010,0.021476,-0.038724,-0.027049
202203.303157,0.996647,0.932911,0.612029,-0.047302,-0.155029,-0.247192,0.999768,0.008627,-0.003921,0.019322,0.008778,0.092175,-0.016644
202203.353169,0.995128,0.925380,0.587148,-0.047363,-0.161499,-0.498535,0.999769,0.008983,-0.002662,0.019325,0.020129,-0.002635,0.028975
202203.403159,0.993570,0.917320,0.556779,-0.048035,-0.167725,-0.475586,0.999752,0.009073,-0.002597,0.020184,-0.044281,0.010849,0.025720
202203.453152,0.992030,0.909303,0.539448,-0.048004,-0.173218,-0.241455,0.999749,0.008674,-0.002200,0.020534,-0.039645,0.008356,-0.002006
202203.503151,0.990458,0.900649,0.524170,-0.047089,-0.176392,-0.280762,0.999763,0.007674,-0.001708,0.020315,0.011692,0.009536,-0.015630
202203.553156,0.988908,0.891870,0.501056,-0.045929,-0.180054,-0.437988,0.999771,0.007545,-0.001327,0.019991,-0.009443,0.011803,-0.004538
202203.603180,0.987132,0.881604,0.475028,-0.045319,-0.187256,-0.361572,0.999770,0.007782,-0.000826,0.019973,-0.027305,0.020300,-0.000045
202203.653156,0.985908,0.873326,0.462352,-0.042419,-0.187866,-0.215454,0.999775,0.007215,-0.000186,0.019964,-0.020879,0.004238,-0.003236
