timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,acc_x,acc_y,acc_z
202202.453151,1.012716,0.996657,0.979987,-0.013959,-0.010684,-0.341837,0.999996,0.001734,-0.002335,0.000001,0.476467,-0.484650,0.000363,0,0,0
202202.503128,1.012413,0.996585,0.980088,-0.014016,-0.010323,-0.252005,0.999996,0.001764,-0.002277,0.000002,0.059164,-0.054305,0.002140,0,0,0
202202.553124,1.012251,0.996530,0.980071,-0.013920,-0.010182,-0.270434,0.999996,0.001811,-0.002296,0.000008,0.106481,-0.105646,0.012414,0,0,0
202202.603125,1.011859,0.996079,0.963379,-0.024533,-0.027261,-0.443714,0.999748,0.018684,-0.012476,0.000306,0.084957,-0.092986,0.032632,0,0,0
202202.653113,1.011024,0.994629,0.941422,-0.031279,-0.045627,-0.512651,0.999800,0.017791,-0.009134,0.000851,0.067478,-0.085593,0.065777,0,0,0
202202.703134,1.009830,0.992123,0.928023,-0.033917,-0.058459,-0.440654,0.999880,0.014277,-0.005936,0.001063,0.059253,-0.089857,0.111306,0,0,0
202202.753135,1.008787,0.989580,0.906144,-0.034521,-0.067879,-0.520384,0.999915,0.012343,-0.004011,0.001129,0.060618,-0.095936,0.147696,0,0,0
202202.803112,1.007781,0.986777,0.875058,-0.034379,-0.077576,-0.604714,0.999925,0.011685,-0.002966,0.001934,0.071874,-0.099237,0.152316,0,0,0
202202.853124,1.006062,0.982898,0.844822,-0.037134,-0.088517,-0.627405,0.999878,0.013475,-0.005488,0.005717,0.106062,-0.150305,0.292535,0,0,0
202202.903124,1.006530,0.982840,0.850231,-0.035028,-0.087537,-0.541552,0.999917,0.011707,-0.002990,0.004492,0.077201,-0.103200,0.146730,0,0,0
202202.953129,1.005231,0.978171,0.817378,-0.035874,-0.100060,-0.561029,0.999891,0.012453,-0.002840,0.007346,0.087757,-0.132237,0.138718,0,0,0
202203.003138,1.004278,0.974360,0.784569,-0.040391,-0.119784,-0.340600,0.999856,0.013791,-0.003651,0.009236,0.155005,-0.170910,0.118445,0,0,0
