solve_num,solve_time_ms,solve_iters,coord_mode,target_motion_source,node,t,theta,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,circle_center_x,circle_center_y,circle_center_z,circle_radius,circle_omega,circle_phi0,circle_t_abs,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,fz,mx,my,mz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz
0,67.190955,47,absolute,odom+predicted_accel,0,0.000000,0.103066,0.308150,0.293155,0.200000,-0.380535,-0.324035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001162,-0.000797,2.484375,-0.341871,-0.287291,-0.285547,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.255270,0.003118,0.001223,-0.000495,-0.309312,-0.293952,2.284375,0.038664,0.036744,-0.285547,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,67.190955,47,absolute,odom+predicted_accel,1,0.103066,0.102589,0.268674,0.258782,0.200000,-0.385414,-0.342672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.036404,-0.030430,2.453056,-0.342022,-0.287829,-0.322193,1.000000,0.000008,0.000003,-0.000001,0.000321,0.000126,-0.000029,0.260289,0.002752,0.000399,-0.000496,-0.305078,-0.289212,2.253056,0.043392,0.054843,-0.322193,1.000000,0.000008,0.000003,-0.000001,0.000321,0.000126,-0.000029
0,67.190955,47,absolute,odom+predicted_accel,2,0.205655,0.102218,0.228914,0.222777,0.200000,-0.389623,-0.358938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.071498,-0.059985,2.419110,-0.342164,-0.288427,-0.339598,1.000000,0.000032,0.000011,-0.000003,0.000604,0.000167,-0.000058,0.262977,0.002268,-0.000208,-0.000497,-0.300412,-0.282762,2.219110,0.047459,0.070512,-0.339598,1.000000,0.000032,0.000011,-0.000003,0.000604,0.000167,-0.000058
0,67.190955,47,absolute,odom+predicted_accel,3,0.307873,0.101904,0.188902,0.185363,0.200000,-0.393166,-0.372770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.106479,-0.089497,2.384031,-0.342291,-0.289108,-0.346763,1.000000,0.000069,0.000019,-0.000007,0.000836,0.000146,-0.000087,0.264393,0.001691,-0.000634,-0.000498,-0.295381,-0.274860,2.184031,0.050875,0.083662,-0.346763,1.000000,0.000069,0.000019,-0.000007,0.000836,0.000146,-0.000087
0,67.190955,47,absolute,odom+predicted_accel,4,0.409777,0.101639,0.148686,0.146782,0.200000,-0.396047,-0.384106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.141364,-0.118993,2.348603,-0.342405,-0.289894,-0.348565,1.000000,0.000116,0.000025,-0.000012,0.001008,0.000081,-0.000116,0.265113,0.001041,-0.000902,-0.000500,-0.290050,-0.265775,2.148603,0.053642,0.094212,-0.348565,1.000000,0.000116,0.000025,-0.000012,0.001008,0.000081,-0.000116
0,67.190955,47,absolute,odom+predicted_accel,5,0.511416,0.101422,0.108315,0.107279,0.200000,-0.398266,-0.392898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176170,-0.148498,2.313221,-0.342512,-0.290796,-0.347652,1.000000,0.000170,0.000026,-0.000018,0.001114,-0.000011,-0.000145,0.265454,0.000335,-0.001032,-0.000502,-0.284485,-0.255776,2.113221,0.055754,0.102102,-0.347652,1.000000,0.000170,0.000026,-0.000018,0.001114,-0.000011,-0.000145
0,67.190955,47,absolute,odom+predicted_accel,6,0.612837,0.101248,0.067839,0.067098,0.200000,-0.399827,-0.399110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.210913,-0.178037,2.278073,-0.342621,-0.291821,-0.345459,1.000000,0.000227,0.000023,-0.000027,0.001148,-0.000115,-0.000173,0.265590,-0.000411,-0.001041,-0.000504,-0.278751,-0.245135,2.078073,0.057205,0.107289,-0.345459,1.000000,0.000227,0.000023,-0.000027,0.001148,-0.000115,-0.000173
0,67.190955,47,absolute,odom+predicted_accel,7,0.714085,0.101111,0.027307,0.026489,0.200000,-0.400730,-0.402717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.245607,-0.207635,2.243233,-0.342743,-0.292967,-0.342760,1.000000,0.000284,0.000015,-0.000036,0.001106,-0.000221,-0.000202,0.265616,-0.001185,-0.000943,-0.000506,-0.272914,-0.234125,2.043233,0.057987,0.109750,-0.342760,1.000000,0.000284,0.000015,-0.000036,0.001106,-0.000221,-0.000202
0,67.190955,47,absolute,odom+predicted_accel,8,0.815196,0.101006,-0.013228,-0.014297,0.200000,-0.400978,-0.403710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.280268,-0.237315,2.208717,-0.342887,-0.294225,-0.339967,1.000000,0.000337,0.000001,-0.000047,0.000986,-0.000316,-0.000232,0.265585,-0.001976,-0.000750,-0.000508,-0.267040,-0.223018,2.008717,0.058092,0.109484,-0.339967,1.000000,0.000337,0.000001,-0.000047,0.000986,-0.000316,-0.000232
0,67.190955,47,absolute,odom+predicted_accel,9,0.916202,0.100924,-0.053713,-0.055009,0.200000,-0.400573,-0.402091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.314909,-0.267096,2.174513,-0.343062,-0.295580,-0.337294,1.000000,0.000382,-0.000017,-0.000059,0.000787,-0.000392,-0.000261,0.265525,-0.002773,-0.000475,-0.000511,-0.261196,-0.212087,1.974513,0.057512,0.106511,-0.337294,1.000000,0.000382,-0.000017,-0.000059,0.000787,-0.000392,-0.000261
0,67.190955,47,absolute,odom+predicted_accel,10,1.017126,0.100860,-0.094091,-0.095394,0.200000,-0.399517,-0.397877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.349541,-0.296994,2.140596,-0.343275,-0.297005,-0.334848,1.000000,0.000414,-0.000038,-0.000073,0.000507,-0.000440,-0.000290,0.265451,-0.003569,-0.000128,-0.000513,-0.255450,-0.201600,1.940596,0.056242,0.100872,-0.334848,1.000000,0.000414,-0.000038,-0.000073,0.000507,-0.000440,-0.000290
0,67.190955,47,absolute,odom+predicted_accel,11,1.117986,0.100808,-0.134305,-0.135199,0.200000,-0.397813,-0.391101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.384175,-0.327019,2.106933,-0.343531,-0.298470,-0.332677,1.000000,0.000431,-0.000060,-0.000089,0.000147,-0.000453,-0.000319,0.265373,-0.004354,0.000281,-0.000516,-0.249870,-0.191820,1.906933,0.054282,0.092631,-0.332677,1.000000,0.000431,-0.000060,-0.000089,0.000147,-0.000453,-0.000319
0,67.190955,47,absolute,odom+predicted_accel,12,1.218794,0.100763,-0.174294,-0.174172,0.200000,-0.395465,-0.381810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.418819,-0.357176,2.073491,-0.343831,-0.299934,-0.330801,1.000000,0.000427,-0.000082,-0.000106,-0.000292,-0.000425,-0.000349,0.265293,-0.005119,0.000743,-0.000519,-0.244526,-0.183004,1.873491,0.051634,0.081876,-0.330801,1.000000,0.000427,-0.000082,-0.000106,-0.000292,-0.000425,-0.000349
0,67.190955,47,absolute,odom+predicted_accel,13,1.319557,0.100721,-0.213996,-0.212069,0.200000,-0.392477,-0.370067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.453481,-0.387466,2.040238,-0.344172,-0.301350,-0.329221,1.000000,0.000399,-0.000102,-0.000124,-0.000808,-0.000350,-0.000379,0.265216,-0.005856,0.001248,-0.000522,-0.239485,-0.175397,1.840238,0.048305,0.068718,-0.329221,1.000000,0.000399,-0.000102,-0.000124,-0.000808,-0.000350,-0.000379
0,67.190955,47,absolute,odom+predicted_accel,14,1.420278,0.100678,-0.253348,-0.248647,0.200000,-0.388855,-0.355952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.488163,-0.417880,2.007143,-0.344544,-0.302661,-0.327932,1.000000,0.000344,-0.000116,-0.000144,-0.001398,-0.000224,-0.000409,0.265140,-0.006556,0.001788,-0.000525,-0.234815,-0.169234,1.807143,0.044310,0.053291,-0.327932,1.000000,0.000344,-0.000116,-0.000144,-0.001398,-0.000224,-0.000409
0,67.190955,47,absolute,odom+predicted_accel,15,1.520956,0.100630,-0.292287,-0.283672,0.200000,-0.384605,-0.339559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.522870,-0.448407,1.974178,-0.344937,-0.303807,-0.326926,1.000000,0.000257,-0.000123,-0.000165,-0.002058,-0.000044,-0.000439,0.265067,-0.007208,0.002354,-0.000528,-0.230583,-0.164735,1.774178,0.039668,0.035752,-0.326926,1.000000,0.000257,-0.000123,-0.000165,-0.002058,-0.000044,-0.000439
0,67.190955,47,absolute,odom+predicted_accel,16,1.621586,0.100575,-0.330749,-0.316922,0.200000,-0.379736,-0.320997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.557599,-0.479023,1.941317,-0.345330,-0.304718,-0.326193,1.000000,0.000135,-0.000119,-0.000188,-0.002783,0.000193,-0.000469,0.264995,-0.007803,0.002937,-0.000530,-0.226850,-0.162101,1.741317,0.034405,0.016279,-0.326193,1.000000,0.000135,-0.000119,-0.000188,-0.002783,0.000193,-0.000469
0,67.190955,47,absolute,odom+predicted_accel,17,1.722161,0.100510,-0.368669,-0.348183,0.200000,-0.374256,-0.300393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.592349,-0.509699,1.908533,-0.345702,-0.305320,-0.325726,1.000000,-0.000025,-0.000102,-0.000212,-0.003568,0.000489,-0.000499,0.264926,-0.008331,0.003529,-0.000533,-0.223680,-0.161516,1.708533,0.028554,-0.004927,-0.325726,1.000000,-0.000025,-0.000102,-0.000212,-0.003568,0.000489,-0.000499
0,67.190955,47,absolute,odom+predicted_accel,18,1.822670,0.100433,-0.405984,-0.377256,0.200000,-0.368176,-0.277884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.627111,-0.540397,1.875805,-0.346021,-0.305532,-0.325517,1.000000,-0.000225,-0.000069,-0.000238,-0.004405,0.000844,-0.000530,0.264858,-0.008783,0.004119,-0.000536,-0.221127,-0.163142,1.675805,0.022156,-0.027648,-0.325517,1.000000,-0.000225,-0.000069,-0.000238,-0.004405,0.000844,-0.000530
0,67.190955,47,absolute,odom+predicted_accel,19,1.923104,0.100343,-0.442630,-0.403957,0.200000,-0.361509,-0.253623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.661874,-0.571070,1.843110,-0.346252,-0.305269,-0.325561,1.000000,-0.000468,-0.000016,-0.000266,-0.005287,0.001257,-0.000560,0.264791,-0.009147,0.004700,-0.000538,-0.219244,-0.167114,1.643110,0.015257,-0.051646,-0.325561,1.000000,-0.000468,-0.000016,-0.000266,-0.005287,0.001257,-0.000560
0,67.190955,47,absolute,odom+predicted_accel,20,2.023447,0.100240,-0.478545,-0.428119,0.200000,-0.354267,-0.227773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.696623,-0.601663,1.810428,-0.346355,-0.304444,-0.325855,1.000000,-0.000757,0.000059,-0.000294,-0.006205,0.001729,-0.000591,0.264724,-0.009415,0.005263,-0.000540,-0.218078,-0.173544,1.610428,0.007911,-0.076671,-0.325855,1.000000,-0.000757,0.000059,-0.000294,-0.006205,0.001729,-0.000591
0,67.190955,47,absolute,odom+predicted_accel,21,2.123687,0.100124,-0.513669,-0.449593,0.200000,-0.346463,-0.200509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.731339,-0.632109,1.777737,-0.346284,-0.302965,-0.326398,0.999999,-0.001091,0.000159,-0.000325,-0.007149,0.002257,-0.000622,0.264657,-0.009578,0.005798,-0.000541,-0.217669,-0.182516,1.577737,0.000180,-0.102456,-0.326398,0.999999,-0.001091,0.000159,-0.000325,-0.007149,0.002257,-0.000622
0,67.190955,47,absolute,odom+predicted_accel,22,2.223811,0.099995,-0.547944,-0.468250,0.200000,-0.338115,-0.172014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.765996,-0.662336,1.745017,-0.345986,-0.300741,-0.327191,0.999999,-0.001473,0.000287,-0.000357,-0.008108,0.002838,-0.000652,0.264589,-0.009628,0.006297,-0.000542,-0.218052,-0.194087,1.545017,-0.007871,-0.128727,-0.327191,0.999999,-0.001473,0.000287,-0.000357,-0.008108,0.002838,-0.000652
0,67.190955,47,absolute,odom+predicted_accel,23,2.323806,0.099856,-0.581314,-0.483980,0.200000,-0.329238,-0.142478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.800566,-0.692261,1.712247,-0.345406,-0.297679,-0.328236,0.999998,-0.001903,0.000445,-0.000390,-0.009070,0.003468,-0.000683,0.264521,-0.009557,0.006751,-0.000543,-0.219252,-0.208282,1.512247,-0.016168,-0.155201,-0.328236,0.999998,-0.001903,0.000445,-0.000390,-0.009070,0.003468,-0.000683
0,67.190955,47,absolute,odom+predicted_accel,24,2.423662,0.099710,-0.613725,-0.496695,0.200000,-0.319849,-0.112097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.835013,-0.721794,1.679406,-0.344482,-0.293688,-0.329538,0.999997,-0.002379,0.000635,-0.000425,-0.010024,0.004143,-0.000714,0.264450,-0.009362,0.007152,-0.000543,-0.221288,-0.225098,1.479406,-0.024633,-0.181591,-0.329538,0.999997,-0.002379,0.000635,-0.000425,-0.010024,0.004143,-0.000714
0,67.190955,47,absolute,odom+predicted_accel,25,2.523372,0.099559,-0.645127,-0.506329,0.200000,-0.309966,-0.081071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.869297,-0.750835,1.646470,-0.343151,-0.288678,-0.331103,0.999995,-0.002902,0.000859,-0.000462,-0.010958,0.004857,-0.000745,0.264378,-0.009037,0.007492,-0.000543,-0.224170,-0.244506,1.446470,-0.033185,-0.207607,-0.331103,0.999995,-0.002902,0.000859,-0.000462,-0.010958,0.004857,-0.000745
0,67.190955,47,absolute,odom+predicted_accel,26,2.622931,0.099409,-0.675474,-0.512836,0.200000,-0.299608,-0.049600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.903374,-0.779280,1.613414,-0.341345,-0.282564,-0.332938,0.999993,-0.003470,0.001120,-0.000500,-0.011857,0.005603,-0.000776,0.264304,-0.008581,0.007764,-0.000542,-0.227900,-0.266444,1.413414,-0.041737,-0.232964,-0.332938,0.999993,-0.003470,0.001120,-0.000500,-0.011857,0.005603,-0.000776
0,67.190955,47,absolute,odom+predicted_accel,27,2.722340,0.099264,-0.704723,-0.516192,0.200000,-0.288792,-0.017887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.937194,-0.807016,1.580212,-0.338993,-0.275264,-0.335053,0.999991,-0.004080,0.001417,-0.000540,-0.012710,0.006376,-0.000806,0.264228,-0.007994,0.007959,-0.000542,-0.232471,-0.290824,1.380212,-0.050201,-0.257377,-0.335053,0.999991,-0.004080,0.001417,-0.000540,-0.012710,0.006376,-0.000806
