solve_num,solve_time_ms,solve_iters,coord_mode,node,t,theta,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,circle_center_x,circle_center_y,circle_center_z,circle_radius,circle_omega,circle_phi0,circle_t_abs,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,fz,mx,my,mz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz
0,199.780856,154,absolute,0,0.000000,0.155708,0.538620,1.926107,1.500000,-0.770443,0.215448,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,0.000036,-0.000102,2.992926,-0.000300,0.001089,-0.000106,1.000000,-0.000175,-0.000041,-0.000003,-0.000014,0.001063,0.000000,0.200835,-0.425375,-0.211447,0.004712,-0.538584,-1.926209,1.492926,0.770143,-0.214359,-0.000106,1.000000,-0.000175,-0.000041,-0.000003,-0.000014,0.001063,0.000000
0,199.780856,154,absolute,1,0.100000,0.079412,0.461165,1.946106,1.500000,-0.778442,0.184466,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.001018,-0.003580,2.964159,-0.013189,-0.044885,-0.369400,0.999995,-0.002755,-0.001240,0.000013,-0.066248,-0.031862,0.000417,0.215772,-0.225731,-0.114916,0.003887,-0.462183,-1.949685,1.464159,0.765254,-0.229351,-0.369400,0.999995,-0.002755,-0.001240,0.000013,-0.066248,-0.031862,0.000417
0,199.780856,154,absolute,2,0.200000,0.077007,0.382973,1.962991,1.500000,-0.785196,0.153189,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.002350,-0.007947,2.929089,-0.020545,-0.064501,-0.513836,0.999980,-0.005741,-0.002686,0.000034,-0.084172,-0.040991,0.000593,0.255700,-0.122341,-0.071734,0.003728,-0.385323,-1.970938,1.429089,0.764651,-0.217690,-0.513836,0.999980,-0.005741,-0.002686,0.000034,-0.084172,-0.040991,0.000593
0,199.780856,154,absolute,3,0.300000,0.081345,0.304168,1.976735,1.500000,-0.790694,0.121667,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.004272,-0.013465,2.888510,-0.029663,-0.077990,-0.540089,0.999948,-0.009163,-0.004371,0.000060,-0.093592,-0.046518,0.000756,0.276363,-0.043237,-0.039870,0.003635,-0.308440,-1.990200,1.388510,0.761031,-0.199657,-0.540089,0.999948,-0.009163,-0.004371,0.000060,-0.093592,-0.046518,0.000756
0,199.780856,154,absolute,4,0.400000,0.088059,0.224876,1.987317,1.500000,-0.794927,0.089950,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.007169,-0.020150,2.845976,-0.041959,-0.085329,-0.505716,0.999895,-0.013041,-0.006328,0.000095,-0.097106,-0.049766,0.000924,0.285258,0.021532,-0.012854,0.003531,-0.232045,-2.007468,1.345976,0.752968,-0.175280,-0.505716,0.999895,-0.013041,-0.006328,0.000095,-0.097106,-0.049766,0.000924
0,199.780856,154,absolute,5,0.500000,0.096532,0.145225,1.994720,1.500000,-0.797888,0.058090,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.011570,-0.027714,2.804349,-0.058529,-0.085161,-0.439757,0.999814,-0.017274,-0.008544,0.000142,-0.095207,-0.050905,0.001101,0.288188,0.074468,0.010647,0.003406,-0.156795,-2.022435,1.304349,0.739360,-0.143251,-0.439757,0.999814,-0.017274,-0.008544,0.000142,-0.095207,-0.050905,0.001101
0,199.780856,154,absolute,6,0.600000,0.105961,0.065341,1.998932,1.500000,-0.799573,0.026137,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.018251,-0.035555,2.765878,-0.080517,-0.075795,-0.357376,0.999704,-0.021695,-0.010975,0.000204,-0.088014,-0.049885,0.001288,0.287771,0.116136,0.030757,0.003261,-0.083592,-2.034488,1.265878,0.719056,-0.101931,-0.357376,0.999704,-0.021695,-0.010975,0.000204,-0.088014,-0.049885,0.001288
0,199.780856,154,absolute,7,0.700000,0.115295,-0.014647,1.999946,1.500000,-0.799979,-0.005859,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.028248,-0.042608,2.732691,-0.108905,-0.055698,-0.269140,0.999570,-0.026030,-0.013531,0.000285,-0.075702,-0.046635,0.001484,0.284952,0.146344,0.047225,0.003099,-0.013601,-2.042555,1.232691,0.691073,-0.049839,-0.269140,0.999570,-0.026030,-0.013531,0.000285,-0.075702,-0.046635,0.001484
0,199.780856,154,absolute,8,0.800000,0.123557,-0.094612,1.997761,1.500000,-0.799104,-0.037845,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.042789,-0.047314,2.706469,-0.144083,-0.024364,-0.185840,0.999424,-0.029906,-0.016060,0.000390,-0.058824,-0.041199,0.001687,0.279836,0.164878,0.059772,0.002928,0.051822,-2.045075,1.206469,0.655022,0.013480,-0.185840,0.999424,-0.029906,-0.016060,0.000390,-0.058824,-0.041199,0.001687
0,199.780856,154,absolute,9,0.900000,0.130193,-0.174425,1.992379,1.500000,-0.796952,-0.069770,0.000000,0.000000,0.000000,1.500000,2.000000,0.400000,-709824824.524787,1774562190.220973,-0.063106,-0.047860,2.687541,-0.185436,0.016841,-0.120660,0.999289,-0.032910,-0.018374,0.000522,-0.038446,-0.033822,0.001893,0.272007,0.172094,0.068301,0.002758,0.111320,-2.040239,1.187541,0.611515,0.086611,-0.120660,0.999289,-0.032910,-0.018374,0.000522,-0.038446,-0.033822,0.001893
