timestamp,solve_num,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
69771.905110,0,-0.000015,-0.000144,2.992905,-0.000088,0.000854,-0.000076,1.000000,-0.000257,0.000032,-0.000003,-0.001065,0.000000,0.000000
69772.005128,0,0.000003,-0.000161,2.983856,0.000056,0.001275,-0.177979,1.000000,-0.000588,0.000024,-0.000003,-0.003104,0.000051,0.000000
69772.105093,0,-0.000034,-0.000231,2.947380,-0.008522,-0.012520,-0.520996,0.999941,0.009210,-0.005785,-0.000014,0.041520,-0.033321,-0.001065
69772.205075,0,-0.001021,-0.001762,2.892146,-0.023499,-0.033905,-0.532715,0.999917,0.010487,-0.007493,-0.000091,-0.042747,0.018425,0.000040
69772.305090,0,-0.003530,-0.005359,2.842879,-0.038727,-0.051819,-0.457031,0.999926,0.009179,-0.007999,-0.000106,-0.078540,0.041724,0.000000
69772.405122,0,-0.007591,-0.010622,2.797781,-0.053680,-0.062500,-0.395020,0.999951,0.005629,-0.008130,-0.000024,-0.099129,0.047962,0.004261
69772.505073,0,-0.013163,-0.016716,2.760144,-0.069031,-0.063293,-0.312988,0.999957,0.000871,-0.009192,0.000126,-0.096198,0.034020,0.004261
69772.605092,0,-0.020247,-0.022596,2.729122,-0.086609,-0.054443,-0.247803,0.999922,-0.003803,-0.011907,0.000167,-0.073222,0.011258,0.004261
69772.705088,0,-0.029892,-0.027745,2.703396,-0.113525,-0.039886,-0.183838,0.999833,-0.007960,-0.016423,0.000343,-0.048747,0.000631,0.006396
69772.805041,0,-0.042774,-0.031067,2.684406,-0.149658,-0.018341,-0.117737,0.999688,-0.012032,-0.021886,0.000557,-0.028242,0.004406,0.007495
69772.905039,0,-0.059904,-0.031753,2.670987,-0.196045,0.010925,-0.076782,0.999461,-0.016634,-0.028278,0.000820,-0.005497,0.035145,0.011974
69773.005039,0,-0.082264,-0.029033,2.659506,-0.252441,0.048370,-0.074768,0.999189,-0.021287,-0.034156,0.001058,0.021391,0.071858,0.023453
69773.105090,0,-0.111052,-0.022120,2.645699,-0.320068,0.095581,-0.105957,0.998842,-0.025967,-0.040446,0.002261,0.092584,0.161443,0.055394
69773.205036,0,-0.146218,-0.010622,2.628126,-0.395264,0.148560,-0.142212,0.998580,-0.028771,-0.044684,0.003643,0.141535,0.214485,0.033015
69773.305028,0,-0.189233,0.006028,2.604859,-0.477051,0.203735,-0.189453,0.998550,-0.028500,-0.045456,0.004405,0.232211,0.321250,0.026572
69773.405038,0,-0.239774,0.027568,2.576607,-0.546875,0.249756,-0.234009,0.998803,-0.025113,-0.041714,0.004711,0.275707,0.394063,0.014863
69773.505033,0,-0.297082,0.053284,2.544556,-0.609375,0.286133,-0.264404,0.999214,-0.018846,-0.034599,0.004473,0.300251,0.433060,0.003441
69773.605032,0,-0.353439,0.079035,2.516429,-0.631836,0.294922,-0.246582,0.999825,-0.006742,-0.017033,0.003847,0.328613,0.567232,-0.011922
69773.705036,0,-0.417659,0.108141,2.489033,-0.614746,0.280029,-0.257080,0.999947,0.006044,0.007881,0.002708,0.255663,0.544597,-0.016541
69773.805030,0,-0.479156,0.135527,2.463943,-0.557617,0.249146,-0.255859,0.999536,0.013524,0.027226,0.001995,0.119855,0.351520,0.005011
69773.905037,0,-0.534486,0.159901,2.441160,-0.481689,0.215454,-0.238525,0.999306,0.014217,0.034369,0.001801,0.003194,0.110651,-0.001233
69774.005037,0,-0.582639,0.181292,2.419761,-0.410156,0.187622,-0.218018,0.999503,0.010462,0.029701,0.001473,-0.048678,-0.074381,0.003645
69774.105036,0,-0.624077,0.200181,2.399546,-0.364502,0.172119,-0.196777,0.999828,0.005661,0.017552,0.001701,-0.025447,-0.110992,0.019141
69774.205036,0,-0.662795,0.218200,2.380219,-0.343750,0.162842,-0.171753,0.999980,0.003600,0.004545,0.002406,0.030475,-0.077994,0.020692
69774.305036,0,-0.700429,0.235340,2.361757,-0.347656,0.154541,-0.162354,0.999969,0.005397,-0.004929,0.003089,0.086448,0.030901,0.015928
69774.405092,0,-0.738737,0.251229,2.344032,-0.361084,0.137817,-0.151245,0.999900,0.009761,-0.009615,0.003453,0.099129,0.133013,0.006596
69774.505036,0,-0.778464,0.265026,2.327336,-0.378418,0.112488,-0.143433,0.999844,0.015033,-0.008569,0.003589,0.079562,0.207940,0.002959
69774.605024,0,-0.819329,0.275760,2.311449,-0.385986,0.077332,-0.139771,0.999784,0.019730,-0.004875,0.004267,0.034787,0.236574,0.022311
