solve_num,solve_time_ms,solve_iters,coord_mode,node,t,theta,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,tgt_ax,tgt_ay,tgt_az,tgt_qw,tgt_qx,tgt_qy,tgt_qz,tgt_wx,tgt_wy,tgt_wz,tgt_alfx,tgt_alfy,tgt_alfz
0,188.870230,75,absolute_shifted,0,0.000000,0.119991,1.315216,1.483178,0.978975,0.026779,0.030257,-0.016586,0.999984,0.003613,0.003096,0.002959,0.092925,-0.086857,0.095652,0.268543,5.206680,-6.118683,-1.398256,-1.314538,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,1,0.119991,0.119994,1.318108,1.485571,0.977944,0.010690,-0.000148,-0.001136,0.999301,0.028105,-0.023987,0.005653,0.719130,-0.819725,0.000271,0.269520,-3.742894,4.143822,-0.011593,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,2,0.239985,0.119993,1.313998,1.479740,0.978582,-0.092646,-0.108930,0.009629,0.996620,0.057912,-0.058023,0.005382,0.270002,-0.322494,-0.000519,0.269478,-2.142703,2.389803,0.007333,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,3,0.359978,0.119993,1.293911,1.457741,0.979839,-0.246345,-0.261112,0.010361,0.995411,0.066422,-0.068681,0.005232,0.012886,-0.035738,-0.000019,0.268752,-1.149952,1.293596,-0.000487,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,4,0.479972,0.119993,1.254610,1.416944,0.980818,-0.407734,-0.417555,0.006263,0.995799,0.063058,-0.066197,0.005164,-0.125100,0.119485,-0.000052,0.267873,-0.546372,0.626612,0.000107,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,5,0.599964,0.119992,1.196700,1.358224,0.981276,-0.553855,-0.557429,0.002262,0.996931,0.053572,-0.056855,0.005127,-0.190660,0.194675,-0.000045,0.267072,-0.182990,0.224284,0.000349,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,6,0.719956,0.119991,1.122770,1.284247,0.981383,-0.673551,-0.670801,0.000483,0.998138,0.041440,-0.044461,0.005105,-0.212617,0.221587,-0.000021,0.266433,0.031164,-0.013653,0.000177,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,7,0.839947,0.119989,1.036293,1.198452,0.981431,-0.762689,-0.754206,0.001052,0.999084,0.028746,-0.031298,0.005089,-0.208877,0.219949,-0.000009,0.265968,0.151751,-0.148574,0.000060,-1.314537,-1.489134,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,8,0.959936,0.119987,0.940968,1.104444,0.981658,-0.821276,-0.807978,0.003195,0.999673,0.016704,-0.018705,0.005077,-0.190668,0.202122,-0.000005,0.265660,0.213020,-0.218205,0.000025,-1.314537,-1.489133,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,9,1.079924,0.119985,0.840337,1.005645,0.982195,-0.851674,-0.834600,0.005966,0.999942,0.005976,-0.007421,0.005066,-0.165108,0.175941,-0.000003,0.265475,0.236559,-0.246287,0.000016,-1.314537,-1.489133,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,10,1.199909,0.119982,0.737575,0.905107,0.983067,-0.857468,-0.837654,0.008600,0.999980,-0.003127,0.002202,0.005056,-0.136725,0.146390,-0.000002,0.265377,0.236367,-0.248188,0.000010,-1.314537,-1.489133,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
0,188.870230,75,absolute_shifted,11,1.319891,0.119978,0.635393,0.805418,0.984225,-0.842751,-0.821153,0.010623,0.999881,-0.010518,0.010053,0.005047,-0.108365,0.116612,-0.000002,0.265336,0.221775,-0.234134,0.000008,-1.314537,-1.489133,0.509243,0.000000,0.000001,-0.000000,0.000000,0.000000,-0.000000,0.875279,0.001816,-0.002255,-0.483610,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000
