timestamp,solve_num,event,reason,coord_mode,x0_source,solve_time_ms,solve_iters,constraint_error,active_elapsed_now_sec,activation_elapsed_sec,activation_wall_time_sec,solve_lead_sec,solve_finish_late_by_sec,handoff_pos_err,handoff_vel_err,replan_delay_sec,state_jump_norm,control_jump_norm,hover_z_jump,extra_values
16881.030525,0,accepted,,absolute_shifted,live_first,188.870230,75.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839947,nan,nan,nan,
16881.818741,1,accepted,,absolute_shifted,predicted_handoff,186.382701,73.000000,0.000000,0.601960,0.839947,16881.870155,0.238870,-0.051549,0.039669,0.174273,0.839253,nan,nan,nan,
16881.902297,1,handoff,Active plan swapped to pending plan,absolute,,186.382701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839947,0.008313,nan,active_plan_age_sec=0.871965;control_jump_norm=0.00831284;new_solve_num=1;previous_solve_num=0;solve_latency_sec=0.186383;state_jump_norm=0.839947
16882.658736,2,accepted,,absolute_shifted,predicted_handoff,186.358415,75.000000,0.000000,0.601993,0.839253,16882.709408,0.238124,-0.050829,0.111819,0.068359,0.838625,nan,nan,nan,
16882.742286,2,handoff,Active plan swapped to pending plan,absolute,,186.358415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839253,0.018864,nan,active_plan_age_sec=0.871991;control_jump_norm=0.0188637;new_solve_num=2;previous_solve_num=1;solve_latency_sec=0.186358;state_jump_norm=0.839253
16883.499189,3,accepted,,absolute_shifted,predicted_handoff,187.767004,74.000000,0.000000,0.601734,0.838625,16883.548033,0.237594,-0.049019,0.072845,0.147854,0.835994,nan,nan,nan,
16883.582269,3,handoff,Active plan swapped to pending plan,absolute,,187.767004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839429,1.076455,nan,active_plan_age_sec=0.872731;control_jump_norm=1.07645;new_solve_num=3;previous_solve_num=2;solve_latency_sec=0.187767;state_jump_norm=0.839429
16884.341457,4,accepted,,absolute_shifted,predicted_handoff,194.125514,98.000000,0.000000,0.599079,0.835994,16884.384027,0.237646,-0.042709,0.035716,0.060689,0.829750,nan,nan,nan,
16884.422138,4,handoff,Active plan swapped to pending plan,absolute,,194.125514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.837275,1.215751,nan,active_plan_age_sec=0.874048;control_jump_norm=1.21575;new_solve_num=4;previous_solve_num=3;solve_latency_sec=0.194126;state_jump_norm=0.837275
16885.172982,5,accepted,,absolute_shifted,predicted_handoff,197.668710,96.000000,0.000002,0.591014,0.829750,16885.213776,0.239590,-0.040955,0.054303,0.071038,0.839747,nan,nan,nan,
16885.262201,5,handoff,Active plan swapped to pending plan,absolute,,197.668710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.848217,2.353359,nan,active_plan_age_sec=0.87804;control_jump_norm=2.35336;new_solve_num=5;previous_solve_num=4;solve_latency_sec=0.197669;state_jump_norm=0.848217
16885.999449,6,accepted,,absolute_shifted,predicted_handoff,187.108225,96.000000,0.000002,0.598303,0.839747,16886.053524,0.242014,-0.054238,0.033810,0.282650,0.835770,nan,nan,nan,
16886.102232,6,handoff,Active plan swapped to pending plan,absolute,,187.108225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839748,0.002663,nan,active_plan_age_sec=0.888314;control_jump_norm=0.00266295;new_solve_num=6;previous_solve_num=5;solve_latency_sec=0.187108;state_jump_norm=0.839748
16886.842044,7,accepted,,absolute_shifted,predicted_handoff,192.786977,95.000000,0.000000,0.595516,0.835770,16886.889293,0.240542,-0.047429,0.220210,0.590000,0.791262,nan,nan,nan,
16886.942170,7,handoff,Active plan swapped to pending plan,absolute,,192.786977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.835770,0.000287,nan,active_plan_age_sec=0.88852;control_jump_norm=0.000286994;new_solve_num=7;previous_solve_num=6;solve_latency_sec=0.192787;state_jump_norm=0.83577
