timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
201194.206359,1.006425,1.012546,1.058030,-0.012154,0.004250,-0.011536,0.999994,0.003419,-0.000968,0.000091,0.001264,-0.006392,0.000000
201194.256475,1.006346,1.013156,1.057964,-0.010925,0.002649,0.013687,0.999996,0.002720,-0.000715,0.000086,-0.052360,0.023027,0.000000
201194.306608,1.006352,1.013708,1.060550,-0.009239,0.002090,0.066711,0.999999,0.001553,-0.000266,0.000071,-0.042133,0.008416,-0.001065
201194.356693,1.006462,1.014269,1.064295,-0.007252,0.002552,0.074768,1.000000,0.000635,-0.000195,0.000019,-0.031958,-0.006899,-0.004487
201194.406803,1.006666,1.014879,1.066555,-0.005367,0.003843,0.029602,1.000000,-0.000028,-0.000468,-0.000169,-0.015911,-0.018357,-0.012843
201194.625113,1.007932,1.018265,1.041134,-0.006065,0.007786,-0.163452,0.999988,0.001773,-0.003462,-0.002882,0.027083,-0.015118,-0.020146
201194.675260,1.008111,1.019069,1.034345,-0.007538,0.007210,-0.101257,0.999987,0.001980,-0.003400,-0.003160,-0.011582,0.023010,0.006984
201194.725411,1.008211,1.019844,1.034370,-0.008461,0.006912,0.041840,0.999991,0.001751,-0.002848,-0.002755,-0.013900,0.024544,0.025583
201194.775554,1.008281,1.020610,1.038476,-0.008842,0.006886,0.099731,0.999994,0.001489,-0.002257,-0.002117,-0.004246,0.022140,0.021868
201194.825691,1.008354,1.021382,1.042085,-0.008682,0.007030,0.067200,0.999996,0.001438,-0.001819,-0.001710,0.000863,0.007802,0.006464
201195.038519,1.008783,1.024478,1.023554,-0.008644,0.004059,-0.142090,0.999989,0.002986,-0.002545,-0.002476,0.013848,-0.004263,-0.008471
201195.088649,1.008869,1.025069,1.017111,-0.008911,0.002451,-0.111450,0.999989,0.003035,-0.002456,-0.002626,-0.038554,0.027578,0.000107
201195.138836,1.008927,1.025588,1.015421,-0.008797,0.001460,0.010765,0.999992,0.002275,-0.001868,-0.002527,-0.028805,0.022362,0.008134
201195.188957,1.008904,1.026033,1.018215,-0.008713,0.000799,0.072144,0.999995,0.001529,-0.001335,-0.002292,-0.027765,0.016950,0.010695
201195.239061,1.009045,1.026525,1.020545,-0.007645,0.001188,0.047577,0.999997,0.000998,-0.001039,-0.002063,-0.009119,0.001372,0.005262
201195.450406,1.010002,1.028820,1.001002,-0.005898,0.002367,-0.139771,0.999992,0.001929,-0.002547,-0.002583,0.014914,-0.012783,-0.006357
201195.500529,1.010179,1.029370,0.993473,-0.006725,0.001722,-0.111816,0.999991,0.002011,-0.002627,-0.002687,-0.030867,0.021425,0.000875
201195.550658,1.010344,1.029882,0.991887,-0.007038,0.001595,0.003956,0.999993,0.001489,-0.002217,-0.002566,-0.018152,0.016661,0.008556
201195.600786,1.010527,1.030403,0.993927,-0.006828,0.001922,0.057861,0.999995,0.001094,-0.001817,-0.002355,-0.010414,0.012528,0.006294
201195.650905,1.010717,1.030958,0.995637,-0.006405,0.002497,0.032806,0.999996,0.000958,-0.001617,-0.002266,0.002312,0.000556,0.000075
201195.858169,1.011650,1.033377,0.972693,-0.007191,0.001454,-0.150635,0.999989,0.002615,-0.002900,-0.002697,0.015979,-0.008518,-0.004333
201195.908290,1.011802,1.033857,0.966190,-0.007912,0.000342,-0.098145,0.999990,0.002463,-0.002630,-0.002792,-0.026947,0.028276,-0.002203
201195.958406,1.011887,1.034241,0.965238,-0.007767,-0.000111,0.012779,0.999992,0.001925,-0.002006,-0.002833,-0.023487,0.025566,-0.001065
201196.008529,1.012111,1.034704,0.966910,-0.007332,-0.000143,0.054077,0.999994,0.001447,-0.001494,-0.002856,-0.013772,0.010925,0.000024
201196.058653,1.012283,1.035134,0.968118,-0.006584,0.000184,0.022369,0.999994,0.001177,-0.001302,-0.002871,-0.008288,0.006340,-0.003000
201196.264905,1.013227,1.037034,0.943113,-0.005703,0.000456,-0.157959,0.999984,0.002094,-0.002532,-0.004598,0.010619,-0.009553,-0.016993
201196.315027,1.013504,1.037500,0.936155,-0.006275,-0.000217,-0.108093,0.999983,0.002000,-0.002390,-0.004827,-0.023862,0.024663,0.001143
201196.365144,1.013641,1.037859,0.933994,-0.006233,-0.000314,-0.002062,0.999986,0.001546,-0.001922,-0.004664,-0.017931,0.014828,0.008522
201196.415286,1.013857,1.038267,0.935097,-0.005829,0.000000,0.035004,0.999988,0.001187,-0.001606,-0.004524,-0.010550,0.009971,0.000991
201196.465433,1.014103,1.038700,0.935534,-0.005180,0.000531,0.005875,0.999987,0.000999,-0.001455,-0.004705,-0.004640,-0.000063,-0.020641
201196.676505,1.015258,1.040653,0.909517,-0.005970,-0.000022,-0.157227,0.999944,0.002493,-0.002947,-0.009896,0.013814,-0.007644,-0.042440
201196.726639,1.015456,1.041045,0.902375,-0.007072,-0.001231,-0.112427,0.999938,0.002390,-0.002707,-0.010518,-0.029776,0.033356,0.002465
201196.776811,1.015615,1.041390,0.900399,-0.007282,-0.001677,-0.008682,0.999946,0.001865,-0.002120,-0.009993,-0.022413,0.020232,0.035691
201196.826936,1.015784,1.041729,0.901164,-0.007004,-0.001631,0.027344,0.999956,0.001390,-0.001649,-0.009086,-0.014811,0.015493,0.030697
201196.877057,1.015982,1.042085,0.901046,-0.006332,-0.001200,-0.003359,0.999961,0.001117,-0.001368,-0.008610,-0.004342,0.004353,0.003339
201197.083883,1.016988,1.043610,0.874488,-0.005936,-0.001871,-0.167114,0.999923,0.002429,-0.002588,-0.011849,0.011718,-0.008701,-0.035179
201197.133998,1.017302,1.043999,0.866639,-0.006050,-0.002384,-0.151367,0.999915,0.002451,-0.002582,-0.012506,-0.034498,0.026776,-0.006230
