timestamp,solve_num,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz,acc_x,acc_y,acc_z
67887.378860,0,0.000027,-0.000073,2.982282,-0.000223,0.000000,0.000463,1.000000,0.000023,0.000033,0.000000,-0.001063,0.000866,0.000000,0.169538,0.250802,0.236561,0.000907,0.000416,-0.000295,-3.530817
67887.478811,0,0.000017,-0.000073,2.977892,-0.000164,-0.000039,-0.176078,1.000000,0.000154,0.000203,0.000000,0.011478,0.012694,0.000026,0.247948,0.193487,0.182876,-0.000019,0.003721,-0.002822,-0.626726
67887.578821,0,0.000023,-0.000091,2.963992,0.000481,-0.000598,-0.220062,0.999999,0.000795,0.000873,0.000001,0.025056,0.025528,0.000025,0.266146,0.146168,0.140909,-0.000696,0.017214,-0.015666,0.047241
67887.678804,0,0.000165,-0.000237,2.944708,0.003149,-0.003115,-0.215888,0.999995,0.002189,0.002278,0.000002,0.037987,0.037993,-0.000010,0.267591,0.099624,0.104644,-0.000360,0.045154,-0.043388,0.100568
67887.778808,0,0.000622,-0.000685,2.927097,0.008307,-0.008121,-0.207539,0.999984,0.003941,0.004039,0.000001,0.046274,0.046698,-0.000027,0.266996,0.059313,0.071208,-0.000010,0.079885,-0.077946,0.078106
67887.878792,0,0.001499,-0.001542,2.911806,0.015615,-0.015264,-0.201726,0.999966,0.005753,0.005883,-0.000000,0.050707,0.052019,-0.000027,0.266090,0.025270,0.040441,0.000129,0.115962,-0.113390,0.043838
67887.978791,0,0.002875,-0.002887,2.898033,0.024826,-0.024259,-0.198742,0.999942,0.007527,0.007720,-0.000001,0.052445,0.054801,-0.000022,0.265094,-0.003734,0.012498,0.000075,0.151593,-0.147792,0.006017
67888.078795,0,0.004879,-0.004844,2.884875,0.036059,-0.035180,-0.198381,0.999912,0.009260,0.009550,-0.000001,0.052198,0.055629,-0.000020,0.264101,-0.028643,-0.012557,-0.000128,0.186806,-0.181144,-0.031942
67888.178789,0,0.007751,-0.007642,2.871474,0.049831,-0.048487,-0.200574,0.999875,0.010981,0.011404,-0.000001,0.050274,0.054786,-0.000024,0.263195,-0.050025,-0.034626,-0.000453,0.222306,-0.214063,-0.066915
67888.278784,0,0.011924,-0.011694,2.856932,0.067105,-0.065048,-0.205429,0.999830,0.012717,0.013322,-0.000001,0.046690,0.052305,-0.000043,0.262489,-0.068225,-0.053466,-0.000882,0.258978,-0.247232,-0.094791
67888.378775,0,0.018157,-0.017720,2.840208,0.089382,-0.086199,-0.213086,0.999778,0.014474,0.015326,-0.000002,0.041237,0.048032,-0.000083,0.262096,-0.083514,-0.068637,-0.001392,0.297485,-0.280944,-0.111372
67888.478778,0,0.027732,-0.026922,2.820064,0.118735,-0.113725,-0.223474,0.999717,0.016199,0.017396,-0.000004,0.033530,0.041697,-0.000156,0.262086,-0.096126,-0.079530,-0.001936,0.337628,-0.314389,-0.114086
67888.578768,0,0.042678,-0.041171,2.795148,0.157570,-0.149538,-0.235987,0.999654,0.017734,0.019423,-0.000009,0.023104,0.033070,-0.000275,0.262466,-0.106058,-0.085551,-0.002435,0.377489,-0.344661,-0.102490
67888.678757,0,0.065836,-0.063008,2.764343,0.207819,-0.194767,-0.249149,0.999599,0.018772,0.021178,-0.000021,0.009635,0.022204,-0.000451,0.263153,-0.112620,-0.086465,-0.002796,0.412644,-0.365788,-0.079195
67888.778757,0,0.100454,-0.095171,2.727328,0.269582,-0.248304,-0.260743,0.999572,0.018877,0.022334,-0.000043,-0.006716,0.009649,-0.000682,0.263987,-0.114176,-0.082705,-0.002962,0.436538,-0.369001,-0.049417
67888.878746,0,0.149303,-0.139624,2.684910,0.340194,-0.305827,-0.268633,0.999590,0.017605,0.022578,-0.000075,-0.025012,-0.003603,-0.000952,0.264658,-0.108860,-0.075406,-0.002886,0.442415,-0.345032,-0.023907
