timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
23426.883930,0,absolute,0.004593,-0.004162,1.966797,-0.021698,0.012505,-0.014870,0.999981,-0.001632,0.003314,0.004901,-0.000908,0.001124,0.009306,0.004593,-0.004162,1.966797,-0.021698,0.012505,-0.014870,0.999981,-0.001632,0.003314,0.004901,-0.000908,0.001124,0.009306,-1.422982,0.147542,1.454951,-0.021698,0.012505,-0.014870,0.999981,-0.001632,0.003314,0.004901,-0.000908,0.001124,0.009306,1.427575,-0.151704,0.511846,0.000000,0.000000,0.000000
23426.983957,0,absolute,0.005554,-0.004311,1.964844,-0.003393,0.007717,-0.086365,0.999295,0.008820,-0.036007,0.006000,0.234529,1.770418,-0.013056,0.005554,-0.004311,1.964844,-0.003393,0.007717,-0.086365,0.999295,0.008820,-0.036007,0.006000,0.234529,1.770418,-0.013056,-1.422021,0.147393,1.452998,-0.003393,0.007717,-0.086365,0.999295,0.008820,-0.036007,0.006000,0.234529,1.770418,-0.013056,1.427575,-0.151704,0.511845,0.000000,0.000000,0.000000
23427.083979,0,absolute,0.014084,-0.005039,1.944336,0.123962,-0.008087,-0.298096,0.998282,0.005137,-0.058095,0.005590,0.019345,-0.460058,-0.031736,0.014084,-0.005039,1.944336,0.123962,-0.008087,-0.298096,0.998282,0.005137,-0.058095,0.005590,0.019345,-0.460058,-0.031736,-1.413490,0.146666,1.432491,0.123962,-0.008087,-0.298096,0.998282,0.005137,-0.058095,0.005590,0.019345,-0.460058,-0.031736,1.427574,-0.151705,0.511845,0.000000,0.000000,0.000000
23427.183990,0,absolute,0.027863,-0.006840,1.900391,0.203979,-0.018204,-0.491211,0.999304,0.002931,-0.036966,0.004055,-0.154762,-0.489510,-0.004031,0.027863,-0.006840,1.900391,0.203979,-0.018204,-0.491211,0.999304,0.002931,-0.036966,0.004055,-0.154762,-0.489510,-0.004031,-1.399711,0.144866,1.388546,0.203979,-0.018204,-0.491211,0.999304,0.002931,-0.036966,0.004055,-0.154762,-0.489510,-0.004031,1.427574,-0.151706,0.511845,0.000000,0.000000,0.000000
23427.283924,0,absolute,0.048309,-0.010185,1.842773,0.225708,-0.013786,-0.555176,0.999941,-0.002383,-0.008558,0.006285,-0.056791,-0.380700,-0.023845,0.048309,-0.010185,1.842773,0.225708,-0.013786,-0.555176,0.999941,-0.002383,-0.008558,0.006285,-0.056791,-0.380700,-0.023845,-1.379264,0.141521,1.330928,0.225708,-0.013786,-0.555176,0.999941,-0.002383,-0.008558,0.006285,-0.056791,-0.380700,-0.023845,1.427574,-0.151706,0.511845,0.000000,0.000000,0.000000
23427.384068,0,absolute,0.070862,-0.010925,1.792969,0.212280,-0.001009,-0.459229,0.999931,-0.003744,0.007037,0.008616,0.121082,-0.213939,-0.036713,0.070862,-0.010925,1.792969,0.212280,-0.001009,-0.459229,0.999931,-0.003744,0.007037,0.008616,0.121082,-0.213939,-0.036713,-1.356713,0.140781,1.281124,0.212280,-0.001009,-0.459229,0.999931,-0.003744,0.007037,0.008616,0.121082,-0.213939,-0.036713,1.427574,-0.151706,0.511845,0.000000,0.000000,0.000000
23427.484050,0,absolute,0.090271,-0.012466,1.756836,0.184204,0.001754,-0.309570,0.999873,-0.001368,0.012412,0.009858,0.102402,0.083721,-0.074176,0.090271,-0.012466,1.756836,0.184204,0.001754,-0.309570,0.999873,-0.001368,0.012412,0.009858,0.102402,0.083721,-0.074176,-1.337304,0.139240,1.244991,0.184204,0.001754,-0.309570,0.999873,-0.001368,0.012412,0.009858,0.102402,0.083721,-0.074176,1.427575,-0.151706,0.511845,0.000000,0.000000,0.000000
23427.584000,0,absolute,0.107239,-0.014168,1.734375,0.162476,-0.002470,-0.186890,0.999924,0.002856,0.007233,0.009591,0.095584,0.226347,-0.093402,0.107239,-0.014168,1.734375,0.162476,-0.002470,-0.186890,0.999924,0.002856,0.007233,0.009591,0.095584,0.226347,-0.093402,-1.320335,0.137540,1.222530,0.162476,-0.002470,-0.186890,0.999924,0.002856,0.007233,0.009591,0.095584,0.226347,-0.093402,1.427574,-0.151707,0.511845,0.000000,0.000000,0.000000
23427.683964,0,absolute,0.126831,-0.013840,1.718750,0.170166,-0.007851,-0.153320,0.999954,0.005549,-0.002347,0.007530,0.051746,0.164306,-0.081471,0.126831,-0.013840,1.718750,0.170166,-0.007851,-0.153320,0.999954,0.005549,-0.002347,0.007530,0.051746,0.164306,-0.081471,-1.300743,0.137867,1.206905,0.170166,-0.007851,-0.153320,0.999954,0.005549,-0.002347,0.007530,0.051746,0.164306,-0.081471,1.427574,-0.151707,0.511845,0.000000,0.000000,0.000000
23427.783927,0,absolute,0.143433,-0.019028,1.700195,0.172729,-0.038269,-0.209717,0.999955,0.006678,-0.004377,0.005032,-0.137036,0.175078,-0.042679,0.143433,-0.019028,1.700195,0.172729,-0.038269,-0.209717,0.999955,0.006678,-0.004377,0.005032,-0.137036,0.175078,-0.042679,-1.284142,0.132680,1.188350,0.172729,-0.038269,-0.209717,0.999955,0.006678,-0.004377,0.005032,-0.137036,0.175078,-0.042679,1.427575,-0.151708,0.511845,0.000000,0.000000,0.000000
