solve_num,solve_time_ms,solve_iters,coord_mode,node,t,theta,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,fz,mx,my,mz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,tgt_ax,tgt_ay,tgt_az,tgt_qw,tgt_qx,tgt_qy,tgt_qz,tgt_wx,tgt_wy,tgt_wz,tgt_alfx,tgt_alfy,tgt_alfz
0,190.917460,76,absolute_shifted,0,0.000000,0.119966,0.205269,2.283373,0.951804,-0.752861,0.205916,-0.002783,0.999994,-0.000540,-0.001309,-0.003103,-0.071858,-0.011164,0.016772,0.269708,11.659641,3.567703,-0.217576,-0.196859,-2.276873,0.520650,0.761352,-0.247451,-0.000670,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,1,0.119966,0.119983,0.114753,2.307373,0.952742,-0.751377,0.179146,0.017832,0.999250,0.037120,0.010762,-0.002506,1.326773,0.417215,0.001933,0.271284,-6.588169,-1.674799,-0.009512,-0.105242,-2.306578,0.520569,0.766034,-0.247766,-0.000681,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,2,0.239949,0.119981,0.026901,2.320267,0.955986,-0.705572,0.013523,0.033018,0.995232,0.092913,0.029579,-0.002263,0.536255,0.216407,0.001284,0.271479,-3.876793,-1.064774,-0.008791,-0.013050,-2.336324,0.520487,0.770716,-0.248081,-0.000693,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,3,0.359930,0.119981,-0.053285,2.307323,0.960058,-0.627480,-0.236440,0.033130,0.993062,0.111047,0.038632,-0.001873,0.071098,0.088683,0.000684,0.270609,-2.038047,-0.612904,-0.005858,0.079702,-2.366108,0.520403,0.775398,-0.248396,-0.000705,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,4,0.479911,0.119980,-0.123144,2.263026,0.963546,-0.535772,-0.500758,0.025187,0.993273,0.108005,0.041725,-0.001370,-0.173432,0.015145,0.000285,0.269453,-1.010712,-0.364746,-0.001297,0.173016,-2.395930,0.520318,0.780080,-0.248711,-0.000717,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,5,0.599891,0.119978,-0.181756,2.188117,0.965986,-0.441351,-0.742451,0.016614,0.994709,0.094048,0.041337,-0.000808,-0.294697,-0.028622,0.000196,0.268342,-0.382234,-0.205856,-0.000371,0.266891,-2.425789,0.520231,0.784762,-0.249026,-0.000729,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,6,0.719869,0.119975,-0.229209,2.086531,0.967560,-0.350597,-0.943501,0.010974,0.996419,0.075077,0.038898,-0.000237,-0.340556,-0.053326,0.000171,0.267409,-0.007466,-0.103432,-0.000651,0.361326,-2.455686,0.520143,0.789444,-0.249341,-0.000740,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,7,0.839844,0.119971,-0.266185,1.963649,0.968682,-0.267167,-1.096939,0.008894,0.997878,0.054679,0.035336,0.000302,-0.341450,-0.065740,0.000127,0.266691,0.205721,-0.038838,-0.000552,0.456320,-2.485620,0.520053,0.794125,-0.249656,-0.000752,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,8,0.959815,0.119966,-0.293690,1.825259,0.969740,-0.192958,-1.202358,0.009550,0.998899,0.034971,0.031248,0.000785,-0.316769,-0.070402,0.000089,0.266176,0.318612,0.002108,-0.000377,0.551873,-2.515590,0.519963,0.798807,-0.249972,-0.000764,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
0,190.917460,76,absolute_shifted,9,1.079781,0.119959,-0.312886,1.676952,0.970988,-0.128726,-1.263099,0.011710,0.999487,0.017135,0.027018,0.001201,-0.278546,-0.070152,0.000063,0.265832,0.367991,0.027914,-0.000198,0.647983,-2.545597,0.519870,0.803488,-0.250287,-0.000776,0.039023,-0.002626,-0.000098,0.993801,0.002022,-0.000157,-0.111157,0.017290,0.016985,0.744677,0.029371,0.021463,0.531620
