timestamp,solve_num,event,reason,coord_mode,x0_source,solve_time_ms,solve_iters,constraint_error,active_elapsed_now_sec,activation_elapsed_sec,activation_wall_time_sec,solve_lead_sec,solve_finish_late_by_sec,handoff_pos_err,handoff_vel_err,replan_delay_sec,state_jump_norm,control_jump_norm,hover_z_jump,extra_values
17225.512520,0,accepted,,absolute_shifted,live_first,190.917460,76.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839844,nan,nan,nan,
17226.308294,1,accepted,,absolute_shifted,predicted_handoff,196.730836,96.000000,0.000000,0.598967,0.839844,17226.352194,0.240917,-0.044070,0.094928,0.360320,0.839711,nan,nan,nan,
17226.386454,1,handoff,Active plan swapped to pending plan,absolute,,196.730836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839964,0.414401,nan,active_plan_age_sec=0.873995;control_jump_norm=0.414401;new_solve_num=1;previous_solve_num=0;solve_latency_sec=0.196731;state_jump_norm=0.839964
17227.133727,2,accepted,,absolute_shifted,predicted_handoff,184.227386,96.000000,0.000000,0.597108,0.839711,17227.191904,0.242661,-0.058323,0.091787,0.100053,0.839155,nan,nan,nan,
17227.226468,2,handoff,Active plan swapped to pending plan,absolute,,184.227386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839728,0.157087,nan,active_plan_age_sec=0.874139;control_jump_norm=0.157087;new_solve_num=2;previous_solve_num=1;solve_latency_sec=0.184227;state_jump_norm=0.839728
17227.978571,3,accepted,,absolute_shifted,predicted_handoff,187.070965,97.000000,0.000000,0.599384,0.839155,17228.031060,0.240131,-0.052627,0.132954,0.203873,0.836881,nan,nan,nan,
17228.066393,3,handoff,Active plan swapped to pending plan,absolute,,187.070965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839487,0.667082,nan,active_plan_age_sec=0.874394;control_jump_norm=0.667082;new_solve_num=3;previous_solve_num=2;solve_latency_sec=0.187071;state_jump_norm=0.839487
17228.793727,4,accepted,,absolute_shifted,predicted_handoff,164.229149,96.000000,0.000000,0.598221,0.836881,17228.867940,0.239213,-0.074361,0.181790,0.415186,0.832784,nan,nan,nan,
17228.906370,4,handoff,Active plan swapped to pending plan,absolute,,164.229149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.837025,0.404084,nan,active_plan_age_sec=0.875212;control_jump_norm=0.404084;new_solve_num=4;previous_solve_num=3;solve_latency_sec=0.164229;state_jump_norm=0.837025
17229.644566,5,accepted,,absolute_shifted,predicted_handoff,175.109846,97.000000,0.000000,0.601295,0.832784,17229.700725,0.231718,-0.056298,0.124775,0.233155,0.828822,nan,nan,nan,
17229.746386,5,handoff,Active plan swapped to pending plan,absolute,,175.109846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.832891,0.291027,nan,active_plan_age_sec=0.878328;control_jump_norm=0.291027;new_solve_num=5;previous_solve_num=4;solve_latency_sec=0.17511;state_jump_norm=0.832891
17230.477404,6,accepted,,absolute_shifted,predicted_handoff,177.003578,95.000000,0.000000,0.599473,0.828822,17230.529546,0.229736,-0.052324,0.170338,0.120551,0.839750,nan,nan,nan,
17230.586316,6,handoff,Active plan swapped to pending plan,absolute,,177.003578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.863510,3.239122,nan,active_plan_age_sec=0.88548;control_jump_norm=3.23912;new_solve_num=6;previous_solve_num=5;solve_latency_sec=0.177004;state_jump_norm=0.86351
17231.311237,7,accepted,,absolute_shifted,predicted_handoff,169.845924,95.000000,0.000035,0.611640,0.839750,17231.369297,0.228916,-0.058220,0.137344,0.211292,0.833247,nan,nan,nan,
17231.426275,7,handoff,Active plan swapped to pending plan,absolute,,169.845924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839766,0.084085,nan,active_plan_age_sec=0.896642;control_jump_norm=0.0840852;new_solve_num=7;previous_solve_num=6;solve_latency_sec=0.169846;state_jump_norm=0.839766
17232.164670,8,accepted,,absolute_shifted,predicted_handoff,187.156226,95.000000,0.000001,0.607885,0.833247,17232.202544,0.226195,-0.038121,0.086577,0.165125,0.791532,nan,nan,nan,
17232.266269,8,handoff,Active plan swapped to pending plan,absolute,,187.156226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.833258,0.062715,nan,active_plan_age_sec=0.896874;control_jump_norm=0.0627145;new_solve_num=8;previous_solve_num=7;solve_latency_sec=0.187156;state_jump_norm=0.833258
