timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
8345.715832,0,absolute,-0.007790,0.006175,1.479492,0.015404,-0.016504,0.048553,0.999978,0.000554,-0.003766,-0.005422,0.040463,-0.020180,0.011641,-0.007790,0.006175,1.479492,0.015404,-0.016504,0.048553,0.999978,0.000554,-0.003766,-0.005422,0.040463,-0.020180,0.011641,-0.546796,0.848477,1.279492,-0.321517,-0.232107,0.048553,0.999978,0.000554,-0.003766,-0.005422,0.040463,-0.020180,0.011641,0.539006,-0.842302,0.200000,0.336921,0.215603,0.000000
8345.815747,0,absolute,-0.005608,0.006225,1.483398,0.032585,-0.010599,-0.037231,0.998217,-0.010096,-0.058395,-0.007064,-0.591776,3.767730,-0.043667,-0.005608,0.006225,1.483398,0.032585,-0.010599,-0.037231,0.998217,-0.010096,-0.058395,-0.007064,-0.591776,3.767730,-0.043667,-0.577878,0.826290,1.283398,-0.295441,-0.239507,-0.037231,0.998217,-0.010096,-0.058395,-0.007064,-0.591776,3.767730,-0.043667,0.572270,-0.820065,0.200000,0.328026,0.228908,0.000000
8345.915774,0,absolute,0.008998,0.009244,1.469727,0.280757,0.039378,-0.210571,0.988645,-0.027160,-0.146888,-0.016370,0.061905,-0.578140,0.004662,0.008998,0.009244,1.469727,0.280757,0.039378,-0.210571,0.988645,-0.027160,-0.146888,-0.016370,0.061905,-0.578140,0.004662,-0.595606,0.805770,1.269727,-0.037854,-0.202464,-0.210571,0.988645,-0.027160,-0.146888,-0.016370,0.061905,-0.578140,0.004662,0.604604,-0.796527,0.200000,0.318611,0.241841,0.000000
8346.015743,0,absolute,0.039755,0.013005,1.428711,0.501973,0.076986,-0.421143,0.994358,-0.019892,-0.103665,-0.010514,0.035179,-0.885755,0.056689,0.039755,0.013005,1.428711,0.501973,0.076986,-0.421143,0.994358,-0.019892,-0.103665,-0.010514,0.035179,-0.885755,0.056689,-0.596219,0.784716,1.228711,0.193288,-0.177404,-0.421143,0.994358,-0.019892,-0.103665,-0.010514,0.035179,-0.885755,0.056689,0.635974,-0.771711,0.200000,0.308684,0.254390,0.000000
8346.115818,0,absolute,0.085845,0.027310,1.369141,0.543922,0.114648,-0.486328,0.998368,-0.013432,-0.055228,-0.005579,0.251436,-0.579777,0.044451,0.085845,0.027310,1.369141,0.543922,0.114648,-0.486328,0.998368,-0.013432,-0.055228,-0.005579,0.251436,-0.579777,0.044451,-0.580493,0.772960,1.169141,0.245662,-0.151887,-0.486328,0.998368,-0.013432,-0.055228,-0.005579,0.251436,-0.579777,0.044451,0.666338,-0.745650,0.200000,0.298260,0.266535,0.000000
8346.215798,0,absolute,0.138837,0.037990,1.314453,0.373976,0.090032,-0.349854,0.999939,-0.003140,-0.010226,-0.002914,0.205758,-0.608138,-0.007525,0.138837,0.037990,1.314453,0.373976,0.090032,-0.349854,0.999939,-0.003140,-0.010226,-0.002914,0.205758,-0.608138,-0.007525,-0.556783,0.756401,1.114453,0.086612,-0.188216,-0.349854,0.999939,-0.003140,-0.010226,-0.002914,0.205758,-0.608138,-0.007525,0.695619,-0.718411,0.200000,0.287364,0.278248,0.000000
8346.315803,0,absolute,0.192315,0.055881,1.256836,0.439061,0.104489,-0.430420,0.999971,0.004927,-0.003050,-0.005017,0.053723,0.125173,-0.040497,0.192315,0.055881,1.256836,0.439061,0.104489,-0.430420,0.999971,0.004927,-0.003050,-0.005017,0.053723,0.125173,-0.040497,-0.531466,0.745911,1.056836,0.163049,-0.185023,-0.430420,0.999971,0.004927,-0.003050,-0.005017,0.053723,0.125173,-0.040497,0.723781,-0.690030,0.200000,0.276012,0.289512,0.000000
8346.415790,0,absolute,0.235543,0.065135,1.214844,0.421456,0.088931,-0.412598,0.999868,0.010132,0.010176,-0.007619,0.071722,0.085085,-0.030901,0.235543,0.065135,1.214844,0.421456,0.088931,-0.412598,0.999868,0.010132,0.010176,-0.007619,0.071722,0.085085,-0.030901,-0.515250,0.725673,1.014844,0.157241,-0.211386,-0.412598,0.999868,0.010132,0.010176,-0.007619,0.071722,0.085085,-0.030901,0.750793,-0.660538,0.200000,0.264215,0.300317,0.000000
8346.515794,0,absolute,0.299835,0.083382,1.150391,0.390866,0.081226,-0.393555,0.999910,0.009435,0.002921,-0.009027,0.083176,-0.121900,-0.004327,0.299835,0.083382,1.150391,0.390866,0.081226,-0.393555,0.999910,0.009435,0.002921,-0.009027,0.083176,-0.121900,-0.004327,-0.476771,0.713368,0.950391,0.138871,-0.229417,-0.393555,0.999910,0.009435,0.002921,-0.009027,0.083176,-0.121900,-0.004327,0.776606,-0.629986,0.200000,0.251995,0.310642,0.000000
8346.615797,0,absolute,0.338177,0.090311,1.112305,0.361141,0.058367,-0.377197,0.999755,0.011895,0.015898,-0.009807,-0.025464,0.133968,-0.001985,0.338177,0.090311,1.112305,0.361141,0.058367,-0.377197,0.999755,0.011895,0.015898,-0.009807,-0.025464,0.133968,-0.001985,-0.462999,0.688740,0.912305,0.121770,-0.262104,-0.377197,0.999755,0.011895,0.015898,-0.009807,-0.025464,0.133968,-0.001985,0.801176,-0.598429,0.200000,0.239372,0.320470,0.000000
