solve_num,solve_time_ms,solve_iters,coord_mode,target_motion_source,node,t,theta,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,circle_center_x,circle_center_y,circle_center_z,circle_radius,circle_omega,circle_phi0,circle_t_abs,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,fz,mx,my,mz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz
0,183.697885,49,absolute,odom+predicted_accel,0,0.000000,0.105460,0.437896,-0.899025,0.200000,0.359610,0.175159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.008210,0.008947,1.464844,0.415373,0.061662,-0.158105,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.244787,0.002327,0.001266,0.000262,-0.446106,0.907972,1.264844,0.055763,-0.113497,-0.158105,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,183.697885,49,absolute,odom+predicted_accel,1,0.105460,0.104406,0.475424,-0.879757,0.200000,0.351989,0.190211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035603,0.015453,1.444034,0.415519,0.061731,-0.236546,1.000000,0.000006,0.000004,0.000000,0.000245,0.000134,0.000016,0.256382,0.001276,0.000907,0.000261,-0.439821,0.895210,1.244034,0.063530,-0.128480,-0.236546,1.000000,0.000006,0.000004,0.000000,0.000245,0.000134,0.000016
0,183.697885,49,absolute,odom+predicted_accel,2,0.209866,0.103668,0.511752,-0.859135,0.200000,0.343827,0.204784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.078992,0.021901,1.417624,0.415674,0.061783,-0.269369,1.000000,0.000023,0.000013,0.000002,0.000379,0.000228,0.000031,0.262235,0.000289,0.000527,0.000262,-0.432760,0.881035,1.217624,0.071847,-0.143001,-0.269369,1.000000,0.000023,0.000013,0.000002,0.000379,0.000228,0.000031
0,183.697885,49,absolute,odom+predicted_accel,3,0.313534,0.102979,0.546949,-0.837171,0.200000,0.335128,0.218905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.122092,0.028306,1.389174,0.415849,0.061802,-0.279486,1.000000,0.000043,0.000026,0.000004,0.000409,0.000283,0.000047,0.265126,-0.000473,0.000109,0.000263,-0.424857,0.865477,1.189174,0.080721,-0.157103,-0.279486,1.000000,0.000043,0.000026,0.000004,0.000409,0.000283,0.000047
0,183.697885,49,absolute,odom+predicted_accel,4,0.416512,0.102334,0.580989,-0.813922,0.200000,0.325915,0.232563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164925,0.034669,1.360443,0.416049,0.061784,-0.278512,1.000000,0.000063,0.000041,0.000006,0.000360,0.000294,0.000062,0.266497,-0.001011,-0.000342,0.000263,-0.416064,0.848592,1.160443,0.090134,-0.170779,-0.278512,1.000000,0.000063,0.000041,0.000006,0.000360,0.000294,0.000062
0,183.697885,49,absolute,odom+predicted_accel,5,0.518846,0.101757,0.613849,-0.789446,0.200000,0.316212,0.245749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207511,0.040989,1.332258,0.416275,0.061736,-0.272344,1.000000,0.000079,0.000055,0.000010,0.000256,0.000259,0.000077,0.267091,-0.001369,-0.000821,0.000264,-0.406337,0.830435,1.132258,0.100063,-0.184013,-0.272344,1.000000,0.000079,0.000055,0.000010,0.000256,0.000259,0.000077
0,183.697885,49,absolute,odom+predicted_accel,6,0.620602,0.101259,0.645511,-0.763790,0.200000,0.306037,0.258457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.249881,0.047267,1.304971,0.416523,0.061668,-0.263972,1.000000,0.000088,0.000066,0.000014,0.000117,0.000176,0.000093,0.267287,-0.001594,-0.001325,0.000264,-0.395630,0.811057,1.104971,0.110486,-0.196789,-0.263972,1.000000,0.000088,0.000066,0.000014,0.000117,0.000176,0.000093
0,183.697885,49,absolute,odom+predicted_accel,7,0.721861,0.100841,0.675965,-0.736997,0.200000,0.295407,0.270681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.292070,0.053507,1.278700,0.416782,0.061593,-0.254908,1.000000,0.000090,0.000072,0.000019,-0.000044,0.000041,0.000108,0.267279,-0.001729,-0.001851,0.000265,-0.383895,0.790504,1.078700,0.121375,-0.209088,-0.254908,1.000000,0.000090,0.000072,0.000019,-0.000044,0.000041,0.000108
0,183.697885,49,absolute,odom+predicted_accel,8,0.822702,0.100498,0.705199,-0.709107,0.200000,0.284338,0.282418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334111,0.059714,1.253449,0.417040,0.061529,-0.245910,1.000000,0.000083,0.000069,0.000025,-0.000219,-0.000145,0.000123,0.267170,-0.001803,-0.002397,0.000265,-0.371088,0.768821,1.053449,0.132702,-0.220889,-0.245910,1.000000,0.000083,0.000069,0.000025,-0.000219,-0.000145,0.000123
0,183.697885,49,absolute,odom+predicted_accel,9,0.923201,0.100224,0.733200,-0.680156,0.200000,0.272845,0.293662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.376034,0.065894,1.229165,0.417277,0.061493,-0.237350,1.000000,0.000068,0.000056,0.000032,-0.000400,-0.000386,0.000138,0.267012,-0.001840,-0.002960,0.000265,-0.357166,0.746051,1.029165,0.144432,-0.232169,-0.237350,1.000000,0.000068,0.000056,0.000032,-0.000400,-0.000386,0.000138
