timestamp,solve_num,event,reason,coord_mode,x0_source,solve_time_ms,solve_iters,constraint_error,active_elapsed_now_sec,activation_elapsed_sec,activation_wall_time_sec,solve_lead_sec,solve_finish_late_by_sec,handoff_pos_err,handoff_vel_err,replan_delay_sec,state_jump_norm,control_jump_norm,hover_z_jump,extra_values
17125.705635,0,accepted,,absolute_shifted,live_first,199.047634,94.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839797,nan,nan,nan,
17126.491213,1,accepted,,absolute_shifted,predicted_handoff,194.685779,98.000000,0.000000,0.590802,0.839797,17126.545262,0.249048,-0.054227,0.052498,0.155287,0.839637,nan,nan,nan,
17126.605456,1,handoff,Active plan swapped to pending plan,absolute,,194.685779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839847,0.152519,nan,active_plan_age_sec=0.899858;control_jump_norm=0.152519;new_solve_num=1;previous_solve_num=0;solve_latency_sec=0.194686;state_jump_norm=0.839847
17127.325661,2,accepted,,absolute_shifted,predicted_handoff,188.170674,98.000000,0.000000,0.592009,0.839637,17127.384899,0.247739,-0.059393,0.144249,0.088272,0.838501,nan,nan,nan,
17127.445391,2,handoff,Active plan swapped to pending plan,absolute,,188.170674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839666,0.114224,nan,active_plan_age_sec=0.900023;control_jump_norm=0.114224;new_solve_num=2;previous_solve_num=1;solve_latency_sec=0.188171;state_jump_norm=0.839666
17128.175254,3,accepted,,absolute_shifted,predicted_handoff,195.767734,98.000000,0.000000,0.594360,0.838501,17128.223400,0.244869,-0.048333,0.117851,0.187917,0.830332,nan,nan,nan,
17128.285292,3,handoff,Active plan swapped to pending plan,absolute,,195.767734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.838571,0.174770,nan,active_plan_age_sec=0.900328;control_jump_norm=0.17477;new_solve_num=3;previous_solve_num=2;solve_latency_sec=0.195768;state_jump_norm=0.838571
17128.997688,4,accepted,,absolute_shifted,predicted_handoff,188.218935,97.000000,0.000000,0.585821,0.830332,17129.053732,0.245138,-0.056219,0.071176,0.077059,0.802434,nan,nan,nan,
17129.055344,4,handoff,Active plan swapped to pending plan,absolute,,188.218935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.830332,0.131904,nan,active_plan_age_sec=0.831848;control_jump_norm=0.131904;new_solve_num=4;previous_solve_num=3;solve_latency_sec=0.188219;state_jump_norm=0.830332
17129.788250,5,accepted,,absolute_shifted,predicted_handoff,174.813248,96.000000,0.000001,0.559483,0.802434,17129.856165,0.243062,-0.068064,0.065481,0.028226,0.839715,nan,nan,nan,
17129.895330,5,handoff,Active plan swapped to pending plan,absolute,,174.813248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.817197,2.818721,nan,active_plan_age_sec=0.841501;control_jump_norm=2.81872;new_solve_num=5;previous_solve_num=4;solve_latency_sec=0.174813;state_jump_norm=0.817197
17130.645590,6,accepted,,absolute_shifted,predicted_handoff,186.157687,95.000000,0.000002,0.603025,0.839715,17130.695881,0.237588,-0.050466,0.048636,0.108106,0.836154,nan,nan,nan,
17130.735319,6,handoff,Active plan swapped to pending plan,absolute,,186.157687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.839716,0.011384,nan,active_plan_age_sec=0.879026;control_jump_norm=0.0113842;new_solve_num=6;previous_solve_num=5;solve_latency_sec=0.186158;state_jump_norm=0.839716
17131.464699,7,accepted,,absolute_shifted,predicted_handoff,169.314074,95.000000,0.000002,0.599284,0.836154,17131.532034,0.237159,-0.067511,0.042698,0.122331,0.791651,nan,nan,nan,
17131.575266,7,handoff,Active plan swapped to pending plan,absolute,,169.314074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.836155,0.032497,nan,active_plan_age_sec=0.87929;control_jump_norm=0.0324972;new_solve_num=7;previous_solve_num=6;solve_latency_sec=0.169314;state_jump_norm=0.836155
