timestamp,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
200455.647496,1.011362,0.995969,0.980012,-0.009712,-0.007347,0.000576,0.999998,0.001363,-0.001757,0.000000,0.000000,0.000000,0.000000
200455.697607,1.011288,0.995977,0.977781,-0.011223,-0.009399,-0.102112,0.999916,0.010500,-0.007536,0.000146,0.822486,-0.411516,0.010695
200455.747724,1.011122,0.995869,0.961693,-0.025223,-0.038269,-0.432373,0.999300,0.033488,-0.016691,0.000567,0.920116,-0.387518,0.007576
200455.797864,1.010740,0.995271,0.927805,-0.055786,-0.093445,-0.767578,0.998496,0.047983,-0.026517,0.000448,0.346884,-0.344157,-0.012689
200455.848020,1.009621,0.993319,0.883364,-0.094543,-0.151123,-0.883789,0.998006,0.053613,-0.033315,-0.000317,0.090062,-0.166352,-0.039509
200456.058860,0.985595,0.955113,0.755842,-0.178345,-0.274170,-0.401611,0.999783,0.016297,-0.012287,-0.004140,-0.572686,0.373882,-0.028379
200456.108988,0.977285,0.942271,0.735349,-0.174194,-0.269287,-0.336182,0.999979,0.004099,-0.002299,-0.004390,-0.018578,0.207121,0.028975
200456.159147,0.969047,0.929429,0.716906,-0.168335,-0.265625,-0.319092,0.999989,0.002790,0.001015,-0.003534,0.176442,-0.043735,0.031072
200456.209284,0.960969,0.916565,0.696917,-0.164795,-0.267334,-0.354980,0.999964,0.007759,-0.001124,-0.003177,0.335976,-0.230847,-0.014164
200456.259432,0.952951,0.903485,0.676170,-0.168213,-0.280273,-0.355225,0.999829,0.016628,-0.006911,-0.004175,0.352066,-0.276798,-0.072677
200456.464928,0.914792,0.838806,0.607616,-0.210815,-0.378662,-0.193115,0.999640,0.021749,-0.011176,-0.011053,-0.466330,0.260027,0.024390
200456.515090,0.903804,0.819818,0.595707,-0.211670,-0.382568,-0.198486,0.999907,0.008632,-0.002675,-0.010196,-0.893936,0.741220,0.039372
200456.565206,0.893253,0.801365,0.578889,-0.195557,-0.364502,-0.339355,0.999823,-0.010632,0.012549,-0.009094,-0.376337,0.259481,0.034787
200456.615376,0.882512,0.782095,0.557082,-0.175659,-0.340332,-0.408203,0.999696,-0.016603,0.016207,-0.008387,-0.035384,-0.045235,0.018680
200456.665497,0.873181,0.764663,0.536602,-0.158569,-0.318604,-0.371826,0.999734,-0.015919,0.014559,-0.008117,0.208212,-0.223893,-0.001113
200456.875933,0.839781,0.699550,0.472044,-0.144775,-0.285645,-0.194946,0.999942,-0.004307,-0.002115,-0.009650,-0.156398,0.037940,-0.004427
200456.926092,0.831610,0.684255,0.461092,-0.146118,-0.279785,-0.181396,0.999943,-0.004748,-0.001176,-0.009540,0.061155,0.289070,0.021186
200456.976215,0.823464,0.669259,0.446728,-0.141357,-0.272949,-0.286133,0.999939,-0.004798,0.004403,-0.008900,0.043463,0.064189,0.030441
200457.026326,0.815569,0.654530,0.427416,-0.135742,-0.268555,-0.371826,0.999945,-0.003587,0.005188,-0.008393,0.051917,-0.023828,0.006289
200457.076439,0.807976,0.640058,0.407555,-0.130615,-0.265625,-0.352783,0.999951,-0.002244,0.004671,-0.008386,0.038895,-0.059621,-0.004951
200457.282133,0.779061,0.581964,0.351510,-0.111450,-0.237915,-0.163696,0.999864,-0.012812,0.005259,-0.008920,-0.218439,0.053758,-0.012783
200457.332211,0.772901,0.569498,0.342537,-0.105225,-0.221924,-0.160645,0.999840,-0.014227,0.005913,-0.009131,0.270662,-0.002025,0.001768
200457.382323,0.766886,0.557394,0.330686,-0.100098,-0.209839,-0.231445,0.999922,-0.008275,0.003075,-0.008838,0.250618,-0.162806,0.021442
200457.432435,0.761373,0.546360,0.316072,-0.100586,-0.206421,-0.278809,0.999962,-0.002379,-0.000860,-0.008289,0.189532,-0.148762,0.017675
200457.482554,0.755676,0.535159,0.301362,-0.104187,-0.208008,-0.252441,0.999958,0.002236,-0.003751,-0.008010,0.153534,-0.129127,0.002770
200457.687609,0.730884,0.489070,0.262338,-0.119080,-0.219482,-0.118408,0.999961,-0.002108,-0.001050,-0.008554,-0.226893,0.132536,-0.009587
200457.737727,0.723584,0.476128,0.254977,-0.117798,-0.214600,-0.118469,0.999929,-0.007308,0.003456,-0.008792,-0.109424,0.239710,-0.006157
200457.787843,0.717529,0.465394,0.246282,-0.109924,-0.202026,-0.174072,0.999904,-0.009181,0.005408,-0.008841,0.025396,-0.056689,0.006468
200457.837985,0.712042,0.455602,0.236071,-0.102661,-0.188599,-0.203369,0.999919,-0.008315,0.004306,-0.008583,0.095857,-0.098447,0.012732
200457.888128,0.705817,0.444546,0.224312,-0.100769,-0.183228,-0.189819,0.999947,-0.005671,0.001926,-0.008317,0.162534,-0.163216,0.008526
200458.095722,0.682843,0.405987,0.194504,-0.108459,-0.173218,-0.089233,0.999958,-0.002396,-0.002864,-0.008373,-0.131718,0.092925,-0.005326
200458.145867,0.676481,0.396167,0.189000,-0.108398,-0.167480,-0.083191,0.999953,-0.004769,-0.000054,-0.008476,-0.032111,0.259618,-0.001065
200458.196024,0.670507,0.387104,0.182147,-0.105042,-0.162109,-0.135620,0.999941,-0.005525,0.003871,-0.008466,0.027288,0.025294,0.008586
200458.246146,0.664384,0.377716,0.172551,-0.100037,-0.156250,-0.171387,0.999942,-0.005281,0.004330,-0.008301,0.038145,-0.035861,0.002968
200458.296260,0.658509,0.368638,0.163200,-0.097412,-0.153809,-0.158691,0.999950,-0.004397,0.003455,-0.008270,0.027612,-0.087403,0.000000
200458.504144,0.635528,0.333736,0.139367,-0.094788,-0.137329,-0.069336,0.999919,-0.009261,0.002003,-0.008524,-0.124696,0.073017,-0.006387
200458.554259,0.630133,0.326147,0.135456,-0.092041,-0.127808,-0.068726,0.999906,-0.010046,0.003539,-0.008655,0.146035,0.105333,0.000049
200458.604383,0.624909,0.318967,0.129772,-0.088745,-0.121765,-0.116272,0.999929,-0.007205,0.004015,-0.008613,0.109901,-0.037872,0.007470
200458.654516,0.619862,0.312047,0.122163,-0.086365,-0.117981,-0.146240,0.999951,-0.004543,0.002451,-0.008421,0.084471,-0.074790,0.006387
200458.704624,0.614906,0.305276,0.114711,-0.085266,-0.115906,-0.129639,0.999962,-0.002448,0.000865,-0.008301,0.068416,-0.081335,0.002084
200458.910585,0.594762,0.278420,0.096666,-0.088989,-0.113831,-0.056793,0.999950,-0.005207,0.001160,-0.008454,-0.117401,0.085767,-0.007457
