timestamp,solve_num,coord_mode,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,abs_x,abs_y,abs_z,abs_vx,abs_vy,abs_vz,abs_qw,abs_qx,abs_qy,abs_qz,abs_wx,abs_wy,abs_wz,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,rel_qw,rel_qx,rel_qy,rel_qz,rel_wx,rel_wy,rel_wz,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz
13879.369607,0,absolute,-0.001558,0.013172,1.946289,-0.022493,-0.022045,-0.003252,0.999987,0.003729,-0.000763,0.003254,0.090948,0.065382,-0.013260,-0.001558,0.013172,1.946289,-0.022493,-0.022045,-0.003252,0.999987,0.003729,-0.000763,0.003254,0.090948,0.065382,-0.013260,-0.910694,0.429671,1.746289,-0.189093,-0.385699,-0.003252,0.999987,0.003729,-0.000763,0.003254,0.090948,0.065382,-0.013260,0.909136,-0.416499,0.200000,0.166600,0.363654,0.000000
13879.469602,0,absolute,-0.004277,0.016777,1.946289,-0.016429,-0.013100,-0.036926,0.999664,-0.011629,-0.023151,-0.000985,-1.716968,2.410736,-0.230438,-0.004277,0.016777,1.946289,-0.016429,-0.013100,-0.036926,0.999664,-0.011629,-0.023151,-0.000985,-1.716968,2.410736,-0.230438,-0.929346,0.396577,1.746289,-0.168349,-0.383127,-0.036926,0.999664,-0.011629,-0.023151,-0.000985,-1.716968,2.410736,-0.230438,0.925069,-0.379800,0.200000,0.151920,0.370028,0.000000
13879.569742,0,absolute,-0.000042,0.028893,1.934570,0.161325,0.112511,-0.203735,0.988182,-0.073508,-0.130735,-0.031633,0.180260,0.183805,-0.065279,-0.000042,0.028893,1.934570,0.161325,0.112511,-0.203735,0.988182,-0.073508,-0.130735,-0.031633,0.180260,0.183805,-0.065279,-0.939557,0.371402,1.734570,0.024321,-0.263295,-0.203735,0.988182,-0.073508,-0.130735,-0.031633,0.180260,0.183805,-0.065279,0.939514,-0.342510,0.200000,0.137004,0.375806,0.000000
13879.669682,0,absolute,0.022393,0.048614,1.893555,0.376197,0.242789,-0.401367,0.994069,-0.057127,-0.090027,-0.021391,0.060746,-0.953932,0.248437,0.022393,0.048614,1.893555,0.376197,0.242789,-0.401367,0.994069,-0.057127,-0.090027,-0.021391,0.060746,-0.953932,0.248437,-0.930070,0.353269,1.693555,0.254334,-0.138196,-0.401367,0.994069,-0.057127,-0.090027,-0.021391,0.060746,-0.953932,0.248437,0.952463,-0.304655,0.200000,0.121862,0.380985,0.000000
13879.769673,0,absolute,0.057936,0.073095,1.834961,0.458433,0.316424,-0.508789,0.998900,-0.032615,-0.033505,-0.003605,0.448059,-1.028108,0.182441,0.057936,0.073095,1.834961,0.458433,0.316424,-0.508789,0.998900,-0.032615,-0.033505,-0.003605,0.448059,-1.028108,0.182441,-0.905932,0.339478,1.634961,0.351880,-0.069123,-0.508789,0.998900,-0.032615,-0.033505,-0.003605,0.448059,-1.028108,0.182441,0.963867,-0.266383,0.200000,0.106553,0.385547,0.000000
13879.869617,0,absolute,0.098746,0.106685,1.786133,0.438283,0.350143,-0.453125,0.999847,-0.016213,0.004892,0.004464,0.300524,-0.331613,0.062893,0.098746,0.106685,1.786133,0.438283,0.350143,-0.453125,0.999847,-0.016213,0.004892,0.004464,0.300524,-0.331613,0.062893,-0.875009,0.334282,1.586133,0.347244,-0.039359,-0.453125,0.999847,-0.016213,0.004892,0.004464,0.300524,-0.331613,0.062893,0.973755,-0.227597,0.200000,0.091039,0.389502,0.000000
13879.969585,0,absolute,0.133814,0.144783,1.750000,0.390524,0.360947,-0.367188,0.999819,0.001249,0.018531,0.004027,0.405244,0.042815,0.017862,0.133814,0.144783,1.750000,0.390524,0.360947,-0.367188,0.999819,0.001249,0.018531,0.004027,0.405244,0.042815,0.017862,-0.848266,0.333250,1.550000,0.315137,-0.031884,-0.367188,0.999819,0.001249,0.018531,0.004027,0.405244,0.042815,0.017862,0.982079,-0.188467,0.200000,0.075387,0.392832,0.000000
13880.069630,0,absolute,0.168432,0.181565,1.719727,0.345147,0.338369,-0.301514,0.999728,0.017047,0.015727,0.002641,0.187896,0.255118,0.029265,0.168432,0.181565,1.719727,0.345147,0.338369,-0.301514,0.999728,0.017047,0.015727,0.002641,0.187896,0.255118,0.029265,-0.820398,0.330613,1.519727,0.285528,-0.057163,-0.301514,0.999728,0.017047,0.015727,0.002641,0.187896,0.255118,0.029265,0.988830,-0.149047,0.200000,0.059619,0.395532,0.000000
13880.169649,0,absolute,0.201983,0.214943,1.690430,0.318564,0.291047,-0.291016,0.999704,0.023693,0.004986,0.002471,-0.001182,0.325886,0.016030,0.201983,0.214943,1.690430,0.318564,0.291047,-0.291016,0.999704,0.023693,0.004986,0.002471,-0.001182,0.325886,0.016030,-0.792017,0.324329,1.490430,0.274809,-0.106553,-0.291016,0.999704,0.023693,0.004986,0.002471,-0.001182,0.325886,0.016030,0.993999,-0.109386,0.200000,0.043754,0.397600,0.000000
13880.269533,0,absolute,0.229101,0.244722,1.665039,0.315246,0.251845,-0.305176,0.999810,0.019113,-0.002450,0.003028,-0.250073,0.134036,0.037361,0.229101,0.244722,1.665039,0.315246,0.251845,-0.305176,0.999810,0.019113,-0.002450,0.003028,-0.250073,0.134036,0.037361,-0.768479,0.314257,1.465039,0.287432,-0.147186,-0.305176,0.999810,0.019113,-0.002450,0.003028,-0.250073,0.134036,0.037361,0.997579,-0.069535,0.200000,0.027814,0.399032,0.000000
